Dep_Airport_ID,ARP_Latitude,ARP_Longitude,Schedule,"Runway ID",Length,Width,"Surface Type Condition","Edge Light Intensity","WBC Single","WBC Dual","WBC Two Dual","WBC Tandem Two Dual","Base Marking Condition"
EAR,040-43-37.3500N,099-00-24.3700W,ALL/ALL/0600-2000,18/36,7094,100,CONC-E,HIGH,46,62,,,G
EAR,040-43-37.3500N,099-00-24.3700W,ALL/ALL/0600-2000,13/31,4498,75,CONC-E,MED,30,38,,,G
LNK,040-51-03.2100N,096-45-32.8400W,ALL/ALL/ALL,14/32,8649,150,ASPH-F,MED,80,170,280,,G
LNK,040-51-03.2100N,096-45-32.8400W,ALL/ALL/ALL,17/35,5801,100,ASPH-G,MED,45,59,,,G
LNK,040-51-03.2100N,096-45-32.8400W,ALL/ALL/ALL,18/36,12901,200,ASPH-CONC-F,HIGH,100,200,400,,G
LBF,041-07-34.3700N,100-41-01.1500W,ALL/ALL/0600-2300,17/35,4436,100,CONC-E,MED,28,48,86,,G
LBF,041-07-34.3700N,100-41-01.1500W,ALL/ALL/0600-2300,12/30,8001,150,CONC-E,HIGH,75,110,190,,G
SNY,041-05-59.1400N,102-59-05.9800W,ALL/ALL/0700-1800,13/31,6600,100,CONC-G,HIGH,32,52,96,,G
SNY,041-05-59.1400N,102-59-05.9800W,ALL/ALL/0700-1800,03/21,4705,75,TURF-G,,,,,,F
BFF,041-52-26.5000N,103-35-44.3000W,ALL/ALL/0600-2100,12/30,8279,150,ASPH-G,HIGH,109,178,321,,G
BFF,041-52-26.5000N,103-35-44.3000W,ALL/ALL/0600-2100,05/23,8002,150,ASPH-G,MED,98,158,285,,G
EEN,042-53-54.2000N,072-16-14.8000W,ALL/SAT-SUN/0700-1700,14/32,4001,75,ASPH-E,MED,25,,,,G
EEN,042-53-54.2000N,072-16-14.8000W,ALL/MON-FRI/0700-1900,14/32,4001,75,ASPH-E,MED,25,,,,G
EEN,042-53-54.2000N,072-16-14.8000W,ALL/SAT-SUN/0700-1700,02/20,6201,100,ASPH-E,HIGH,,60,,,G
EEN,042-53-54.2000N,072-16-14.8000W,ALL/MON-FRI/0700-1900,02/20,6201,100,ASPH-E,HIGH,,60,,,G
ACY,039-27-27.3000N,074-34-37.8000W,ALL/ALL/ALL,04/22,6144,150,ASPH-CONC-G,HIGH,75,175,400,900,G
ACY,039-27-27.3000N,074-34-37.8000W,ALL/ALL/ALL,13/31,10000,150,ASPH-G,HIGH,85,120,350,,G
ACY,039-27-27.3000N,074-34-37.8000W,ALL/ALL/ALL,H1,102,102,ASPH,,,,,,
WWD,039-00-30.1300N,074-54-30.6300W,ALL/ALL/0800-1700,10/28,5000,150,ASPH-G,MED,45,75,120,,G
WWD,039-00-30.1300N,074-54-30.6300W,ALL/ALL/0800-1700,01/19,5252,150,ASPH-G,HIGH,45,75,120,,G
MMU,040-47-57.6200N,074-24-53.6000W,ALL/ALL/0645-2230,05/23,5998,150,ASPH-G,HIGH,30,80,,,G
MMU,040-47-57.6200N,074-24-53.6000W,ALL/ALL/0645-2230,13/31,3997,150,ASPH-G,MED,30,,,,G
ALM,032-50-21.9000N,105-59-28.1000W,ALL/ALL/0700-1700,04/22,9207,150,ASPH-G,MED,54,74,120,,G
ALM,032-50-21.9000N,105-59-28.1000W,ALL/ALL/0700-1700,17/35,3257,190,DIRT-F,,,,,,G
ABQ,035-02-20.1500N,106-36-29.7400W,ALL/ALL/ALL,12/30,6000,150,CONC-G,MED,65,120,155,,G
ABQ,035-02-20.1500N,106-36-29.7400W,ALL/ALL/ALL,08/26,13793,150,CONC-G,HIGH,100,210,360,720,G
ABQ,035-02-20.1500N,106-36-29.7400W,ALL/ALL/ALL,03/21,10000,150,CONC-G,HIGH,100,210,360,720,G
BRG,034-38-45.1000N,106-50-10.8200W,ALL/MON-FRI/0800-1700,13/31,5280,75,ASPH-G,,,,,,G
BRG,034-38-45.1000N,106-50-10.8200W,ALL/MON-FRI/0800-1700,03/21,6601,60,ASPH-E,MED,12,,,,G
CVN,034-25-35.7200N,103-04-39.2900W,ALL/ALL/0700-1700,12/30,5697,100,ASPH-G,MED,42,50,,,G
CVN,034-25-35.7200N,103-04-39.2900W,ALL/ALL/0700-1700,04/22,7200,150,ASPH-G,MED,45,57,,,G
CVN,034-25-35.7200N,103-04-39.2900W,ALL/ALL/0700-1700,08/26,2442,75,TURF-F,,,,,,
DMN,032-15-44.6000N,107-43-08.4000W,ALL/ALL/0700-1800,04/22,5675,60,ASPH-G,MED,12,,,,G
DMN,032-15-44.6000N,107-43-08.4000W,ALL/ALL/0700-1800,08/26,8018,75,ASPH-G,MED,20,,,,G
AEG,035-08-41.6700N,106-47-42.6300W,ALL/ALL/0600-1900,17/35,5983,100,ASPH-G,MED,30,,,,G
AEG,035-08-41.6700N,106-47-42.6300W,ALL/ALL/0600-1900,04/22,7398,100,ASPH-G,MED,30,,,,G
FMN,036-44-28.5000N,108-13-47.7900W,ALL/ALL/0600-2200,05/23,6501,150,ASPH-E,MED,47,66,,,G
FMN,036-44-28.5000N,108-13-47.7900W,ALL/ALL/0600-2200,07/25,6704,100,ASPH-G,MED,50,90,,,G
SVC,032-38-11.5700N,108-09-22.9900W,ALL/ALL/0600-1700,03/21,4537,80,DIRT-F,,,,,,
SVC,032-38-11.5700N,108-09-22.9900W,ALL/ALL/0600-1700,12/30,4675,75,DIRT-G,,,,,,
SVC,032-38-11.5700N,108-09-22.9900W,ALL/ALL/0600-1700,08/26,6803,100,ASPH-G,MED,75,100,,,G
SVC,032-38-11.5700N,108-09-22.9900W,ALL/ALL/0600-1700,17/35,5473,75,DIRT-G,,,,,,
LVS,035-39-15.2000N,105-08-32.6000W,ALL/MON-FRI/0800-1700,02/20,5006,75,ASPH-G,MED,20,,,,G
LVS,035-39-15.2000N,105-08-32.6000W,ALL/MON-FRI/0800-1700,14/32,8199,75,ASPH-G,MED,20,,,,G
ROW,033-17-59.5300N,104-31-45.8300W,ALL/ALL/0600-2100,03/21,13001,150,CONC-E,MED,100,200,400,,G
ROW,033-17-59.5300N,104-31-45.8300W,ALL/ALL/0600-2100,17/35,9999,100,ASPH-G,MED,77,104,165,,G
SAF,035-37-01.6000N,106-05-21.9000W,ALL/ALL/0600-2200,15/33,6316,100,ASPH-E,MED,28,43,,,G
SAF,035-37-01.6000N,106-05-21.9000W,ALL/ALL/0600-2200,10/28,6301,75,ASPH-G,,12,,,,G
SAF,035-37-01.6000N,106-05-21.9000W,ALL/ALL/0600-2200,02/20,8366,150,ASPH-F,MED,116,164,269,,G
SKX,036-27-06.1000N,105-40-23.1000W,ALL/ALL/0800-1800,13/31,8600,100,CONC-G,MED,60,,,,G
SKX,036-27-06.1000N,105-40-23.1000W,ALL/ALL/0800-1800,04/22,5504,75,ASPH-G,MED,24,,,,G
BAM,040-35-56.6000N,116-52-27.6000W,OCT-MAY/ALL/0700-1700,H2,60,60,CONC-G,,,,,,
BAM,040-35-56.6000N,116-52-27.6000W,JUN-SEP/ALL/0700-1800,H2,60,60,CONC-G,,,,,,
BAM,040-35-56.6000N,116-52-27.6000W,OCT-MAY/ALL/0700-1700,H1,60,60,CONC-G,PERI,,,,,
BAM,040-35-56.6000N,116-52-27.6000W,JUN-SEP/ALL/0700-1800,H1,60,60,CONC-G,PERI,,,,,
BAM,040-35-56.6000N,116-52-27.6000W,OCT-MAY/ALL/0700-1700,13/31,7299,100,ASPH-F,MED,30,104,,,P
BAM,040-35-56.6000N,116-52-27.6000W,JUN-SEP/ALL/0700-1800,13/31,7299,100,ASPH-F,MED,30,104,,,P
BAM,040-35-56.6000N,116-52-27.6000W,OCT-MAY/ALL/0700-1700,04/22,7300,150,ASPH-G,MED,30,125,,,F
BAM,040-35-56.6000N,116-52-27.6000W,JUN-SEP/ALL/0700-1800,04/22,7300,150,ASPH-G,MED,30,125,,,F
BVU,035-56-50.3100N,114-51-39.9000W,ALL/ALL/0800-1700,09/27,5103,75,ASPH-G,MED,12,,,,G
BVU,035-56-50.3100N,114-51-39.9000W,ALL/ALL/0800-1700,15/33,3852,75,ASPH-G,MED,12,,,,G
CXP,039-11-32.3000N,119-43-57.2500W,ALL/ALL/0600-2000,09/27,6101,75,ASPH-E,MED,30,60,,,G
INS,036-35-10.8400N,115-40-38.5300W,ALL,13/31,5476,100,ASPH,,,,,,
INS,036-35-10.8400N,115-40-38.5300W,ALL,08/26,9002,150,ASPH,MED,,,,,
LOL,040-03-59.2800N,118-33-54.3100W,UNATNDD,08/26,4931,75,ASPH-G,,17,,,,G
LOL,040-03-59.2800N,118-33-54.3100W,UNATNDD,02/20,5529,75,ASPH-G,MED,30,,,,G
EKO,040-49-30.0000N,115-47-28.8000W,ALL/ALL/0500-1900,06/24,7454,150,ASPH-G,MED,78,105,170,,G
EKO,040-49-30.0000N,115-47-28.8000W,ALL/ALL/0500-1900,12/30,3015,60,ASPH-G,,12,,,,G
ELY,039-17-58.8800N,114-50-30.7600W,ALL/MON-SAT/0800-1700,18/36,6017,150,ASPH-E,HIGH,70,85,130,,G
ELY,039-17-58.8800N,114-50-30.7600W,ALL/MON-SAT/0800-1700,12/30,4825,60,ASPH-G,MED,15,,,,G
LAS,036-04-48.1600N,115-09-08.0400W,ALL/ALL/ALL,08R/26L,10526,150,CONC-E,HIGH,120,250,633,1120,G
LAS,036-04-48.1600N,115-09-08.0400W,ALL/ALL/ALL,01L/19R,8988,150,CONC-G,HIGH,120,250,550,1120,G
LAS,036-04-48.1600N,115-09-08.0400W,ALL/ALL/ALL,01R/19L,9771,150,CONC-G,MED,120,250,550,1120,G
LAS,036-04-48.1600N,115-09-08.0400W,ALL/ALL/ALL,08L/26R,14515,150,CONC-G,HIGH,100,250,504,1014,G
HND,035-58-22.2800N,115-08-03.7800W,ALL/ALL/0500-2200,17L/35R,5001,75,ASPH-E,MED,30,30,,,G
HND,035-58-22.2800N,115-08-03.7800W,ALL/ALL/0500-2200,17R/35L,6501,100,ASPH-E,MED,30,60,,,G
MEV,039-00-01.8000N,119-45-04.0000W,ALL/ALL/0800-1700,16/34,7399,100,ASPH-E,HIGH,50,75,,,G
MEV,039-00-01.8000N,119-45-04.0000W,ALL/ALL/0800-1700,12G/30G,2050,60,DIRT-G,,,,,,
MEV,039-00-01.8000N,119-45-04.0000W,ALL/ALL/0800-1700,12/30,5299,75,ASPH-G,,50,75,,,G
VGT,036-12-38.5300N,115-11-40.0000W,ALL/ALL/0600-2230,12R/30L,5000,75,ASPH-G,MED,30,,,,G
VGT,036-12-38.5300N,115-11-40.0000W,ALL/ALL/0600-2230,07/25,5005,75,ASPH-G,MED,30,,,,G
VGT,036-12-38.5300N,115-11-40.0000W,ALL/ALL/0600-2230,12L/30R,4199,75,ASPH-G,MED,30,,,,G
RTS,039-40-05.4400N,119-52-35.1800W,"ALL/MONDAY - FRIDAY/0700-1630",14/32,9000,150,ASPH-G,HIGH,,,,,G
RTS,039-40-05.4400N,119-52-35.1800W,"ALL/MONDAY - FRIDAY/0700-1630",08/26,7608,150,ASPH-E,HIGH,,,,,G
RNO,039-29-56.8000N,119-46-05.2000W,ALL/ALL/ALL,17R/35L,11001,150,CONC-G,HIGH,75,185,350,850,G
RNO,039-29-56.8000N,119-46-05.2000W,ALL/ALL/ALL,08/26,6102,150,CONC-G,MED,60,170,260,,G
RNO,039-29-56.8000N,119-46-05.2000W,ALL/ALL/ALL,17L/35R,9000,150,CONC-G,HIGH,75,209,407,850,G
POU,041-37-35.7100N,073-53-03.0800W,ALL/ALL/0700-2130,15/33,2743,100,ASPH-CONC-G,MED,35,45,80,,G
POU,041-37-35.7100N,073-53-03.0800W,ALL/ALL/0700-2130,07/25,1357,100,TURF-G,,,,,,
POU,041-37-35.7100N,073-53-03.0800W,ALL/ALL/0700-2130,06/24,5001,100,ASPH-E,HIGH,50,60,110,,G
ITH,042-29-28.9000N,076-27-31.4000W,ALL/ALL/0500-0000,15/33,2018,50,TURF-E,,,,,,
ITH,042-29-28.9000N,076-27-31.4000W,ALL/ALL/0500-0000,14/32,6977,150,ASPH-G,HIGH,100,192,574,1044,G
PEO,042-38-13.5000N,077-03-10.3000W,ALL/MON-FRI/0800-1700,10/28,3561,50,ASPH-G,LOW,12,,,,G
PEO,042-38-13.5000N,077-03-10.3000W,ALL/SUN/0900-1500,10/28,3561,50,ASPH-G,LOW,12,,,,G
PEO,042-38-13.5000N,077-03-10.3000W,ALL/SAT/0900-1500,10/28,3561,50,ASPH-G,LOW,12,,,,G
PEO,042-38-13.5000N,077-03-10.3000W,ALL/MON-FRI/0800-1700,01/19,5499,100,ASPH-G,MED,82,112,195,,G
PEO,042-38-13.5000N,077-03-10.3000W,ALL/SUN/0900-1500,01/19,5499,100,ASPH-G,MED,82,112,195,,G
PEO,042-38-13.5000N,077-03-10.3000W,ALL/SAT/0900-1500,01/19,5499,100,ASPH-G,MED,82,112,195,,G
LUK,039-06-12.0000N,084-25-07.0000W,ALL/ALL/ALL,07/25,5127,100,ASPH-F,MED,11,20,55,,F
LUK,039-06-12.0000N,084-25-07.0000W,ALL/ALL/ALL,03R/21L,6101,150,ASPH-E,HIGH,60,70,140,,G
LUK,039-06-12.0000N,084-25-07.0000W,ALL/ALL/ALL,03L/21R,3801,100,ASPH-F,MED,11,,,,F
DFI,041-20-15.0000N,084-25-43.7000W,ALL/SAT/0800-1700,12/30,4199,72,ASPH-F,MED,,,,,G
DFI,041-20-15.0000N,084-25-43.7000W,ALL/MON-FRI/0800-1800,12/30,4199,72,ASPH-F,MED,,,,,G
TOL,041-35-12.5400N,083-48-28.1800W,ALL/ALL/ALL,07/25,10600,150,ASPH-G,HIGH,100,174,300,550,G
TOL,041-35-12.5400N,083-48-28.1800W,ALL/ALL/ALL,16/34,5599,150,ASPH-G,MED,100,174,300,,G
UNI,039-12-42.8100N,082-13-45.3200W,ALL/ALL/ALL,07/25,5600,100,ASPH-G,MED,56,82,,,F
ADH,034-48-15.3400N,096-40-16.3200W,ALL/SUN/1200-1700,H1,40,40,CONC-E,PERI,,,,,G
ADH,034-48-15.3400N,096-40-16.3200W,ALL/MON-SAT/0800-1700,H1,40,40,CONC-E,PERI,,,,,G
ADH,034-48-15.3400N,096-40-16.3200W,ALL/SUN/1200-1700,18/36,6203,100,ASPH-G,MED,50,140,224,,G
ADH,034-48-15.3400N,096-40-16.3200W,ALL/MON-SAT/0800-1700,18/36,6203,100,ASPH-G,MED,50,140,224,,G
ADH,034-48-15.3400N,096-40-16.3200W,ALL/SUN/1200-1700,13/31,2717,50,ASPH-CONC-P,,50,171,280,,F
ADH,034-48-15.3400N,096-40-16.3200W,ALL/MON-SAT/0800-1700,13/31,2717,50,ASPH-CONC-P,,50,171,280,,F
ADM,034-18-13.9400N,097-01-14.1500W,ALL/SAT-SUN/0700-1700,17/35,5404,100,ASPH-G,MED,36,,,,G
ADM,034-18-13.9400N,097-01-14.1500W,ALL/MON-FRI/0700-2300,17/35,5404,100,ASPH-G,MED,36,,,,G
ADM,034-18-13.9400N,097-01-14.1500W,ALL/SAT-SUN/0700-1700,13/31,9002,150,CONC-G,HIGH,,,,,F
ADM,034-18-13.9400N,097-01-14.1500W,ALL/MON-FRI/0700-2300,13/31,9002,150,CONC-G,HIGH,,,,,F
BVO,036-45-48.1000N,096-00-40.3000W,ALL/FRI-SUN/0700-1800,17/35,6850,100,CONC-G,MED,50,100,170,,G
BVO,036-45-48.1000N,096-00-40.3000W,ALL/MON-THU/0700-1900,17/35,6850,100,CONC-G,MED,50,100,170,,G
RCE,035-29-17.1000N,097-49-24.8000W,ALL/MON-SAT/0730-1730,17L/35R,3502,75,CONC-G,MED,17,,,,G
RCE,035-29-17.1000N,097-49-24.8000W,ALL/MON-SAT/0730-1730,17R/35L,6014,100,CONC-G,HIGH,40,60,,,G
6K4,036-17-28.3000N,098-28-32.9000W,ALL/MON-SAT/DALGT,17/35,4400,75,ASPH-CONC-G,MED,30,,,,G
PNC,036-43-55.0400N,097-05-59.2200W,ALL/ALL/0700-1900,17/35,7201,100,CONC-G,HIGH,51,65,122,,G
TUL,036-11-54.2200N,095-53-17.1800W,ALL/ALL/ALL,18R/36L,6101,100,ASPH-G,HIGH,100,140,,,G
TUL,036-11-54.2200N,095-53-17.1800W,ALL/ALL/ALL,18L/36R,10000,150,CONC-E,HIGH,75,200,400,,G
TUL,036-11-54.2200N,095-53-17.1800W,ALL/ALL/ALL,08/26,7376,150,CONC-G,HIGH,75,200,350,,G
OKC,035-23-35.0700N,097-36-02.7400W,ALL/ALL/ALL,18/36,3078,75,ASPH-G,,116,164,269,,G
OKC,035-23-35.0700N,097-36-02.7400W,ALL/ALL/ALL,17R/35L,9801,150,CONC-G,HIGH,120,250,550,,G
OKC,035-23-35.0700N,097-36-02.7400W,ALL/ALL/ALL,17L/35R,9803,150,CONC-G,HIGH,120,250,550,,G
OKC,035-23-35.0700N,097-36-02.7400W,ALL/ALL/ALL,13/31,7800,150,ASPH-CONC-F,MED,120,250,489,,G
AST,046-09-28.7000N,123-52-43.0000W,ALL/ALL/0800-1700,14/32,4467,100,ASPH-E,MED,60,76,119,,G
AST,046-09-28.7000N,123-52-43.0000W,ALL/ALL/0800-1700,08/26,5794,100,ASPH,MED,60,76,119,,G
UAO,045-14-49.7000N,122-46-12.2000W,ALL/ALL/0700-2000,17/35,5003,100,ASPH-G,MED,30,45,,,G
BKE,044-50-14.4000N,117-48-32.9000W,MAY-SEPT/ALL/0800-1700,17/35,4359,75,ASPH-G,,30,,,,G
BKE,044-50-14.4000N,117-48-32.9000W,OCT-APR/ALL/0700-1600,17/35,4359,75,ASPH-G,,30,,,,G
BKE,044-50-14.4000N,117-48-32.9000W,MAY-SEPT/ALL/0800-1700,13/31,5085,100,ASPH-G,MED,50,65,,,G
BKE,044-50-14.4000N,117-48-32.9000W,OCT-APR/ALL/0700-1600,13/31,5085,100,ASPH-G,MED,50,65,,,G
BKE,044-50-14.4000N,117-48-32.9000W,MAY-SEPT/ALL/0800-1700,08/26,3670,140,ASPH-F,,30,,,,F
BKE,044-50-14.4000N,117-48-32.9000W,OCT-APR/ALL/0700-1600,08/26,3670,140,ASPH-F,,30,,,,F
BDN,044-05-40.4200N,121-12-00.8000W,ALL/MON-FRI/0730-1800,16/34,5201,75,ASPH-G,MED,30,,,,G
BDN,044-05-40.4200N,121-12-00.8000W,ALL/SAT-SUN/0800-1700,16/34,5201,75,ASPH-G,MED,30,,,,G
BNO,043-35-30.8600N,118-57-19.5700W,"ALL/MON -SAT/0800-1800",12/30,5101,75,CONC-G,MED,30,50,90,,G
BNO,043-35-30.8600N,118-57-19.5700W,"ALL/MON -SAT/0800-1800",03/21,4600,60,CONC-G,MED,30,,,,G
DLS,045-37-09.6800N,121-10-05.7900W,ALL/ALL/0800-1700,07/25,4647,100,ASPH-G,MED,30,30,,,F
DLS,045-37-09.6800N,121-10-05.7900W,ALL/ALL/0800-1700,13/31,5097,100,ASPH-G,MED,30,30,,,G
CVO,044-29-48.7500N,123-17-22.0500W,ALL/ALL/0800-DUSK,17/35,5900,150,ASPH-G,MED,35,73,100,,F
CVO,044-29-48.7500N,123-17-22.0500W,ALL/ALL/0800-DUSK,10/28,3100,75,ASPH-F,MED,51,65,100,,G
LMT,042-09-22.1200N,121-43-59.5400W,ALL/MON-FRI/0630-1700,14/32,10302,150,ASPH-CONC-G,HIGH,107,175,315,,G
LMT,042-09-22.1200N,121-43-59.5400W,ALL/SAT-SUN/UNATNDD,14/32,10302,150,ASPH-CONC-G,HIGH,107,175,315,,G
LMT,042-09-22.1200N,121-43-59.5400W,ALL/MON-FRI/0630-1700,07/25,5258,100,ASPH-G,MED,53,77,,,G
LMT,042-09-22.1200N,121-43-59.5400W,ALL/SAT-SUN/UNATNDD,07/25,5258,100,ASPH-G,MED,53,77,,,G
PDT,045-41-42.3400N,118-50-36.1300W,ALL/ALL/0600-2000,11/29,4809,100,ASPH-G,MED,70,120,122,,G
PDT,045-41-42.3400N,118-50-36.1300W,ALL/ALL/0600-2000,08/26,6301,150,ASPH-F,HIGH,115,132,210,,G
GCD,044-24-10.7400N,118-58-03.7900W,OCT-MAY/MON-SAT/0800-1600,09/27,4100,60,ASPH-G,MED,12,,,,G
GCD,044-24-10.7400N,118-58-03.7900W,JUN-SEP/ALL/0700-1900,09/27,4100,60,ASPH-G,MED,12,,,,G
GCD,044-24-10.7400N,118-58-03.7900W,OCT-MAY/MON-SAT/0800-1600,17/35,5224,60,ASPH-G,MED,12,,,,F
GCD,044-24-10.7400N,118-58-03.7900W,JUN-SEP/ALL/0700-1900,17/35,5224,60,ASPH-G,MED,12,,,,F
77S,043-55-50.7000N,123-00-24.0000W,ALL/MON-FRI/0900-1800,16/34,3102,60,ASPH-F,MED,12,,,,G
77S,043-55-50.7000N,123-00-24.0000W,ALL/SAT-SUN/1100-1600,16/34,3102,60,ASPH-F,MED,12,,,,G
4S2,045-40-22.0000N,121-32-01.9100W,MAY-OCT/ALL/0800-1800,07/25,3040,75,ASPH-E,MED,23,,,,G
4S2,045-40-22.0000N,121-32-01.9100W,NOV-APR/ALL/0800-1700,07/25,3040,75,ASPH-E,MED,23,,,,G
LGD,045-17-20.6800N,118-00-22.0500W,ALL/ALL/0800-1700,12/30,6261,100,ASPH-G,MED,65,90,130,,G
LGD,045-17-20.6800N,118-00-22.0500W,ALL/ALL/0800-1700,17/35,3400,75,ASPH-G,MED,45,60,100,,G
LKV,042-09-40.0000N,120-23-56.7000W,OCT-MAR/ALL/0700-1700,17/35,5318,100,ASPH-G,MED,74,86,,,G
LKV,042-09-40.0000N,120-23-56.7000W,APR-SEP/ALL/0900-1600,17/35,5318,100,ASPH-G,MED,74,86,,,G
S33,044-40-12.5900N,121-09-18.5400W,NOV-APR/ALL/0800-1700,16/34,5091,75,ASPH-G,MED,75,120,180,,G
S33,044-40-12.5900N,121-09-18.5400W,MAY-OCT/ALL/0800-1800,16/34,5091,75,ASPH-G,MED,75,120,180,,G
S33,044-40-12.5900N,121-09-18.5400W,NOV-APR/ALL/0800-1700,04/22,2701,50,ASPH-F,,16,,,,F
S33,044-40-12.5900N,121-09-18.5400W,MAY-OCT/ALL/0800-1800,04/22,2701,50,ASPH-F,,16,,,,F
EUG,044-07-28.5000N,123-12-43.1000W,ALL/ALL/ALL,16L/34R,6000,150,ASPH-G,HIGH,120,211,342,,G
EUG,044-07-28.5000N,123-12-43.1000W,ALL/ALL/ALL,16R/34L,8009,150,ASPH-G,HIGH,120,250,550,,G
MMV,045-11-40.4000N,123-08-09.8000W,ALL/ALL/1600-0100Z,04/22,5420,100,ASPH-E,HIGH,40,50,80,,G
MMV,045-11-40.4000N,123-08-09.8000W,ALL/ALL/1600-0100Z,17/35,4340,75,ASPH-E,,30,,,,P
SLE,044-54-34.3000N,123-00-09.0000W,ALL/ALL/0730-DUSK,H1,37,37,CONC-E,,,,,,G
SLE,044-54-34.3000N,123-00-09.0000W,ALL/ALL/0730-DUSK,13/31,5811,150,ASPH-G,HIGH,105,147,,,G
SLE,044-54-34.3000N,123-00-09.0000W,ALL/ALL/0730-DUSK,16/34,5146,100,ASPH-G,MED,39,52,,,G
ONP,044-34-49.3000N,124-03-28.5000W,ALL/ALL/0800-1700,16/34,5398,100,ASPH-G,HIGH,75,120,170,,G
ONP,044-34-49.3000N,124-03-28.5000W,ALL/ALL/0800-1700,02/20,3001,75,ASPH-G,MED,33,50,84,,G
ONO,044-01-09.7000N,117-00-46.9000W,ALL/ALL/0800-1700,15/33,5006,100,ASPH-F,MED,30,60,,,G
22S,042-43-04.7000N,120-33-46.0000W,UNATNDD,13/31,4300,60,ASPH-G,LOW,,,,,G
HIO,045-32-31.6400N,122-57-02.6000W,ALL/ALL/0600-2200,13L/31R,3600,60,ASPH-E,MED,28,,,,G
HIO,045-32-31.6400N,122-57-02.6000W,ALL/ALL/0600-2200,02/20,3820,75,ASPH-G,MED,54,74,139,,F
HIO,045-32-31.6400N,122-57-02.6000W,ALL/ALL/0600-2200,13R/31L,6600,150,ASPH-G,HIGH,50,70,110,,G
PDX,045-35-19.3500N,122-35-48.7300W,ALL/ALL/ALL,10L/28R,9825,150,ASPH-E,HIGH,200,200,400,,G
PDX,045-35-19.3500N,122-35-48.7300W,ALL/ALL/ALL,03/21,6000,150,ASPH-E,MED,120,250,380,,G
PDX,045-35-19.3500N,122-35-48.7300W,ALL/ALL/ALL,10R/28L,11000,150,CONC-G,HIGH,200,200,360,,G
S39,044-17-16.2800N,120-54-19.7900W,ALL/SAT-SUN/0900-1400,11/29,5405,75,ASPH-G,MED,30,,,,G
S39,044-17-16.2800N,120-54-19.7900W,ALL/MON-FRI/0800-16:30,11/29,5405,75,ASPH-G,MED,30,,,,G
S39,044-17-16.2800N,120-54-19.7900W,ALL/SAT-SUN/0900-1400,15/33,4053,40,ASPH-P,LOW,5,,,,G
S39,044-17-16.2800N,120-54-19.7900W,ALL/MON-FRI/0800-16:30,15/33,4053,40,ASPH-P,LOW,5,,,,G
RDM,044-15-14.6500N,121-08-59.9000W,ALL/ALL/0400-2000,11/29,7006,100,ASPH-G,MED,109,178,,,G
RDM,044-15-14.6500N,121-08-59.9000W,ALL/ALL/0400-2000,05/23,7038,150,ASPH-G,HIGH,120,216,399,,G
RDM,044-15-14.6500N,121-08-59.9000W,ALL/ALL/0400-2000,H1,48,48,CONC,,,,,,
MFR,042-22-29.8700N,122-52-23.8400W,ALL/ALL/0500-2400,14/32,8800,150,ASPH-G,HIGH,75,200,400,,G
REO,042-34-39.5800N,117-53-07.5500W,UNATNDD,03/21,6000,150,GRAVEL-F,,,,,,
RBG,043-14-21.6100N,123-21-21.0700W,ALL/ALL/0800-1700,16/34,5003,100,ASPH-G,MED,42,54,88,,F
SPB,045-46-15.7000N,122-51-42.6000W,ALL/ALL/0800-DUSK,15/33,5100,100,ASPH-F,MED,30,50,90,,F
OTH,043-25-01.0000N,124-14-49.3000W,ALL/ALL/0500-2100,13/31,4470,150,ASPH-G,MED,120,190,305,735,G
OTH,043-25-01.0000N,124-14-49.3000W,ALL/ALL/0500-2100,05/23,5980,150,ASPH-G,HIGH,120,215,340,800,F
S21,043-52-34.7300N,121-27-10.9900W,"15 OCT - 14 MAY/ALL/0800-1800",18/36,5460,75,ASPH-F,MED,30,,,,G
S21,043-52-34.7300N,121-27-10.9900W,"MAY 15 - 14 OCT/ALL/0700-1900",18/36,5460,75,ASPH-F,MED,30,,,,G
TMK,045-25-05.7000N,123-48-51.8000W,ALL/ALL/0900-1700,13/31,5001,75,ASPH-G,MED,60,75,125,,G
TMK,045-25-05.7000N,123-48-51.8000W,ALL/ALL/0900-1700,01/19,2911,75,ASPH-G,MED,40,46,67,,G
AGC,040-21-15.9800N,079-55-44.5700W,ALL/ALL/ALL,H1,47,45,CONC-G,,,,,,G
AGC,040-21-15.9800N,079-55-44.5700W,ALL/ALL/ALL,10/28,6501,150,CONC-G,HIGH,90,120,210,,G
AGC,040-21-15.9800N,079-55-44.5700W,ALL/ALL/ALL,13/31,3825,100,CONC-G,HIGH,20,22,,,G
CXY,040-13-01.7000N,076-51-04.9000W,ALL/ALL/0600-2300,12/30,3778,100,ASPH-G,MED,40,65,115,,G
CXY,040-13-01.7000N,076-51-04.9000W,ALL/ALL/0600-2300,08/26,5000,150,ASPH-G,HIGH,65,105,185,,G
PNE,040-04-54.9800N,075-00-38.0800W,ALL/MON-FRI/0500-0030,06/24,7000,100,ASPH-G,HIGH,120,250,550,,G
PNE,040-04-54.9800N,075-00-38.0800W,ALL/SAT-SUN/0600-2230,06/24,7000,100,ASPH-G,HIGH,120,250,550,,G
PNE,040-04-54.9800N,075-00-38.0800W,ALL/MON-FRI/0500-0030,15/33,5000,150,ASPH-G,MED,40,55,,,G
