Dep_Airport_ID,Schedules,Facility_Type,Wind_Indicator
LUK,ALL/ALL/ALL,AIRPORT,Y-L
DFI,ALL/MON-FRI/0800-1800,AIRPORT,Y-L
DFI,ALL/SAT/0800-1700,AIRPORT,Y-L
TOL,ALL/ALL/ALL,AIRPORT,Y-L
ADH,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
ADH,ALL/SUN/1200-1700,AIRPORT,Y-L
ADM,ALL/MON-FRI/0700-2300,AIRPORT,Y
ADM,ALL/SAT-SUN/0700-1700,AIRPORT,Y
BVO,ALL/MON-THU/0700-1900,AIRPORT,Y-L
BVO,ALL/FRI-SUN/0700-1800,AIRPORT,Y-L
6K4,ALL/MON-SAT/DALGT,AIRPORT,Y-L
OKC,ALL/ALL/ALL,AIRPORT,Y-L
RCE,ALL/MON-SAT/0730-1730,AIRPORT,Y-L
PNC,ALL/ALL/0700-1900,AIRPORT,Y-L
TUL,ALL/ALL/ALL,AIRPORT,Y-L
AST,ALL/ALL/0800-1700,AIRPORT,Y-L
UAO,ALL/ALL/0700-2000,AIRPORT,Y-L
BKE,OCT-APR/ALL/0700-1600,AIRPORT,Y-L
BKE,MAY-SEPT/ALL/0800-1700,AIRPORT,Y-L
BDN,ALL/SAT-SUN/0800-1700,AIRPORT,Y-L
BDN,ALL/MON-FRI/0730-1800,AIRPORT,Y-L
BNO,"ALL/MON -SAT/0800-1800",AIRPORT,Y-L
CVO,ALL/ALL/0800-DUSK,AIRPORT,Y-L
77S,ALL/SAT-SUN/1100-1600,AIRPORT,Y-L
77S,ALL/MON-FRI/0900-1800,AIRPORT,Y-L
EUG,ALL/ALL/ALL,AIRPORT,Y-L
4S2,NOV-APR/ALL/0800-1700,AIRPORT,Y
4S2,MAY-OCT/ALL/0800-1800,AIRPORT,Y
GCD,JUN-SEP/ALL/0700-1900,AIRPORT,Y-L
GCD,OCT-MAY/MON-SAT/0800-1600,AIRPORT,Y-L
LMT,ALL/SAT-SUN/UNATNDD,AIRPORT,Y-L
LMT,ALL/MON-FRI/0630-1700,AIRPORT,Y-L
LGD,ALL/ALL/0800-1700,AIRPORT,Y-L
LKV,APR-SEP/ALL/0900-1600,AIRPORT,Y-L
LKV,OCT-MAR/ALL/0700-1700,AIRPORT,Y-L
MMV,ALL/ALL/1600-0100Z,AIRPORT,Y-L
S33,MAY-OCT/ALL/0800-1800,AIRPORT,Y-L
S33,NOV-APR/ALL/0800-1700,AIRPORT,Y-L
MFR,ALL/ALL/0500-2400,AIRPORT,Y-L
ONP,ALL/ALL/0800-1700,AIRPORT,Y-L
OTH,ALL/ALL/0500-2100,AIRPORT,Y-L
ONO,ALL/ALL/0800-1700,AIRPORT,Y-L
22S,UNATNDD,AIRPORT,Y
PDT,ALL/ALL/0600-2000,AIRPORT,Y-L
HIO,ALL/ALL/0600-2200,AIRPORT,Y-L
PDX,ALL/ALL/ALL,AIRPORT,Y-L
S39,ALL/MON-FRI/0800-16:30,AIRPORT,Y-L
S39,ALL/SAT-SUN/0900-1400,AIRPORT,Y-L
RDM,ALL/ALL/0400-2000,AIRPORT,Y
REO,UNATNDD,AIRPORT,Y
RBG,ALL/ALL/0800-1700,AIRPORT,Y
SLE,ALL/ALL/0730-DUSK,AIRPORT,Y-L
SPB,ALL/ALL/0800-DUSK,AIRPORT,Y-L
S21,"MAY 15 - 14 OCT/ALL/0700-1900",AIRPORT,Y-L
S21,"15 OCT - 14 MAY/ALL/0800-1800",AIRPORT,Y-L
DLS,ALL/ALL/0800-1700,AIRPORT,Y-L
TMK,ALL/ALL/0900-1700,AIRPORT,Y-L
CXY,ALL/ALL/0600-2300,AIRPORT,Y-L
PHL,ALL/ALL/ALL,AIRPORT,Y-L
PNE,ALL/SAT-SUN/0600-2230,AIRPORT,Y-L
PNE,ALL/MON-FRI/0500-0030,AIRPORT,Y-L
AGC,ALL/ALL/ALL,AIRPORT,Y-L
UNV,ALL/ALL/ALL,AIRPORT,Y-L
AIK,ALL/ALL/0600-1800,AIRPORT,Y
JZI,ALL/ALL/0600-2200,AIRPORT,Y-L
CHS,ALL/ALL/ALL,AIRPORT,Y
CUB,ALL/ALL/0600-2200,AIRPORT,Y-L
GMU,ALL/MON-FRI/0600-2100,AIRPORT,Y-L
GMU,ALL/SAT-SUN/0700-2000,AIRPORT,Y-L
GYH,ALL/ALL/0600-1900,AIRPORT,Y-L
HXD,ALL/ALL/0600-2200,AIRPORT,Y-L
ABR,ALL/MON-FRI/0330-2400L,AIRPORT,Y-L
HON,ALL/ALL/0700-SS,AIRPORT,Y-L
PIR,ALL/MON-FRI/0500-2400,AIRPORT,Y-L
PIR,ALL/SAT-SUN/0500-2200,AIRPORT,Y-L
RAP,ALL/ALL/ALL,AIRPORT,Y-L
FSD,ALL/ALL/ALL,AIRPORT,Y-L
SPF,ALL/ALL/0730-DUSK,AIRPORT,Y-L
YKN,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
TRI,ALL/ALL/ALL,AIRPORT,Y-L
CHA,ALL/ALL/ALL,AIRPORT,Y-L
RZR,ALL/ALL/0700-1800,AIRPORT,Y-L
M29,UNATNDD,AIRPORT,Y
M02,ALL/ALL/0800-1800,AIRPORT,Y-L
HZD,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
HZD,ALL/SUN/1300-1700,AIRPORT,Y-L
MKL,ALL/MON-FRI/0600-2030,AIRPORT,Y-L
MKL,ALL/SAT-SUN/0700-1930,AIRPORT,Y-L
DKX,ALL/ALL/0700-2200,AIRPORT,Y-L
TYS,ALL/ALL/ALL,AIRPORT,Y-L
M54,"OCT - FEB/ALL/0700-1700",AIRPORT,Y-L
M54,"MAR - SEP/ALL/0700-1900",AIRPORT,Y-L
MNV,ALL/ALL/0900-1700,AIRPORT,Y-L
NQA,ALL/MON-FRI/0730-0200,AIRPORT,Y-L
NQA,ALL/SAT-SUN/0700-1900,AIRPORT,Y-L
BNA,ALL/ALL/ALL,AIRPORT,Y-L
JWN,ALL/ALL/ALL,AIRPORT,Y-L
PHT,ALL/MON-SAT/0800-1630,AIRPORT,Y-L
ABI,ALL/ALL/ALL,AIRPORT,Y-L
AMA,ALL/ALL/ALL,AIRPORT,Y-L
AUS,ALL/ALL/ALL,AIRPORT,Y-L
BMT,ALL/ALL/0700-1900,AIRPORT,Y-L
BEA,UNATNDD,AIRPORT,Y-L
BPG,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
XBP,ALL/MON-FRI/0700-1600,AIRPORT,Y-L
CDS,ALL/ALL/0900-1700,AIRPORT,Y-L
CLL,ALL/ALL/0600-2200,AIRPORT,Y-L
CRP,ALL/ALL/ALL,AIRPORT,Y-L
ADS,ALL/ALL/0600-2200,AIRPORT,Y-L
DAL,ALL/ALL/ALL,AIRPORT,Y-L
LUD,ALL/ALL/0800-1700,AIRPORT,Y-L
DTO,ALL/ALL/0600-2200,AIRPORT,Y-L
ELP,ALL/ALL/ALL,AIRPORT,Y-L
BKS,NOV-FEB/ALL/0900-1700,AIRPORT,Y-L
BKS,MAR-OCT/MON-FRI/0900-1600,AIRPORT,Y-L
FTW,ALL/ALL/ALL,AIRPORT,Y-L
AFW,ALL/ALL/ALL,AIRPORT,Y-L
T82,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
GTU,ALL/ALL/0700-1900,AIRPORT,Y-L
GVT,ALL/SUN-THU/0730-1700,AIRPORT,Y-L
GVT,ALL/FRI-SAT/0730-1800,AIRPORT,Y-L
DZB,ALL/ALL/0700-1900,AIRPORT,Y
EFD,ALL/ALL/ALL,AIRPORT,Y-L
IAH,ALL/ALL/ALL,AIRPORT,Y-L
TME,ALL/ALL/ALL,AIRPORT,Y-L
HOU,ALL/ALL/ALL,AIRPORT,Y
CXO,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
CXO,ALL/SAT-SUN/0800-1600,AIRPORT,Y-L
AQO,ALL/TUE-THU/0800-1700,AIRPORT,Y-L
AQO,ALL/FRI-MON/0700-1700,AIRPORT,Y-L
GGG,ALL/ALL/0600-2100,AIRPORT,Y-L
LBB,ALL/ALL/ALL,AIRPORT,Y-L
T31,UNATNDD,AIRPORT,Y
MRF,ALL/ALL/0800-1600,AIRPORT,Y-L
MAF,ALL/ALL/ALL,AIRPORT,Y-L
MWL,ALL/ALL/0600-2000,AIRPORT,Y-L
ODO,ALL/ALL/0600-2000,AIRPORT,Y-L
SJT,ALL/ALL/0600-2200,AIRPORT,Y-L
SSF,ALL/ALL/0700-2200,AIRPORT,Y-L
SAT,ALL/ALL/ALL,AIRPORT,Y-L
GNC,ALL/MON-FRI/0800-1800,AIRPORT,Y-L
GNC,ALL/SAT/0800-1200,AIRPORT,Y-L
SWI,ALL/ALL/0800-1700,AIRPORT,Y-L
TRL,ALL/ALL/0800-2000,AIRPORT,Y-L
UVA,ALL/ALL/0700-1900,AIRPORT,Y-L
F05,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
VCT,ALL/MON-FRI/0600-2000,AIRPORT,Y-L
VCT,ALL/SAT/0600-2000,AIRPORT,Y-L
VCT,ALL/SUN/0600-1800,AIRPORT,Y-L
ACT,ALL/ALL/0430-2400,AIRPORT,
SPS,ALL/ALL/ALL,AIRPORT,Y-L
BTF,"APR - SEP/MON-FRI/0800-1800",AIRPORT,Y
BTF,"ALL/SUN/0800 - 1300",AIRPORT,Y
BTF,"OCT - MAR/SAT/0800-1700",AIRPORT,Y
BTF,"OCT - MAR/MON-FRI/0800-1700",AIRPORT,Y
BTF,"APR - SEP/SAT/0800-1800",AIRPORT,Y
CDC,ALL/ALL/DALGT,AIRPORT,Y-L
DPG,ALL/MON-THU/1400-2400Z++,AIRPORT,
CNY,MAR-OCT/ALL/0700-1900,AIRPORT,Y-L
CNY,NOV-FEB/ALL/0800-1700,AIRPORT,Y-L
HIF,ALL/MON-SAT/1500-0700Z++,AIRPORT,Y
HIF,ALL/SAT-SUN/1600-0000Z++,AIRPORT,Y
OGD,ALL/ALL/ALL,AIRPORT,Y-L
PUC,NOV-MAR/MON-SAT/0800-1700,AIRPORT,Y
PUC,APRIL-OCT/MON-SUN/0800-1800,AIRPORT,Y
PVU,NOV-MAY/ALL/0600-2100,AIRPORT,
PVU,JUN-OCT/ALL/0600-2200,AIRPORT,
RIF,ALL/ALL/0800-1700,AIRPORT,Y-L
SGU,ALL/ALL/0600-2400,AIRPORT,Y-L
U42,ALL/ALL/0700-2100,AIRPORT,Y-L
SLC,ALL/ALL/ALL,AIRPORT,Y-L
VEL,ALL/ALL/DAWN-DUSK,AIRPORT,Y-L
ENV,ALL/ALL/0800-1800,AIRPORT,Y
RMN,ALL/ALL/0800-1800,AIRPORT,Y-L
HSP,ALL/ALL/0900-1700,AIRPORT,Y-L
JYO,ALL/ALL/0500-2000,AIRPORT,Y
JFZ,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
RIC,ALL/ALL/ALL,AIRPORT,Y-L
ROA,ALL/ALL/ALL,AIRPORT,Y-L
74S,UNATNDD,AIRPORT,Y
AWO,ALL/M-F/0800-1700,AIRPORT,Y-L
BLI,ALL/ALL/ALL,AIRPORT,Y-L
S97,UNATNDD,AIRPORT,Y-L
BVS,ALL/ALL/0700-1900,AIRPORT,Y-L
DEW,APR-OCT/ALL/0800-1700,AIRPORT,Y-L
DEW,NOV-MAR/ALL/1000-1600,AIRPORT,Y-L
PAE,MAY-OCT/ALL/0700-2100,AIRPORT,Y-L
PAE,NOV-APR/ALL/0700-2100,AIRPORT,Y-L
FHR,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
MWH,ALL/ALL/ALL,AIRPORT,Y-L
OLM,ALL/ALL/0800-1800,AIRPORT,Y-L
PSC,ALL/ALL/0800-2000,AIRPORT,Y-L
CLM,ALL/ALL/0900-1930,AIRPORT,Y-L
PUW,ALL/ALL/0800-1800,AIRPORT,Y-L
RNT,ALL/ALL/0700-DUSK,AIRPORT,Y-L
BFI,ALL/ALL/ALL,AIRPORT,Y-L
GEG,ALL/ALL/ALL,AIRPORT,Y-L
SFF,ALL/ALL/0600-2000,AIRPORT,Y-L
TCM,ALL/ALL/ALL,AIRPORT,
TIW,ALL/ALL/0700-1600,AIRPORT,Y-L
VUO,APR-OCT/ALL/0800-1800,AIRPORT,Y-L
VUO,NOV-MAR/ALL/0800-1700,AIRPORT,Y-L
ALW,ALL/ALL/0800-1800,AIRPORT,Y-L
EAT,ALL/ALL/0800-1800,AIRPORT,Y-L
S52,UNATNDD,AIRPORT,Y
YKM,"ALL/ALL/0600 - 2000",AIRPORT,Y-L
MRB,OCT-APR/ALL/0700-1900,AIRPORT,Y-L
MRB,MAY-SEPT/ALL/0700-1900,AIRPORT,Y-L
I18,ALL/ALL/0800-1600,AIRPORT,Y-L
ATW,ALL/ALL/ALL,AIRPORT,Y-L
GRB,ALL/ALL/0500-2200,AIRPORT,Y-L
ENW,ALL/ALL/0700-2100,AIRPORT,Y
LSE,ALL/ALL/0600-2100,AIRPORT,Y-L
MWC,ALL/MON-FRI/0600-2100,AIRPORT,Y
MWC,ALL/SAT-SUN/0700-2100,AIRPORT,Y
C35,ALL/ALL/0800-1600,AIRPORT,Y-L
SUE,ALL/SUN/1000-1700,AIRPORT,Y-L
SUE,ALL/MON-SAT/0700-1700,AIRPORT,Y-L
Y51,UNATNDD,AIRPORT,Y-L
46U,UNATNDD,AIRPORT,Y
CPR,ALL/ALL/ALL,AIRPORT,Y-L
CYS,ALL/ALL/0600-2200,AIRPORT,Y-L
COD,ALL/ALL/0500-2300,AIRPORT,Y-L
EVW,ALL/ALL/0700-1900,AIRPORT,Y-L
GCC,ALL/ALL/0500-2400,AIRPORT,Y-L
GEY,UNATNDD,AIRPORT,Y-L
JAC,ALL/ALL/0700-2130,AIRPORT,Y-L
LND,ALL/ALL/0600-1600,AIRPORT,Y-L
LAR,ALL/ALL/0500-2100,AIRPORT,Y-L
RKS,ALL/ALL/0400-2200,AIRPORT,Y-L
SAA,DEC-MAR/ALL/0800-1600,AIRPORT,Y-L
SAA,APR-NOV/ALL/0800-1700,AIRPORT,Y-L
SHR,ALL/ALL/DALGT,AIRPORT,Y-L
ADK,ALL/SAT-WED/0800-1600,AIRPORT,Y
7AK,ALL/ALL/0700-1900,AIRPORT,Y-L
6A8,UNATNDD,AIRPORT,Y-L
ANC,ALL/ALL/ALL,AIRPORT,Y-L
MRI,ALL/MON-FRI/0730-1700,AIRPORT,Y-L
EDF,ALL/ALL/ALL,AIRPORT,Y
BRW,ALL/ALL/0600-2030,AIRPORT,Y-L
BET,MAR-OCT/MON-FRI/0630-2200,AIRPORT,Y-L
BET,NOV-APR/SAT-SUN/0700-2100,AIRPORT,Y-L
BET,NOV-APR/MON-FRI/0500-2100,AIRPORT,Y-L
BET,MAR-OCT/SAT-SUN/0700-2200,AIRPORT,Y-L
BGQ,UNATNDD,AIRPORT,Y-L
9A3,UNATNDD,AIRPORT,Y-L
CDB,"ALL/MON - SAT/0700 - 1800",AIRPORT,Y
CDV,ALL/MON-FRI/0600-1630,AIRPORT,Y-L
CDV,ALL/SAT-SUN/0600-1630,AIRPORT,Y-L
BIG,ALL/MON-FRI/1715-0100Z++,AIRPORT,Y
DLG,ALL/ALL/0700-1730,AIRPORT,Y
FBK,ALL/MON-FRI/1700-0800++,AIRPORT,Y
FAI,ALL/ALL/ALL,AIRPORT,Y-L
FYU,UNATNDD,AIRPORT,Y-L
GAL,OCT-APR/MON-FRI/0600-1700,AIRPORT,Y
GKN,JUN-SEP/MON-FRI/0900-1700,AIRPORT,Y-L
GKN,OCT-MAY/MON-FRI/1000-1500,AIRPORT,Y-L
GST,"15 MAY-1 SEP/TUE-THU/0600-1800",AIRPORT,Y
GST,"1 SEP-15 MAY/ALL/0600-1430",AIRPORT,Y
GST,"15 MAY-1SEP/FRI-MON/0930-1800",AIRPORT,Y
HNS,UNATNDD,AIRPORT,Y-L
HOM,NOV-MAR/ALL/0400-2100,AIRPORT,Y-L
HOM,APR-OCT/ALL/0600-2100,AIRPORT,Y-L
HPB,UNATNDD,AIRPORT,Y-L
HLA,UNATNDD,AIRPORT,Y-L
JNU,ALL/ALL/ALL,AIRPORT,Y-L
ENA,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
KTN,ALL/ALL/0600-2130,AIRPORT,Y-L
KVC,UNATNDD,AIRPORT,Y-L
ADQ,"SAME AS ARPT MAINT HRS",AIRPORT,Y-L
MCG,MAY-SEPT/MON-WED/0700-1730,AIRPORT,Y-L
MCG,"OCT-APR/MON-FRI/0800 - 1630",AIRPORT,Y-L
MCG,MAY-SEPT/THURS/0700-1500,AIRPORT,Y-L
MLY,UNATNDD,AIRPORT,Y-L
ENN,UNATTND,AIRPORT,Y-L
OME,ALL/ALL/0700-2100,AIRPORT,Y
NUL,UNATNDD,AIRPORT,Y-L
PAQ,ALL/M-F/0800-1700,AIRPORT,Y
PSG,OCT-MAR/ALL/0500-1600,AIRPORT,Y-L
PSG,APR-SEP/MON-FRI/0600-1630,AIRPORT,Y-L
PSG,APR-SEP/SAT-SUN/0830-1630,AIRPORT,Y-L
PBV,UNATNDD,AIRPORT,Y-L
SNP,UNATNDD,AIRPORT,Y
SDP,"JAN - DEC/MON - SAT/0800-1600",AIRPORT,Y-L
SIT,ALL/ALL/,AIRPORT,Y-L
SXQ,ALL/ALL/0700-1600,AIRPORT,Y-L
TAL,UNATNDD,AIRPORT,Y-L
6K8,ALL/MON-FRI/0800-1800,AIRPORT,Y-L
DUT,ALL/ALL/0800-1630,AIRPORT,Y-L
VDZ,"JAN-DEC/SAT & SUN/0800-1830",AIRPORT,Y-L
VDZ,"JAN-DEC/MON - FRI/0600-1830",AIRPORT,Y-L
WRG,ALL/ALL/0600-1700,AIRPORT,Y-L
YAK,ALL/ALL/1430Z-0130Z,AIRPORT,Y-L
ITO,ALL/ALL/0700-2030,AIRPORT,Y-L
HNL,ALL/ALL/ALL,AIRPORT,Y-L
OGG,ALL/ALL/ALL,AIRPORT,Y
CZBB,ALL/ALL/0700-2100,AIRPORT,Y-L
MYAF,"ALL/ALL/1400-2230Z++ UTC-5(-4DT)",AIRPORT,
MYAM,"ALL/MON-FRI/1200Z++-DUSK UTC-5(-4DT)",AIRPORT,
