,Loc Id,Facility Type,Wind Indicator,ARP Latitude DD,ARP Longitude DD,Runway Id,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,ICAO Id,Runway Id_y
1602,7M9,AIRPORT,Y-L,36.3559080555556,-91.8309547222222,02/20,ASPH-G,MED,,,,,G,,1
1603,SUZ,AIRPORT,Y-L,34.5903888888889,-92.4794444444444,02/20,ASPH-G,MED,54.0,65.0,111.0,,G,KSUZ,1
1604,04AR,HELIPORT,Y,34.5742444444444,-92.5860305555556,H1,CONC,PERI,,,,,,,1
1605,8M2,AIRPORT,Y,35.5902722222222,-90.9136722222222,01/19,ASPH-TURF-G,,,,,,,,1
1606,57AR,AIRPORT,,33.6605555555556,-94.2416666666667,03/21,TURF,,,,,,,,1
1607,4A5,AIRPORT,Y-L,35.8986944444444,-92.6563333333333,05/23,ASPH-G,MED,12.0,,,,G,,1
1608,SRC,AIRPORT,Y-L,35.2106097222222,-91.7375394444445,01/19,ASPH-G,MED,24.0,,,,G,KSRC,1
1609,CVK,AIRPORT,Y-L,36.2648888888889,-91.5626666666667,04/22,ASPH-G,MED,12.0,,,,G,KCVK,1
1610,9M8,AIRPORT,Y-L,34.3275277777778,-92.3513333333333,01/19,ASPH-F,MED,12.0,,,,F,,1
1611,7AR8,AIRPORT,,34.6650847222222,-91.17665,18/36,TURF,,,,,,,,1
1612,4AR1,AIRPORT,Y,35.0412666666667,-92.1010166666667,09/27,ASPH,,,,,,,,1
1613,49AR,AIRPORT,Y,34.2144444444444,-91.4577777777778,01/19,TURF,,,,,,,,1
1614,AR69,HELIPORT,,36.1893777777778,-94.5067555555556,H1,ASPH,,,,,,,,1
1615,55AR,AIRPORT,Y,36.4297222222222,-93.6955555555556,16/34,TURF-G,,,,,,,,1
1616,21AR,AIRPORT,,34.7175916666667,-91.5390194444444,09/27,ASPH,,,,,,,,1
1617,33AR,AIRPORT,,35.6022222222222,-92.1425,09/27,TURF,,,,,,,,1
1618,AR67,HELIPORT,Y,35.7003555555556,-89.9756433333333,H1,CONC-TURF,,,,,,,,1
1619,0AR0,HELIPORT,Y,36.1814663888889,-94.1371475,H1,ASPH,PERI,,,,,,,1
1620,AR51,HELIPORT,,36.2239613888889,-93.5782444444444,H1,CONC,,,,,,,,1
1621,SLG,AIRPORT,Y-L,36.1918611111111,-94.49,18/36,ASPH-G,MED,24.0,,,,F,KSLG,1
1622,99A,AIRPORT,Y,34.4062222222222,-91.95875,17/35,TURF-G,,,,,,,,1
1623,ELD,AIRPORT,Y-L,33.2212378055556,-92.8117488888889,13/31,ASPH-G,MED,25.0,,,,G,KELD,2
1624,ELD,AIRPORT,Y-L,33.2212378055556,-92.8117488888889,04/22,ASPH-F,HIGH,75.0,200.0,,,F,KELD,2
1625,60AR,AIRPORT,,36.4032930555556,-92.0393291666667,18/36,TURF-F,,,,,,,,1
1626,5AR6,HELIPORT,Y,34.6571527777778,-92.4043388888889,H1,CONC,PERI,,,,,,,1
1627,AR87,HELIPORT,Y,35.4346305555556,-94.3399444444444,H1,CONC,PERI,,,,,,,1
1628,AR40,HELIPORT,Y,35.3731583333333,-94.4193333333333,H2,CONC,,,,,,,,2
1629,AR40,HELIPORT,Y,35.3731583333333,-94.4193333333333,H1,CONC,,,,,,,,2
1630,ASG,AIRPORT,Y-L,36.1763888888889,-94.11925,18/36,ASPH-E,HIGH,35.0,50.0,90.0,,G,KASG,1
1631,AR65,HELIPORT,,35.1673472222222,-92.7221805555556,H1,CONC,,,,,,,,1
1632,55M,AIRPORT,Y,33.9264166666667,-91.8611111111111,18/36,ASPH-F,,4.0,,,,P,,1
1633,4AR0,HELIPORT,Y-L,35.2841416666667,-93.1500833333333,H1,CONC,PERI,,,,,,,1
1634,AR37,HELIPORT,Y,33.4273194444444,-94.0423277777778,H1,CONC,,,,,,,,1
1635,63AR,AIRPORT,Y,35.246525,-90.4614416666667,08/26,ASPH-F,,,,,,,,2
1636,63AR,AIRPORT,Y,35.246525,-90.4614416666667,17/35,TURF-G,,,,,,,,2
1637,2AR3,HELIPORT,,35.856185,-92.0829288888889,H1,CONC,PERI,,,,,,,1
1638,32AR,HELIPORT,Y-L,34.5177777777778,-91.5597222222222,H1,CONC,PERI,,,,,,,1
1639,SGT,AIRPORT,Y,34.5994785277778,-91.5750002777778,09/27,CONC-G,MED,25.0,65.0,120.0,,F,KSGT,2
1640,SGT,AIRPORT,Y,34.5994785277778,-91.5750002777778,18/36,ASPH-G,MED,75.0,150.0,200.0,300.0,G,KSGT,2
1641,AR45,HELIPORT,Y-L,34.7506475,-92.3407077777778,H1,CONC,PERI,,,,,,,1
1642,1AR8,HELIPORT,N,34.8135527777778,-92.2073722222222,H1,CONC,,,,,,,,1
1643,58AR,AIRPORT,,36.4056805555556,-94.1735416666667,10/28,TURF,,,,,,,,1
1644,35AR,AIRPORT,,35.3118055555556,-91.8756361111111,09/27,TURF,,,,,,,,1
1645,9AR4,AIRPORT,,34.5230916666667,-92.1676555555556,09/27,TURF,,,,,,,,1
1646,15AR,AIRPORT,,34.8258611111111,-90.5433333333333,14/32,ASPH-TURF,LOW,,,,,,,1
1647,1AR2,AIRPORT,,34.9867833333333,-91.5503,09/27,TURF,,,,,,,,1
1648,3AR7,AIRPORT,,36.2647388888889,-94.1654166666667,N/S,TURF,,,,,,,,1
1649,TXK,AIRPORT,Y-L,33.4537222222222,-93.9910277777778,04/22,ASPH-G,HIGH,50.0,86.0,120.0,,G,KTXK,2
1650,TXK,AIRPORT,Y-L,33.4537222222222,-93.9910277777778,13/31,ASPH-G,MED,25.0,,,,G,KTXK,2
1651,75AR,AIRPORT,Y,36.2961780555556,-92.2159886111111,N/S,TURF,,,,,,,,2
1652,75AR,AIRPORT,Y,36.2961780555556,-92.2159886111111,E/W,TURF,,,,,,,,2
1653,61AR,AIRPORT,Y,36.3144083333333,-92.5427333333333,10/28,ASPH,,,,,,,,1
1654,HEE,AIRPORT,Y-L,34.5764919444444,-90.6758894444445,09/27,ASPH-F,MED,16.0,,,,G,KHEE,2
1655,HEE,AIRPORT,Y-L,34.5764919444444,-90.6758894444445,18/36,ASPH-E,MED,15.0,,,,G,KHEE,2
1656,45AR,AIRPORT,Y,36.36725,-92.6402222222222,06/24,TURF,,,,,,,,2
1657,45AR,AIRPORT,Y,36.36725,-92.6402222222222,01/19,TURF,,,,,,,,2
1658,5AR1,AIRPORT,Y,33.7126072222222,-91.4612333333333,15/33,ASPH-TURF,,,,,,,,1
1659,AR22,AIRPORT,Y,34.381485,-91.9584719444444,18/36,TURF,,,,,,,,1
1660,8AR1,AIRPORT,,36.4894444444444,-92.6422222222222,13/31,TURF,,,,,,,,1
1661,17A,AIRPORT,,36.32825,-93.6222138888889,10/28,TURF-G,,,,,,,,1
1662,3AR5,AIRPORT,Y,35.1178638888889,-91.6118833333333,18/36,TURF,,,,,,,,1
1663,5AR2,AIRPORT,Y,35.375,-90.2063888888889,N/S,TRTD,,,,,,,,1
1664,6AR3,HELIPORT,Y-L,34.7490194444444,-92.3201333333333,H2,MATS,,,,,,,,2
1665,6AR3,HELIPORT,Y-L,34.7490194444444,-92.3201333333333,H1,CONC,PERI,,,,,,,2
1666,AR29,HELIPORT,Y,34.7504472222222,-92.3406861111111,H1,CONC,,,,,,,,1
1667,AR48,HELIPORT,Y,33.2145738888889,-92.6679341666667,H1,CONC,NSTD,,,,,,,1
1668,AR92,HELIPORT,,35.6097861111111,-91.2644527777778,H1,ASPH,,,,,,,,1
1669,AR78,HELIPORT,Y,35.2334527777778,-91.7297361111111,H1,CONC,PERI,,,,,,,1
1670,29AR,HELIPORT,Y,35.2524916666667,-91.697375,H1,CONC,PERI,,,,,,,1
1671,31AR,HELIPORT,Y,35.559975,-92.4518,H1,CONC,PERI,,,,,,,1
1672,7AR2,AIRPORT,,35.5572,-92.1321,18/36,TURF,,,,,,,,1
1673,1AR7,HELIPORT,Y-L,33.64845,-93.5850388888889,H1,CONC,PERI,,,,,,,1
1674,M27,AIRPORT,Y,34.876,-94.1088888888889,09/27,ASPH-G,MED,4.0,,,,G,,1
1675,1AR1,AIRPORT,,34.5271777777778,-91.8726638888889,18/36,TURF,LOW,,,,,,,1
1676,ARG,AIRPORT,Y-L,36.1246666666667,-90.9251111111111,04/22,ASPH-G,MED,40.0,60.0,110.0,,G,KARG,3
1677,ARG,AIRPORT,Y-L,36.1246666666667,-90.9251111111111,13/31,CONC-F,,40.0,60.0,110.0,,P,KARG,3
1678,ARG,AIRPORT,Y-L,36.1246666666667,-90.9251111111111,18/36,CONC-F,MED,40.0,60.0,110.0,,G,KARG,3
1679,7AR1,AIRPORT,,33.0500666666667,-91.3407305555556,09/27,ASPH,,,,,,,,1
1680,AR47,HELIPORT,Y-L,33.2138666666667,-92.6683388888889,H1,CONC,PERI,,,,,,,1
1681,3M9,AIRPORT,Y-L,33.5604433333333,-92.0853886111111,03/21,ASPH-G,LOW,4.0,,,,G,,1
1682,4AR8,HELIPORT,Y,36.1082,-94.1587666666667,H2,CONC,PERI,,,,,,,2
1683,4AR8,HELIPORT,Y,36.1082,-94.1587666666667,H1,CONC,PERI,,,,,,,2
1684,67AR,AIRPORT,Y,36.0977777777778,-94.3075,17/35,TURF,,,,,,,,1
1685,AWM,AIRPORT,Y-L,35.1350555555556,-90.2344444444444,17/35,CONC-G,MED,85.0,104.0,167.0,,G,KAWM,1
1686,81AR,AIRPORT,,35.9192083333333,-90.7297125,17/35,TURF,,,,,,,,1
1687,48AR,AIRPORT,,35.48375,-90.8409027777778,18/36,CONC,,,,,,,,1
1688,AR24,HELIPORT,Y-L,35.7671194444444,-91.6354361111111,H1,CONC,PERI,,,,,,,1
1689,38AR,AIRPORT,,36.1188277777778,-94.4682138888889,18/36,TURF,,,,,,,,1
1690,22AR,HELIPORT,,36.135,-94.1852777777778,H1,CONC,PERI,,,,,,,2
1691,22AR,HELIPORT,,36.135,-94.1852777777778,H2,CONC,,,,,,,,2
1692,4F8,AIRPORT,N,33.4431944444444,-93.0543055555556,02/20,ASPH-P,MED,4.0,,,,P,,1
1693,54AR,AIRPORT,,35.3928555555556,-93.7587055555556,09/27,TURF,,,,,,,,1
1694,34AR,AIRPORT,,35.5811111111111,-90.3852777777778,09/27,TURF,,,,,,,,1
1695,M60,AIRPORT,Y-L,35.2719055555556,-91.2703305555556,09/27,ASPH-G,MED,,,,,G,,1
1696,CRT,AIRPORT,Y-L,33.1783333333333,-91.8801944444444,05/23,ASPH-G,MED,19.0,,,,G,KCRT,1
1697,FAQ,AIRPORT,Y,-14.2161122222222,-169.423549444444,12/30,CONC-G,MED,12.0,,,,G,NSFQ,1
1698,Z08,AIRPORT,Y,-14.1843430555556,-169.6701,08/26,CONC-F,,12.0,12.0,,,F,NSAS,1
1699,PPG,AIRPORT,Y-L,-14.3316622222222,-170.711503055556,05/23,ASPH-G,HIGH,75.0,170.0,250.0,600.0,G,NSTU,2
1700,PPG,AIRPORT,Y-L,-14.3316622222222,-170.711503055556,08/26,ASPH-G,HIGH,75.0,150.0,230.0,550.0,G,NSTU,2
1701,AZ12,HELIPORT,N,36.1083161111111,-113.213263333333,H1,CONC-GRVL,,,,,,,,1
1702,AZ41,HELIPORT,Y,33.4833761111111,-112.070148333333,H1,CONC,PERI,,,,,,,1
1703,AZ95,HELIPORT,Y,33.639275,-111.996530555556,H1,CONC,,,,,,,,1
1704,AZ86,GLIDERPORT,,34.6851944444444,-112.29025,03/21,TURF,,,,,,,,1
1705,72AZ,HELIPORT,,34.7082,-112.333633333333,H1,DIRT,,,,,,,,1
1706,AZ49,AIRPORT,,35.7888666666667,-114.132097222222,17/35,DIRT,,,,,,,,1
1707,AZ79,ULTRALIGHT,,33.5300411111111,-112.2165425,17U/35U,TURF,,,,,,,,1
1708,2AN2,HELIPORT,Y-L,33.0272222222222,-112.085277777778,H1,CONC,PERI,,,,,,,1
1709,A39,AIRPORT,Y,32.9905486111111,-111.918901388889,04/22,ASPH-G,MED,,,,,G,,1
1710,AZ14,AIRPORT,Y,32.0247222222222,-109.959722222222,09/27,DIRT,,,,,,,,1
1711,AZ78,AIRPORT,,33.0111111111111,-112.281666666667,14/32,DIRT,,,,,,,,1
1712,0AZ0,HELIPORT,Y-L,33.48125,-112.040138888889,H1,MATS,PERI,,,,,,,1
1713,1AZ3,HELIPORT,Y-L,32.8288888888889,-109.565,H1,ASPH,PERI,,,,,,,1
1714,6AZ5,AIRPORT,,31.8574833333333,-109.542316666667,08/26,TURF,,,,,,,,1
1715,7AZ0,HELIPORT,,33.6251388888889,-111.921722222222,H1,CONC,PERI,,,,,,,1
1716,P20,AIRPORT,Y-L,34.1498333333333,-114.267833333333,01/19,ASPH-G,MED,30.0,50.0,,,P,,1
1717,AN01,AIRPORT,Y,32.8166666666667,-110.316666666667,13/31,DIRT,,,,,,,,1
1718,E51,AIRPORT,Y,34.5928944444444,-113.171948611111,05/23,ASPH-G,,4.0,,,,G,,1
1719,AZ92,HELIPORT,,33.4111166666667,-111.687019444444,H1,MATS,PERI,,,,,,,1
1720,AZ08,HELIPORT,Y,33.6024888888889,-112.282722222222,H1,CONC,,,,,,G,,1
1721,3AZ6,HELIPORT,Y,33.65935,-112.373483333333,H1,CONC,PERI,,,,,,,1
1722,66AZ,HELIPORT,Y,33.389525,-111.875755555556,H1,CONC,FLD,,,,,,,2
1723,66AZ,HELIPORT,Y,33.389525,-111.875755555556,H2,ASPH-CONC,,,,,,,,2
1724,BE1,HELIPORT,,33.4790277777778,-112.256777777778,H1,CONC,,,,,,,,1
1725,AZ77,HELIPORT,Y-L,33.2861027777778,-111.856613888889,H1,MATS-G,PERI,,,,,G,,1
1726,77AZ,HELIPORT,Y-L,33.6083333333333,-112.179597222222,H1,ROOF-TOP,,,,,,,,2
1727,77AZ,HELIPORT,Y-L,33.6083333333333,-112.179597222222,H2,CONC,,,,,,,,2
1728,AZ48,HELIPORT,Y-L,33.4650433333333,-112.057925555556,H1,CONC,,,,,,,,1
1729,AZ51,HELIPORT,Y,33.8186527777778,-111.632638333333,H1,GRAVEL,,,,,,,,1
1730,31AZ,AIRPORT,Y,31.9636944444444,-110.259794722222,08/26,DIRT-F,,,,,,,,1
1731,E95,AIRPORT,Y-L,31.9994444444444,-110.357972222222,10/28,ASPH-G,MED,12.0,,,,G,,1
1732,AZ09,AIRPORT,,35.02784425,-112.674457777778,17/35,DIRT,,,,,,,,2
1733,AZ09,AIRPORT,,35.02784425,-112.674457777778,09/27,DIRT,,,,,,,,2
1734,AZ71,AIRPORT,N,34.8707569444444,-113.586643055556,10/28,DIRT,,,,,,,,1
1735,AZ27,AIRPORT,Y,34.9100191666667,-112.534061944444,06/24,DIRT,,,,,,,,1
1736,AZ94,HELIPORT,,33.5214313888889,-112.019591944444,H1,ASPH,,,,,,,,1
1737,DUG,AIRPORT,Y-L,31.4689444444444,-109.60375,08/26,ASPH-F,,12.0,,,,G,KDUG,2
1738,DUG,AIRPORT,Y-L,31.4689444444444,-109.60375,17/35,ASPH-G,MED,30.0,160.0,250.0,,G,KDUG,2
1739,P04,AIRPORT,Y-L,31.3639902777778,-109.883128611111,02/20,DIRT-G,,,,,,,,2
1740,P04,AIRPORT,Y-L,31.3639902777778,-109.883128611111,17/35,ASPH-G,MED,12.0,,,,G,,2
1741,1AZ0,AIRPORT,Y,33.1119444444444,-112.269166666667,09/27,ASPH,HIGH,,,,,,,1
1742,AZ81,HELIPORT,Y-L,33.4772222222222,-111.731944444444,H3,CONC,,,,,,,,6
1743,AZ81,HELIPORT,Y-L,33.4772222222222,-111.731944444444,H2,CONC,PERI,,,,,,,6
1744,AZ81,HELIPORT,Y-L,33.4772222222222,-111.731944444444,H1,CONC,PERI,,,,,,,6
1745,AZ81,HELIPORT,Y-L,33.4772222222222,-111.731944444444,H4,CONC,,,,,,,,6
1746,AZ81,HELIPORT,Y-L,33.4772222222222,-111.731944444444,H5,CONC,,,,,,,,6
1747,AZ81,HELIPORT,Y-L,33.4772222222222,-111.731944444444,H6,CONC,PERI,,,,,,,6
1748,1AZ1,HELIPORT,,33.5150411111111,-112.255988611111,H1,ASPH,,,,,,,,1
1749,40AZ,AIRPORT,N,33.0789383333333,-112.129033333333,08/26,DIRT,,,,,,,,1
1750,BXK,AIRPORT,Y-L,33.4225338888889,-112.686233888889,17/35,ASPH-G,MED,12.0,,,,G,KBXK,1
1751,AR31,HELIPORT,N,33.6139277777778,-112.272935,H1,ASPH,,,,,,,,1
1752,5AZ7,AIRPORT,,32.8472222222222,-111.95,16/34,ASPH,,,,,,,,1
1753,CGZ,AIRPORT,Y-L,32.9548888888889,-111.766833333333,05/23,ASPH-G,MED,18.0,65.0,,,F,KCGZ,1
1754,0AZ5,AIRPORT,Y,33.8658658333333,-112.603368333333,17/35,ASPH-DIRT,,,,,,,,1
1755,CHD,AIRPORT,Y-L,33.2690961111111,-111.811121111111,04R/22L,ASPH-G,MED,30.0,,,,G,KCHD,3
1756,CHD,AIRPORT,Y-L,33.2690961111111,-111.811121111111,04L/22R,ASPH-G,MED,30.0,,,,F,KCHD,3
1757,CHD,AIRPORT,Y-L,33.2690961111111,-111.811121111111,H1,CONC-E,,,,,,G,KCHD,3
1758,AZ76,HELIPORT,Y,33.2981194444444,-111.873525,H1,ASPH,PERI,,,,,,,1
1759,58AZ,AIRPORT,Y,34.0936111111111,-110.932777777778,01/19,GRVL,,,,,,,,1
1760,AZ45,AIRPORT,Y,32.7292347222222,-110.296475277778,01/19,TURF,,,,,,,,4
1761,AZ45,AIRPORT,Y,32.7292347222222,-110.296475277778,04/22,TURF,,,,,,,,4
1762,AZ45,AIRPORT,Y,32.7292347222222,-110.296475277778,12/30,TURF,,,,,,,,4
1763,AZ45,AIRPORT,Y,32.7292347222222,-110.296475277778,15/33,TURF,,,,,,,,4
1764,E91,AIRPORT,Y-L,36.1093055555556,-109.575472222222,18/36,ASPH-F,MED,12.0,,,,P,,1
1765,Z95,AIRPORT,Y,34.0033333333333,-110.444166666667,07/25,GRVL-DIRT-P,,,,,,,,1
1766,AZ17,AIRPORT,,31.5022222222222,-109.391111111111,18/36,GRVL-DIRT,,,,,,,,1
1767,AZ03,AIRPORT,Y,36.7344308333333,-111.752663888889,04/22,DIRT-F,,,,,,,,1
1768,P03,AIRPORT,Y-L,31.3713138888889,-109.689952777778,05/23,ASPH-F,MED,,,,,G,,1
1769,P33,AIRPORT,Y-L,32.2454166666667,-109.894638888889,03/21,ASPH-G,MED,50.0,75.0,135.0,,G,,1
1770,AZC,AIRPORT,Y-L,36.9599444444444,-113.013888888889,02/20,ASPH-E,MED,12.0,,,,G,KAZC,2
1771,AZC,AIRPORT,Y-L,36.9599444444444,-113.013888888889,11/29,ASPH-G,MED,30.0,,,,G,KAZC,2
1772,17AZ,HELIPORT,,33.6296083333333,-111.907594444444,H2,CONC,,,,,,,,2
1773,17AZ,HELIPORT,,33.6296083333333,-111.907594444444,H1,CONC,,,,,,,,2
1774,P08,AIRPORT,Y,32.9360238888889,-111.426472777778,05/23,ASPH-G,MED,80.0,115.0,210.0,,G,,2
1775,P08,AIRPORT,Y,32.9360238888889,-111.426472777778,17/35,ASPH-G,MED,17.0,,,,P,,2
1776,6AZ6,HELIPORT,Y,31.4176888888889,-109.882466666667,H1,CONC,PERI,,,,,,,1
1777,P52,AIRPORT,Y-L,34.7300561111111,-112.035137222222,14/32,ASPH-G,MED,4.0,,,,G,,1
1778,AZ59,HELIPORT,Y-L,33.4417113888889,-111.950143888889,H1,CONC,PERI,,,,,,,1
1779,AZ60,AIRPORT,,32.7234330833333,-113.938305055556,01/19,GRVL-G,,,,,,,,2
1780,AZ60,AIRPORT,,32.7234330833333,-113.938305055556,08/26,GRVL-G,,,,,,,,2
1781,DMA,AIRPORT,Y,32.1663644166667,-110.883169694444,12/30,PEM,HIGH,,,,,,KDMA,1
1782,AZ66,AIRPORT,Y,33.3405472222222,-109.494465277778,17/35,GRVL,,,,,,,,1
1783,DGL,AIRPORT,Y-L,31.3426027777778,-109.506454444444,03/21,ASPH-F,MED,,,,,G,KDGL,2
1784,DGL,AIRPORT,Y-L,31.3426027777778,-109.506454444444,18/36,DIRT-P,,,,,,,KDGL,2
1785,73AZ,AIRPORT,Y,35.2019444444445,-113.360833333333,06/24,ASPH,,,,,,,,1
1786,AZ06,AIRPORT,Y,32.7863361111111,-113.9386,07/25,GRVL,,,,,,,,1
1787,A09,AIRPORT,Y-L,34.8881666666667,-114.616638888889,17/35,ASPH-F,,,,,,P,,1
1788,27AZ,AIRPORT,Y-L,33.91935,-113.167816666667,17/35,ASPH,LOW,,,,,,,1
1789,99AZ,AIRPORT,Y,33.3955555555556,-113.223055555556,08/26,DIRT,,,,,,,,1
1790,AZ88,AIRPORT,,32.6895027777778,-111.549319444444,17/35,DIRT,,,,,,,,1
1791,E60,AIRPORT,Y-L,32.8067218055556,-111.586626277778,02/20,ASPH-G,MED,,,,,P,,1
1792,AZ67,GLIDERPORT,Y,32.4270147222222,-111.389554444444,08/26,DIRT,,,,,,,,5
1793,AZ67,GLIDERPORT,Y,32.4270147222222,-111.389554444444,08L/26R,ASPH-DIRT,,,,,,,,5
1794,AZ67,GLIDERPORT,Y,32.4270147222222,-111.389554444444,08R/26L,DIRT-TRTD,,,,,,,,5
1795,AZ67,GLIDERPORT,Y,32.4270147222222,-111.389554444444,17L/35R,DIRT-TRTD,,,,,,,,5
1796,AZ67,GLIDERPORT,Y,32.4270147222222,-111.389554444444,17R/35L,DIRT-TRTD,,,,,,,,5
1797,P01,AIRPORT,Y-L,32.4528888888889,-112.861416666667,12/30,ASPH-G,MED,12.0,,,,F,,1
1798,E68,GLIDERPORT,Y,33.0853266666667,-112.160979444444,06C/24C,DIRT-F,,,,,,,,4
1799,E68,GLIDERPORT,Y,33.0853266666667,-112.160979444444,06L/24R,DIRT-F,,,,,,,,4
1800,E68,GLIDERPORT,Y,33.0853266666667,-112.160979444444,06R/24L,ASPH-F,,,,,,,,4
1801,E68,GLIDERPORT,Y,33.0853266666667,-112.160979444444,07/25,DIRT-F,,,,,,,,4
1802,2AZ9,AIRPORT,Y,31.6023177777778,-109.651458333333,17/35,GRVL-DIRT,,,,,,,,2
1803,2AZ9,AIRPORT,Y,31.6023177777778,-109.651458333333,04/22,GRVL,,,,,,,,2
1804,AZ26,AIRPORT,Y-L,31.3691666666667,-110.125,03/21,TURF-G,LOW,,,,,,,2
1805,AZ26,AIRPORT,Y-L,31.3691666666667,-110.125,08/26,DIRT,,,,,,,,2
1806,FFZ,AIRPORT,Y-L,33.4608405555556,-111.728325277778,04L/22R,ASPH-G,MED,12.0,,,,G,KFFZ,2
1807,FFZ,AIRPORT,Y-L,33.4608405555556,-111.728325277778,04R/22L,ASPH-G,MED,38.0,60.0,90.0,,G,KFFZ,2
1808,10AZ,AIRPORT,Y,33.3667083333333,-112.618778055556,08/26,ASPH-DIRT,LOW,,,,,,,1
1809,41AZ,AIRPORT,Y,32.9861625,-112.025696111111,17/35,DIRT-F,,,,,,,,1
1810,AZ23,HELIPORT,N,35.2236225,-111.583215833333,H1,ASPH,,,,,,,,1
1811,3AZ0,HELIPORT,Y,35.2083,-111.643113888889,H1,MATS,PERI,,,,,,,1
1812,FLG,AIRPORT,Y-L,35.1403158333333,-111.669241388889,03/21,ASPH-E,HIGH,30.0,95.0,140.0,,G,KFLG,1
1813,0AZ4,AIRPORT,Y,32.9822702777778,-112.287092777778,01/19,DIRT,,,,,,,,1
1814,26AZ,AIRPORT,Y,34.0119719444444,-113.202970555556,12/30,DIRT,,,,,,,,1
1815,6AZ8,AIRPORT,Y,31.9411111111111,-111.120277777778,07/25,ASPH,,,,,,,,1
1816,E37,AIRPORT,Y,32.8478433333333,-109.881748055556,07/25,DIRT-F,,,,,,,,2
1817,E37,AIRPORT,Y,32.8478433333333,-109.881748055556,18/36,DIRT-P,,,,,,,,2
1818,4AZ4,HELIPORT,Y,31.6005555555556,-110.068611111111,H1,GRVL,,,,,,,,1
1819,AZ21,AIRPORT,Y,31.7458333333333,-110.247777777778,17/35,TURF-DIRT,,,,,,,,1
1820,AZ02,HELIPORT,Y,33.4547222222222,-111.983888888889,H1,CONC,PERI,,,,,,,1
1821,20AZ,HELIPORT,,35.9414916666667,-113.907986111111,H1,ASPH-CONC,,,,,,,,1
1822,GXF,AIRPORT,Y,32.8878472222222,-112.719609722222,17/35,ASPH,MED,,,,,,KGXF,1
1823,E63,AIRPORT,Y-L,32.9601694444444,-112.6736375,04/22,ASPH-G,MED,12.0,,,,G,,1
1824,GEU,AIRPORT,Y-L,33.5269166666667,-112.295138888889,01/19,ASPH-G,MED,40.0,60.0,,,G,KGEU,1
1825,AZ61,AIRPORT,Y,32.9017161111111,-112.2379225,17/35,DIRT,,,,,,,,1
1826,67AZ,HELIPORT,Y,33.4650433333333,-112.060147777778,H1,CONC,,,,,,,,1
1827,1Z1,AIRPORT,Y,36.2565,-113.230888888889,16/34,ASPH-DIRT-G,,,,,,,,1
1828,L37,AIRPORT,Y,35.5272347222222,-113.247502777778,05/23,GRAVEL-G,,,,,,,,1
1829,GCN,AIRPORT,Y-L,35.9523611111111,-112.146972222222,03/21,ASPH-G,MED,88.0,108.0,160.0,,G,KGCN,1
1830,1G4,AIRPORT,Y,35.9861111111111,-113.816916666667,17/35,ASPH-G,MED,30.0,,,,G,,1
1831,AZ36,HELIPORT,Y,36.0260983333333,-113.828006111111,H1,CONC,,,,,,,,1
1832,AZ35,HELIPORT,,36.0480425,-113.858285555556,H1,TURF,,,,,,,,1
1833,88AZ,AIRPORT,Y,33.6409083333333,-111.056916666667,17/35,ASPH-CONC,,,,,,,,1
1834,CFT,AIRPORT,Y-L,32.9570386388889,-109.211162305556,07/25,ASPH-G,MED,21.0,,,,G,KCFT,1
1835,CMR,AIRPORT,Y-L,35.3054936111111,-112.194347777778,18/36,ASPH-G,MED,,,,,G,KCMR,1
1836,81AZ,HELIPORT,,33.6322444444444,-111.906611111111,H1,CONC,,,,,,,,1
1837,AZ90,AIRPORT,Y,33.3533786111111,-112.127371388889,08/26,ASPH-G,,,,,,G,,1
1838,AZ80,HELIPORT,Y,34.4811230555556,-114.339121388889,H1,CONC,PERI,,,,,,,1
1839,2AZ0,HELIPORT,Y-L,33.4500441666667,-111.980145,H1,ASPH,,,,,,,,1
1840,3AZ4,HELIPORT,,33.6659083333333,-112.115316666667,H1,CONC,PERI,,,,,,,1
1841,AZ98,HELIPORT,Y,33.5686522222222,-112.070983055556,H1,CONC,,,,,,,,3
1842,AZ98,HELIPORT,Y,33.5686522222222,-112.070983055556,H3,CONC,,,,,,,,3
1843,AZ98,HELIPORT,Y,33.5686522222222,-112.070983055556,H2,CONC,,,,,,,,3
1844,AZ96,HELIPORT,Y,33.4880138888889,-111.922391666667,H1,CONC-E,,,,,,,,3
1845,AZ96,HELIPORT,Y,33.4880138888889,-111.922391666667,H3,CONC-E,,,,,,,,3
1846,AZ96,HELIPORT,Y,33.4880138888889,-111.922391666667,H2,CONC-E,,,,,,,,3
1847,32AZ,HELIPORT,Y,33.67,-111.922222222222,H1,CONC,PERI,,,,,G,,1
1848,AZ43,AIRPORT,Y,33.0541666666667,-112.173611111111,08/26,ASPH-G,,,,,,,,1
1849,3AZ8,AIRPORT,,32.7622891666667,-109.653411666667,08/26,GRAVEL,,,,,,,,1
1850,P14,AIRPORT,Y-L,34.9407222222222,-110.1385,11/29,GRVL-DIRT-P,,,,,,,,2
1851,P14,AIRPORT,Y-L,34.9407222222222,-110.1385,03/21,ASPH-G,MED,12.0,,,,G,,2
1852,AZ53,HELIPORT,Y,33.5906030555556,-111.344295555556,H1,WOOD,,,,,,,,1
