Loc Id,Facility Type,Wind Indicator,Runway Id,Length,Width,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,Schedule,Schedule,,
RYN,AIRPORT,Y-L,06R/24L,5500,75,ASPH-G,MED,12,30,,,G,ALL/SAT/0800-1700,ALL,SAT,0800-1700
RYN,AIRPORT,Y-L,06R/24L,5500,75,ASPH-G,MED,12,30,,,G,ALL/M-F/0800-1700,ALL,M-F,0800-1700
RYN,AIRPORT,Y-L,15/33,4010,75,ASPH-F,MED,,,,,G,ALL/SAT/0800-1700,ALL,SAT,0800-1700
RYN,AIRPORT,Y-L,15/33,4010,75,ASPH-F,MED,,,,,G,ALL/M-F/0800-1700,ALL,M-F,0800-1700
SAD,AIRPORT,Y-L,12/30,6007,100,ASPH-G,MED,33,,,,G,ALL/MON-SAT/0800-1700,ALL,MON-SAT,0800-1700
SAD,AIRPORT,Y-L,12/30,6007,100,ASPH-G,MED,33,,,,G,ALL/SUN/ON CALL,ALL,SUN,ON CALL
SAD,AIRPORT,Y-L,08/26,4802,60,ASPH-G,MED,23,,,,G,ALL/MON-SAT/0800-1700,ALL,MON-SAT,0800-1700
SAD,AIRPORT,Y-L,08/26,4802,60,ASPH-G,MED,23,,,,G,ALL/SUN/ON CALL,ALL,SUN,ON CALL
SAD,AIRPORT,Y-L,H1,72,72,CONC,MED,,,,,,ALL/MON-SAT/0800-1700,ALL,MON-SAT,0800-1700
SAD,AIRPORT,Y-L,H1,72,72,CONC,MED,,,,,,ALL/SUN/ON CALL,ALL,SUN,ON CALL
P13,AIRPORT,Y-L,09/27,6500,100,ASPH-F,MED,60,,,,F,UNATNDD,UNATNDD,,
SDL,AIRPORT,Y-L,03/21,8249,100,ASPH-G,MED,45,75,,,G,ALL/ALL/ALL,ALL,ALL,ALL
SEZ,AIRPORT,Y-L,03/21,5132,100,ASPH-G,MED,15,30,,,G,MAY-SEP/ALL/0700-1800,MAY-SEP,ALL,0700-1800
SEZ,AIRPORT,Y-L,03/21,5132,100,ASPH-G,MED,15,30,,,G,OCT-APR/ALL/0700-1700,OCT-APR,ALL,0700-1700
SEZ,AIRPORT,Y-L,H1,50,50,CONC-G,FLD,,,,,,MAY-SEP/ALL/0700-1800,MAY-SEP,ALL,0700-1800
SEZ,AIRPORT,Y-L,H1,50,50,CONC-G,FLD,,,,,,OCT-APR/ALL/0700-1700,OCT-APR,ALL,0700-1700
FHU,AIRPORT,Y-L,03/21,4285,75,ASPH-CONC-G,MED,,,,,G,ALL/MON-FRI/1400-2230Z,ALL,MON-FRI,1400-2230Z
FHU,AIRPORT,Y-L,08/26,12001,150,CONC-E,HIGH,75,200,450,700,G,ALL/MON-FRI/1400-2230Z,ALL,MON-FRI,1400-2230Z
FHU,AIRPORT,Y-L,12/30,5366,100,ASPH-CONC-G,MED,46,106,137,172,G,ALL/MON-FRI/1400-2230Z,ALL,MON-FRI,1400-2230Z
FHU,AIRPORT,Y-L,H1,40,40,ASPH,PERI,,,,,,ALL/MON-FRI/1400-2230Z,ALL,MON-FRI,1400-2230Z
JTC,AIRPORT,Y-L,11/29,4603,60,ASPH-G,MED,19,,,,P,ALL/ALL/0800-1600,ALL,ALL,0800-1600
JTC,AIRPORT,Y-L,03/21,8422,75,ASPH-G,MED,30,,,,G,ALL/ALL/0800-1600,ALL,ALL,0800-1600
TUS,AIRPORT,Y-L,03/21,7000,150,ASPH-G,MED,105,137,230,500,G,ALL/ALL/ALL,ALL,ALL,ALL
TUS,AIRPORT,Y-L,11L/29R,10996,150,ASPH-G,HIGH,160,200,350,585,G,ALL/ALL/ALL,ALL,ALL,ALL
TUS,AIRPORT,Y-L,11R/29L,8408,75,ASPH-G,MED,120,140,220,,G,ALL/ALL/ALL,ALL,ALL,ALL
E25,AIRPORT,Y-L,05/23,6101,75,ASPH-G,MED,30,60,,,G,ALL/TUE-SAT/0700-1600,ALL,TUE-SAT,0700-1600
INW,AIRPORT,Y-L,04/22,7499,150,ASPH-G,MED,50,80,125,,F,ALL/MON-FRI/0700-1800,ALL,MON-FRI,0700-1800
INW,AIRPORT,Y-L,04/22,7499,150,ASPH-G,MED,50,80,125,,F,ALL/SAT-SUN/0800-1700,ALL,SAT-SUN,0800-1700
INW,AIRPORT,Y-L,11/29,7100,150,ASPH-F,MED,60,70,110,,F,ALL/MON-FRI/0700-1800,ALL,MON-FRI,0700-1800
INW,AIRPORT,Y-L,11/29,7100,150,ASPH-F,MED,60,70,110,,F,ALL/SAT-SUN/0800-1700,ALL,SAT-SUN,0800-1700
NYL,AIRPORT,Y-L,03R/21L,9240,150,ASPH-CONC-G,HIGH,162,200,400,,G,ALL/ALL/,ALL,ALL,
NYL,AIRPORT,Y-L,08/26,6146,150,ASPH-G,HIGH,63,137,206,,G,ALL/ALL/,ALL,ALL,
NYL,AIRPORT,Y-L,17/35,5710,150,ASPH-CONC-G,HIGH,72,171,255,,G,ALL/ALL/,ALL,ALL,
NYL,AIRPORT,Y-L,03L/21R,13300,200,CONC-G,HIGH,103,200,400,,G,ALL/ALL/,ALL,ALL,
APV,AIRPORT,Y-L,08/26,4099,60,ASPH-P,,40,60,100,,P,ALL/ALL/0800-1700,ALL,ALL,0800-1700
APV,AIRPORT,Y-L,18/36,6498,150,ASPH-F,MED,70,90,150,,F,ALL/ALL/0800-1700,ALL,ALL,0800-1700
AUN,AIRPORT,Y-L,07/25,3700,75,ASPH-G,MED,30,,,,G,ALL/ALL/0800-1800,ALL,ALL,0800-1800
DAG,AIRPORT,Y-L,08/26,6402,150,ASPH-F,MED,30,170,320,,F,ALL/ALL/0630-1700,ALL,ALL,0630-1700
DAG,AIRPORT,Y-L,04/22,5123,100,ASPH-F,MED,30,105,190,,F,ALL/ALL/0630-1700,ALL,ALL,0630-1700
L35,AIRPORT,Y-L,08/26,5850,75,ASPH-G,MED,12,,,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
BUR,AIRPORT,Y-L,15/33,6886,150,ASPH-CONC-E,MED,120,201,352,839,G,ALL/ALL/ALL,ALL,ALL,ALL
BUR,AIRPORT,Y-L,08/26,5802,150,ASPH-CONC-E,HIGH,120,201,352,839,G,ALL/ALL/ALL,ALL,ALL,ALL
C83,AIRPORT,,12/30,4500,100,ASPH-G,MED,29,,,,G,ALL/ALL/0700-1400,ALL,ALL,0700-1400
C83,AIRPORT,,05/23,3000,75,ASPH-G,MED,29,,,,G,ALL/ALL/0700-1400,ALL,ALL,0700-1400
ACV,AIRPORT,Y-L,01/19,4501,150,ASPH-G,MED,60,95,170,,F,ALL/ALL /0400-2359,ALL,ALL ,0400-2359
ACV,AIRPORT,Y-L,14/32,6046,150,ASPH-G,HIGH,60,155,280,,G,ALL/ALL /0400-2359,ALL,ALL ,0400-2359
CMA,AIRPORT,Y-L,08/26,6013,150,ASPH-CONC-G,MED,50,80,125,,G,ALL/ALL/0700-2300,ALL,ALL,0700-2300
MER,AIRPORT,Y-L,13/31,11802,150,ASPH-CONC-G,HIGH,155,200,415,720,G,ALL/ALL/0900-1800,ALL,ALL,0900-1800
STS,AIRPORT,Y-L,02/20,5202,100,ASPH-G,MED,109,154,254,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
STS,AIRPORT,Y-L,14/32,6000,150,ASPH-G,HIGH,120,184,300,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
CIC,AIRPORT,Y-L,13R/31L,3000,60,ASPH-F,,12,,,,F,ALL/ALL/0700-1900,ALL,ALL,0700-1900
CIC,AIRPORT,Y-L,H1,64,64,CONC-G,,35,,,,,ALL/ALL/0700-1900,ALL,ALL,0700-1900
CIC,AIRPORT,Y-L,13L/31R,6724,150,ASPH-G,HIGH,63,100,170,,G,ALL/ALL/0700-1900,ALL,ALL,0700-1900
CNO,AIRPORT,Y-L,08L/26R,4858,150,ASPH-G,HIGH,12,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
CNO,AIRPORT,Y-L,08R/26L,7000,150,ASPH-G,MED,75,150,215,,G,ALL/ALL/ALL,ALL,ALL,ALL
CNO,AIRPORT,Y-L,03/21,4919,150,ASPH-G,MED,21,130,,50,G,ALL/ALL/ALL,ALL,ALL,ALL
O22,AIRPORT,Y-L,11/29,2607,50,TURF-G,,,,,,,ALL/ALL/0800-1700,ALL,ALL,0800-1700
O22,AIRPORT,Y-L,17/35,4673,75,ASPH-G,MED,30,,,,F,ALL/ALL/0800-1700,ALL,ALL,0800-1700
FAT,AIRPORT,Y-L,11L/29R,9539,150,ASPH-G,HIGH,70,170,250,,G,ALL/ALL/ALL,ALL,ALL,ALL
FAT,AIRPORT,Y-L,11R/29L,8008,150,ASPH-G,MED,70,170,250,,G,ALL/ALL/ALL,ALL,ALL,ALL
FUL,AIRPORT,Y-L,06/24,3121,75,ASPH-G,MED,12,,,,G,ALL/ALL/0700-2100,ALL,ALL,0700-2100
FUL,AIRPORT,Y-L,H1,37,37,CONC,,,,,,,ALL/ALL/0700-2100,ALL,ALL,0700-2100
WJF,AIRPORT,Y-L,06/24,7201,150,ASPH-G,MED,50,68,117,,G,ALL/ALL/ALL,ALL,ALL,ALL
HAF,AIRPORT,Y-L,12/30,5000,150,ASPH-CONC-F,MED,30,200,360,,G,ALL/ALL/0830-1630,ALL,ALL,0830-1630
HMT,AIRPORT,Y-L,04/22,2014,25,ASPH-F,,,,,,F,ALL/ALL/DALGT,ALL,ALL,DALGT
HMT,AIRPORT,Y-L,05/23,4315,100,ASPH-G,MED,80,130,,,G,ALL/ALL/DALGT,ALL,ALL,DALGT
CEC,AIRPORT,Y-L,12/30,5002,150,ASPH-F,HIGH,30,43,,,F,ALL/ALL/0800-1800,ALL,ALL,0800-1800
CEC,AIRPORT,Y-L,18/36,5000,150,ASPH-F,MED,30,43,,,F,ALL/ALL/0800-1800,ALL,ALL,0800-1800
TRM,AIRPORT,Y-L,17/35,8500,150,ASPH-G,MED,75,200,325,850,F,ALL/ALL/0700-1800,ALL,ALL,0700-1800
TRM,AIRPORT,Y-L,12/30,4995,100,ASPH-G,MED,20,60,,,G,ALL/ALL/0700-1800,ALL,ALL,0700-1800
SNA,AIRPORT,Y-L,02L/20R,5700,150,ASPH-G,HIGH,70,200,300,,G,ALL/ALL/ALL,ALL,ALL,ALL
SNA,AIRPORT,Y-L,02R/20L,2886,75,ASPH-G,MED,25,60,,,G,ALL/ALL/ALL,ALL,ALL,ALL
SNA,AIRPORT,Y-L,20X,0,0,,,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
TVL,AIRPORT,Y-L,18/36,8541,100,ASPH-E,MED,70,125,210,,G,ALL/ /0700-1600,ALL, ,0700-1600
NLC,AIRPORT,,14L/32R,13502,200,CONC,HIGH,,,,,,ALL/MON-FRI/1600-0800Z++,ALL,MON-FRI,1600-0800Z++
NLC,AIRPORT,,14L/32R,13502,200,CONC,HIGH,,,,,,ALL/SAT-SUN/1800-0200Z++,ALL,SAT-SUN,1800-0200Z++
NLC,AIRPORT,,14R/32L,13501,200,CONC,HIGH,,,,,,ALL/MON-FRI/1600-0800Z++,ALL,MON-FRI,1600-0800Z++
NLC,AIRPORT,,14R/32L,13501,200,CONC,HIGH,,,,,,ALL/SAT-SUN/1800-0200Z++,ALL,SAT-SUN,1800-0200Z++
LHM,AIRPORT,Y-L,15/33,6001,100,ASPH-G,MED,30,60,,,G,ALL/MON-FRI/0630 - 1500,ALL,MON-FRI,0630 - 1500
LHM,AIRPORT,Y-L,H1,60,60,CONC,PERI,,,,,,ALL/MON-FRI/0630 - 1500,ALL,MON-FRI,0630 - 1500
LVK,AIRPORT,Y-L,07L/25R,5253,100,ASPH-E,HIGH,45,90,,,G,ALL/MON-FRI/0730-1700,ALL,MON-FRI,0730-1700
LVK,AIRPORT,Y-L,07L/25R,5253,100,ASPH-E,HIGH,45,90,,,G,ALL/SAT-SUN/0700-1100,ALL,SAT-SUN,0700-1100
LVK,AIRPORT,Y-L,07R/25L,2699,75,ASPH-E,MED,12,,,,G,ALL/MON-FRI/0730-1700,ALL,MON-FRI,0730-1700
LVK,AIRPORT,Y-L,07R/25L,2699,75,ASPH-E,MED,12,,,,G,ALL/SAT-SUN/0700-1100,ALL,SAT-SUN,0700-1100
LVK,AIRPORT,Y-L,H1,24,22,ASPH-G,,,,,,,ALL/MON-FRI/0730-1700,ALL,MON-FRI,0730-1700
LVK,AIRPORT,Y-L,H1,24,22,ASPH-G,,,,,,,ALL/SAT-SUN/0700-1100,ALL,SAT-SUN,0700-1100
LGB,AIRPORT,Y-L,H5,20,20,ASPH-G,,,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
LGB,AIRPORT,Y-L,H4,20,20,ASPH-G,,,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
LGB,AIRPORT,Y-L,H3,300,35,ASPH-G,,,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
LGB,AIRPORT,Y-L,H2,20,20,ASPH-G,,,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
LGB,AIRPORT,Y-L,12/30,10000,200,ASPH-G,HIGH,30,200,300,,G,ALL/ALL/ALL,ALL,ALL,ALL
LGB,AIRPORT,Y-L,08R/26L,3918,100,ASPH-G,HIGH,30,75,,,G,ALL/ALL/ALL,ALL,ALL,ALL
LGB,AIRPORT,Y-L,08L/26R,6192,150,ASPH-E,MED,30,70,110,,G,ALL/ALL/ALL,ALL,ALL,ALL
SLI,AIRPORT,,04L/22R,5901,150,PEM,MED,,,,,,ALL/TUE-THU/1400-0600Z++,ALL,TUE-THU,1400-0600Z++
SLI,AIRPORT,,04L/22R,5901,150,PEM,MED,,,,,,ALL/FRI-MON/1400-2300Z++,ALL,FRI-MON,1400-2300Z++
SLI,AIRPORT,,04R/22L,7999,200,ASPH-CONC,HIGH,,,,,,ALL/TUE-THU/1400-0600Z++,ALL,TUE-THU,1400-0600Z++
SLI,AIRPORT,,04R/22L,7999,200,ASPH-CONC,HIGH,,,,,,ALL/FRI-MON/1400-2300Z++,ALL,FRI-MON,1400-2300Z++
LAX,AIRPORT,Y-L,07L/25R,12923,150,CONC-G,HIGH,175,225,400,900,G,ALL/ALL/ALL,ALL,ALL,ALL
LAX,AIRPORT,Y-L,06R/24L,10885,150,CONC-G,HIGH,175,225,400,900,G,ALL/ALL/ALL,ALL,ALL,ALL
LAX,AIRPORT,Y-L,06L/24R,8926,150,ASPH-CONC-G,HIGH,175,225,400,900,G,ALL/ALL/ALL,ALL,ALL,ALL
LAX,AIRPORT,Y-L,07R/25L,11095,200,ASPH-CONC-G,HIGH,175,225,400,900,G,ALL/ALL/ALL,ALL,ALL,ALL
RIV,AIRPORT,,12/30,3061,100,ASPH-P,,,,,,,ALL/ALL/0700-2300,ALL,ALL,0700-2300
RIV,AIRPORT,,14/32,13302,200,CONC-G,HIGH,,,,,G,ALL/ALL/0700-2300,ALL,ALL,0700-2300
MCC,AIRPORT,Y,16/34,10599,150,CONC-G,HIGH,155,300,500,,G,ALL/ALL/ALL,ALL,ALL,ALL
MCC,AIRPORT,Y,H1,57,57,CONC,,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
MCC,AIRPORT,Y,H2,57,57,CONC,,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
MCC,AIRPORT,Y,H3,57,57,ASPH,,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
MCC,AIRPORT,Y,H4,57,57,CONC,,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
CRQ,AIRPORT,N,H1,40,50,CONC-G,HIGH,,,,,G,ALL/ALL/0700-2200,ALL,ALL,0700-2200
CRQ,AIRPORT,N,06/24,4897,150,ASPH-G,HIGH,60,80,110,,G,ALL/ALL/0700-2200,ALL,ALL,0700-2200
BFL,AIRPORT,Y-L,12R/30L,7700,100,ASPH-E,MED,18,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
BFL,AIRPORT,Y-L,12L/30R,10849,150,ASPH-G,HIGH,96,155,260,654,G,ALL/ALL/ALL,ALL,ALL,ALL
MCE,AIRPORT,Y-L,12/30,5914,150,ASPH-G,HIGH,30,100,155,,G,ALL/ALL/0600-1800,ALL,ALL,0600-1800
OAK,AIRPORT,Y-L,10R/28L,6213,150,ASPH-G,HIGH,75,210,500,900,G,ALL/ALL/ALL,ALL,ALL,ALL
OAK,AIRPORT,Y-L,12/30,10520,150,ASPH-G,HIGH,75,210,500,900,G,ALL/ALL/ALL,ALL,ALL,ALL
OAK,AIRPORT,Y-L,15/33,3376,75,ASPH-G,MED,12,65,100,,G,ALL/ALL/ALL,ALL,ALL,ALL
OAK,AIRPORT,Y-L,10L/28R,5457,150,ASPH-G,HIGH,75,210,500,900,G,ALL/ALL/ALL,ALL,ALL,ALL
MOD,AIRPORT,Y-L,10L/28R,5904,150,ASPH-G,HIGH,60,200,400,,G,ALL/MON-FRI/0800 -1630,ALL,MON-FRI,0800 -1630
MOD,AIRPORT,Y-L,10R/28L,3464,100,ASPH-G,MED,30,,,,G,ALL/MON-FRI/0800 -1630,ALL,MON-FRI,0800 -1630
NUQ,AIRPORT,Y-L,14L/32R,9197,200,CONC,HIGH,,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
NUQ,AIRPORT,Y-L,14R/32L,8121,200,ASPH,HIGH,,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
MRY,AIRPORT,Y-L,10L/28R,3503,60,ASPH-F,MED,12,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
MRY,AIRPORT,Y-L,10R/28L,7175,150,ASPH-G,HIGH,100,160,300,,G,ALL/ALL/ALL,ALL,ALL,ALL
APC,AIRPORT,Y-L,01R/19L,2510,75,ASPH-G,,13,,,,G,ALL/ALL/0700-2000,ALL,ALL,0700-2000
APC,AIRPORT,Y-L,01L/19R,5930,150,ASPH-G,MED,102,134,120,,G,ALL/ALL/0700-2000,ALL,ALL,0700-2000
APC,AIRPORT,Y-L,06/24,5008,150,CONC-F,MED,60,76,120,,G,ALL/ALL/0700-2000,ALL,ALL,0700-2000
EED,AIRPORT,Y-L,11/29,5005,100,ASPH-P,MED,16,32,,,F,UNATNDD,UNATNDD,,
EED,AIRPORT,Y-L,02/20,4235,100,ASPH-F,MED,16,32,,,F,UNATNDD,UNATNDD,,
SJC,AIRPORT,Y-L,12L/30R,11000,150,CONC-G,HIGH,220,250,605,,G,ALL/ALL/ALL,ALL,ALL,ALL
SJC,AIRPORT,Y-L,12R/30L,11000,150,CONC-G,HIGH,220,250,605,875,G,ALL/ALL/ALL,ALL,ALL,ALL
ONT,AIRPORT,Y-L,08R/26L,10200,150,CONC-G,HIGH,30,200,560,850,G,ALL/ALL/ALL,ALL,ALL,ALL
ONT,AIRPORT,Y-L,08L/26R,12197,150,CONC-G,HIGH,30,200,560,850,G,ALL/ALL/ALL,ALL,ALL,ALL
OXR,AIRPORT,Y-L,07/25,5953,100,ASPH-F,MED,91,126,174,117,F,ALL/ALL/0500-0030,ALL,ALL,0500-0030
PMD,AIRPORT,Y,04/22,12001,150,CONC-G,HIGH,,,,,G,ALL/ALL/1330-0600Z++,ALL,ALL,1330-0600Z++
PMD,AIRPORT,Y,07/25,12002,200,CONC-G,HIGH,,,,,G,ALL/ALL/1330-0600Z++,ALL,ALL,1330-0600Z++
PMD,AIRPORT,Y,072/252,6000,75,CONC-E,,,,,,,ALL/ALL/1330-0600Z++,ALL,ALL,1330-0600Z++
PSP,AIRPORT,Y-L,13L/31R,4952,75,ASPH-G,MED,12,60,,,G,ALL/ALL/ALL,ALL,ALL,ALL
PSP,AIRPORT,Y-L,13R/31L,10000,150,ASPH-G,HIGH,105,200,330,800,G,ALL/ALL/ALL,ALL,ALL,ALL
PRB,AIRPORT,Y-L,H1,100,100,ASPH-E,PERI,,,,,G,ALL/ALL/0700-1800,ALL,ALL,0700-1800
PRB,AIRPORT,Y-L,01/19,6008,150,ASPH-G,HIGH,60,106,150,,G,ALL/ALL/0700-1800,ALL,ALL,0700-1800
PRB,AIRPORT,Y-L,13/31,4701,100,ASPH-G,MED,30,50,90,,G,ALL/ALL/0700-1800,ALL,ALL,0700-1800
PVF,AIRPORT,Y-L,05/23,3914,76,ASPH-G,MED,26,,,,F,ALL/ALL/0800-1700,ALL,ALL,0800-1700
PVF,AIRPORT,Y-L,H1,50,50,CONC,,,,,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
PTV,AIRPORT,Y-L,12/30,5960,150,ASPH-G,HIGH,30,70,110,,F,NOV-APR/ALL/0800-1700,NOV-APR,ALL,0800-1700
PTV,AIRPORT,Y-L,12/30,5960,150,ASPH-G,HIGH,30,70,110,,F,MAY-OCT/ALL/0700-1900,MAY-OCT,ALL,0700-1900
RBL,AIRPORT,Y-L,15/33,5431,100,ASPH-E,MED,30,65,,,G,ALL/ALL/0700-DUSK,ALL,ALL,0700-DUSK
RDD,AIRPORT,Y-L,16/34,7003,150,ASPH-G,HIGH,98,128,195,,G,ALL/ALL/ALL,ALL,ALL,ALL
RDD,AIRPORT,Y-L,12/30,5067,150,ASPH-G,MED,60,72,110,,G,ALL/ALL/ALL,ALL,ALL,ALL
O32,AIRPORT,Y-L,16/34,3300,60,ASPH-E,MED,12,,,,G,ALL/MON-FRI/0800-1530,ALL,MON-FRI,0800-1530
FOT,AIRPORT,Y-L,11/29,4004,100,ASPH-G,MED,30,,,,F,UNATNDD,UNATNDD,,
SAC,AIRPORT,Y-L,12/30,3837,100,ASPH-G,MED,30,43,67,,G,ALL/ALL/0800-1600,ALL,ALL,0800-1600
SAC,AIRPORT,Y-L,H1,60,60,ASPH-G,PERI,,,,,,ALL/ALL/0800-1600,ALL,ALL,0800-1600
SAC,AIRPORT,Y-L,02/20,5503,150,ASPH-G,MED,60,130,210,,G,ALL/ALL/0800-1600,ALL,ALL,0800-1600
SMF,AIRPORT,Y-L,17L/35R,8605,150,CONC-G,HIGH,120,239,439,961,G,ALL/ALL/ALL,ALL,ALL,ALL
SMF,AIRPORT,Y-L,17R/35L,8598,150,CONC-G,HIGH,120,239,439,961,G,ALL/ALL/ALL,ALL,ALL,ALL
MHR,AIRPORT,Y-L,H1,30,30,ASPH-F,,,,,,,ALL/MON/0500-2330,ALL,MON,0500-2330
MHR,AIRPORT,Y-L,H1,30,30,ASPH-F,,,,,,,ALL/SUN/0500-2100,ALL,SUN,0500-2100
MHR,AIRPORT,Y-L,H1,30,30,ASPH-F,,,,,,,ALL/SAT/0300-2100,ALL,SAT,0300-2100
MHR,AIRPORT,Y-L,H1,30,30,ASPH-F,,,,,,,ALL/TUE-FRI/0300-2330,ALL,TUE-FRI,0300-2330
MHR,AIRPORT,Y-L,H2,100,100,ASPH-F,,,,,,,ALL/MON/0500-2330,ALL,MON,0500-2330
MHR,AIRPORT,Y-L,H2,100,100,ASPH-F,,,,,,,ALL/SUN/0500-2100,ALL,SUN,0500-2100
MHR,AIRPORT,Y-L,H2,100,100,ASPH-F,,,,,,,ALL/SAT/0300-2100,ALL,SAT,0300-2100
MHR,AIRPORT,Y-L,H2,100,100,ASPH-F,,,,,,,ALL/TUE-FRI/0300-2330,ALL,TUE-FRI,0300-2330
MHR,AIRPORT,Y-L,04L/22R,6081,150,ASPH-G,MED,90,105,190,,G,ALL/MON/0500-2330,ALL,MON,0500-2330
MHR,AIRPORT,Y-L,04L/22R,6081,150,ASPH-G,MED,90,105,190,,G,ALL/SUN/0500-2100,ALL,SUN,0500-2100
MHR,AIRPORT,Y-L,04L/22R,6081,150,ASPH-G,MED,90,105,190,,G,ALL/SAT/0300-2100,ALL,SAT,0300-2100
MHR,AIRPORT,Y-L,04L/22R,6081,150,ASPH-G,MED,90,105,190,,G,ALL/TUE-FRI/0300-2330,ALL,TUE-FRI,0300-2330
MHR,AIRPORT,Y-L,04R/22L,11301,150,ASPH-CONC-G,HIGH,160,280,500,,G,ALL/MON/0500-2330,ALL,MON,0500-2330
MHR,AIRPORT,Y-L,04R/22L,11301,150,ASPH-CONC-G,HIGH,160,280,500,,G,ALL/SUN/0500-2100,ALL,SUN,0500-2100
MHR,AIRPORT,Y-L,04R/22L,11301,150,ASPH-CONC-G,HIGH,160,280,500,,G,ALL/SAT/0300-2100,ALL,SAT,0300-2100
MHR,AIRPORT,Y-L,04R/22L,11301,150,ASPH-CONC-G,HIGH,160,280,500,,G,ALL/TUE-FRI/0300-2330,ALL,TUE-FRI,0300-2330
SNS,AIRPORT,Y-L,08/26,6004,150,ASPH-G,MED,25,32,62,,G,ALL/ALL/ALL,ALL,ALL,ALL
SNS,AIRPORT,Y-L,H1,90,90,ASPH-CONC,FLD,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
SNS,AIRPORT,Y-L,13/31,4825,150,ASPH-G,HIGH,65,100,170,,G,ALL/ALL/ALL,ALL,ALL,ALL
SBD,AIRPORT,Y-L,06/24,10000,200,CONC-E,HIGH,97,265,890,960,G,ALL/MON-SUN/0700-2100,ALL,MON-SUN,0700-2100
SAN,AIRPORT,Y-L,09/27,9401,200,ASPH-CONC-E,HIGH,100,150,250,720,G,ALL/ALL/ALL,ALL,ALL,ALL
SFO,AIRPORT,Y-L,10R/28L,11381,200,ASPH-G,HIGH,75,200,400,877,G,ALL/ALL/ALL,ALL,ALL,ALL
SFO,AIRPORT,Y-L,01L/19R,7650,200,ASPH-G,HIGH,75,200,400,877,G,ALL/ALL/ALL,ALL,ALL,ALL
SFO,AIRPORT,Y-L,01R/19L,8650,200,ASPH-G,HIGH,75,200,400,877,G,ALL/ALL/ALL,ALL,ALL,ALL
SFO,AIRPORT,Y-L,10L/28R,11870,200,ASPH-G,HIGH,75,200,400,877,G,ALL/ALL/ALL,ALL,ALL,ALL
EMT,AIRPORT,Y-L,01/19,3995,75,ASPH-G,MED,12,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
SBP,AIRPORT,Y-L,07/25,2500,100,ASPH-G,,12,12,,,G,ALL/ALL/0600-1700,ALL,ALL,0600-1700
SBP,AIRPORT,Y-L,11/29,6101,150,ASPH-G,HIGH,112,147,,,G,ALL/ALL/0600-1700,ALL,ALL,0600-1700
SBA,AIRPORT,Y-L,15R/33L,4184,100,ASPH-G,MED,48,63,100,,G,ALL/ALL/0600-2300,ALL,ALL,0600-2300
SBA,AIRPORT,Y-L,07/25,6052,150,ASPH-G,HIGH,110,160,245,,G,ALL/ALL/0600-2300,ALL,ALL,0600-2300
SBA,AIRPORT,Y-L,15L/33R,4180,75,ASPH-G,,35,41,63,,G,ALL/ALL/0600-2300,ALL,ALL,0600-2300
SMX,AIRPORT,Y-L,12/30,8004,150,ASPH-G,HIGH,75,181,400,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
SMX,AIRPORT,Y-L,02/20,5199,75,ASPH-G,,70,90,150,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
MIT,AIRPORT,Y-L,08/26,3680,60,ASPH-G,,125,,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
MIT,AIRPORT,Y-L,12/30,4501,100,ASPH-G,MED,22,,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
MIT,AIRPORT,Y-L,17/35,2972,100,CONC-G,,25,30,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
SIY,AIRPORT,Y-L,17/35,7490,150,ASPH-G,MED,60,180,270,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
SCK,AIRPORT,Y-L,11L/29R,10249,150,ASPH-G,HIGH,40,150,360,650,G,ALL/ALL/ALL,ALL,ALL,ALL
SCK,AIRPORT,Y-L,11R/29L,4448,75,ASPH-G,,12,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
SCK,AIRPORT,Y-L,H1,70,70,CONC-G,,45,55,,,,ALL/ALL/ALL,ALL,ALL,ALL
