Loc Id,Facility Type,Wind Indicator,Runway Id,Length,Width,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,Schedule,Schedule,,
AZE,AIRPORT,Y-L,14/32,5012,75,ASPH-G,MED,30,,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
09J,AIRPORT,Y-L,18/36,3715,75,ASPH-G,MED,20,,,,G,ALL/ALL/0900-1600,ALL,ALL,0900-1600
JZP,AIRPORT,Y-L,16/34,5000,100,ASPH-F,MED,60,95,,,F,ALL/ALL/0900-1800,ALL,ALL,0900-1800
SAV,AIRPORT,Y-L,10/28,9351,150,CONC-G,HIGH,75,190,310,,G,ALL/ALL/0600-2300,ALL,ALL,0600-2300
SAV,AIRPORT,Y-L,01/19,7002,150,CONC-G,HIGH,75,190,310,,G,ALL/ALL/0600-2300,ALL,ALL,0600-2300
OPN,AIRPORT,Y-L,12/30,6350,100,ASPH-G,MED,20,50,,,G,ALL/ALL/0800-1800,ALL,ALL,0800-1800
VDI,AIRPORT,Y-L,07/25,6002,100,CONC-F,HIGH,30,48,85,,F,ALL/ALL/0800-1800,ALL,ALL,0800-1800
VDI,AIRPORT,Y-L,14/32,5002,75,CONC-G,,30,48,85,,G,ALL/ALL/0800-1800,ALL,ALL,0800-1800
CTJ,AIRPORT,Y-L,17/35,5503,100,ASPH-G,HIGH,43,56,83,,G,ALL/MON-SAT/0800-1800,ALL,MON-SAT,0800-1800
CTJ,AIRPORT,Y-L,17/35,5503,100,ASPH-G,HIGH,43,56,83,,G,ALL/SUN/1300-1700,ALL,SUN,1300-1700
HNL,AIRPORT,Y-L,04L/22R,6955,150,ASPH-F,HIGH,100,200,400,850,G,ALL/ALL/ALL,ALL,ALL,ALL
HNL,AIRPORT,Y-L,04R/22L,9002,150,ASPH-E,HIGH,100,200,400,850,F,ALL/ALL/ALL,ALL,ALL,ALL
HNL,AIRPORT,Y-L,04W/22W,3000,150,WATER,,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
HNL,AIRPORT,Y-L,08L/26R,12312,150,ASPH-F,HIGH,100,200,400,780,F,ALL/ALL/ALL,ALL,ALL,ALL
HNL,AIRPORT,Y-L,08R/26L,12000,200,ASPH-E,HIGH,80,170,400,780,G,ALL/ALL/ALL,ALL,ALL,ALL
HNL,AIRPORT,Y-L,08W/26W,5090,300,WATER,,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
ITO,AIRPORT,Y-L,08/26,9800,150,ASPH-G,HIGH,75,250,350,850,G,ALL/ALL/0700-2030,ALL,ALL,0700-2030
ITO,AIRPORT,Y-L,03/21,5600,150,ASPH-F,MED,75,80,140,410,F,ALL/ALL/0700-2030,ALL,ALL,0700-2030
OGG,AIRPORT,Y,05/23,4980,150,ASPH-G,MED,130,170,270,,G,ALL/ALL/ALL,ALL,ALL,ALL
OGG,AIRPORT,Y,02/20,6998,150,ASPH-G,HIGH,130,170,360,750,G,ALL/ALL/ALL,ALL,ALL,ALL
OGG,AIRPORT,Y,H1,125,125,ASPH-G,,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
DBQ,AIRPORT,Y-L,13/31,6502,100,CONC-G,HIGH,75,125,215,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
DBQ,AIRPORT,Y-L,18/36,6327,150,CONC-G,HIGH,75,173,275,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
BOI,AIRPORT,Y-L,10L/28R,10000,150,ASPH-G,HIGH,100,210,446,947,G,ALL/ALL/ALL,ALL,ALL,ALL
BOI,AIRPORT,Y-L,10R/28L,9763,150,ASPH-G,HIGH,100,210,430,994,G,ALL/ALL/ALL,ALL,ALL,ALL
65S,AIRPORT,Y-L,02/20,4002,75,ASPH-G,MED,25,,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
65S,AIRPORT,Y-L,02/20,4002,75,ASPH-G,MED,25,,,,G,ALL/SAT/0800-1600,ALL,SAT,0800-1600
LLJ,AIRPORT,Y-L,17/35,4601,60,ASPH-E,MED,30,,,,G,ALL/MON-FRI/0700-1700,ALL,MON-FRI,0700-1700
COE,AIRPORT,Y-L,02/20,5400,75,ASPH-G,MED,50,83,150,,G,ALL/ALL/0700-1700,ALL,ALL,0700-1700
COE,AIRPORT,Y-L,06/24,7400,100,ASPH-G,HIGH,57,95,165,,G,ALL/ALL/0700-1700,ALL,ALL,0700-1700
SUN,AIRPORT,Y-L,13/31,7550,100,ASPH-G,HIGH,65,95,150,,G,ALL/ALL/0700-2300,ALL,ALL,0700-2300
GIC,AIRPORT,Y-L,08/26,5101,75,ASPH-E,MED,75,95,145,,G,UNATNDD,UNATNDD,,
IDA,AIRPORT,Y-L,03/21,9002,150,ASPH-G,HIGH,140,175,270,,G,ALL/ALL/0530-2130,ALL,ALL,0530-2130
IDA,AIRPORT,Y-L,17/35,3964,75,ASPH-G,MED,43,58,,,G,ALL/ALL/0530-2130,ALL,ALL,0530-2130
JER,AIRPORT,Y-L,09/27,5002,75,ASPH-E,MED,20,,,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
TWF,AIRPORT,Y-L,08/26,8704,150,ASPH-G,HIGH,75,200,250,,G,ALL/ALL/0630-2000,ALL,ALL,0630-2000
TWF,AIRPORT,Y-L,12/30,3224,75,ASPH-F,,19,,,,G,ALL/ALL/0630-2000,ALL,ALL,0630-2000
SMN,AIRPORT,Y-L,17/35,5510,75,ASPH-G,MED,12,,,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
LWS,AIRPORT,Y-L,12/30,5003,75,ASPH-E,MED,118,196,,,G,ALL/ALL/0530-2100,ALL,ALL,0530-2100
LWS,AIRPORT,Y-L,08/26,6511,150,ASPH-E,HIGH,150,180,400,,G,ALL/ALL/0530-2100,ALL,ALL,0530-2100
MYL,AIRPORT,Y-L,16/34,6101,75,ASPH-G,MED,86,141,261,,G,OCT-APR/ALL/0900L-1600L,OCT-APR,ALL,0900L-1600L
MYL,AIRPORT,Y-L,16/34,6101,75,ASPH-G,MED,86,141,261,,G,MAY-SEP/ALL/0800L-1800L,MAY-SEP,ALL,0800L-1800L
MAN,AIRPORT,Y-L,11/29,5000,75,ASPH-G,MED,26,50,60,,F,ALL/ALL/0800-1700,ALL,ALL,0800-1700
PIH,AIRPORT,Y-L,03/21,9059,150,ASPH-G,HIGH,100,160,265,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
PIH,AIRPORT,Y-L,17/35,7150,100,ASPH-G,MED,74,110,199,,F,ALL/ALL/0600-2200,ALL,ALL,0600-2200
U10,AIRPORT,Y-L,04/22,3558,60,ASPH-G,MED,12,,,,G,ALL/ALL/DALGT,ALL,ALL,DALGT
U10,AIRPORT,Y-L,17/35,2375,30,GRVL-DIRT-G,,,,,,F,ALL/ALL/DALGT,ALL,ALL,DALGT
SZT,AIRPORT,Y-L,02/20,5501,75,ASPH-G,MED,40,,,,G,WINTER/ALL/0800-1700,WINTER,ALL,0800-1700
SZT,AIRPORT,Y-L,02/20,5501,75,ASPH-G,MED,40,,,,G,SUMMER/ALL/0700-1700,SUMMER,ALL,0700-1700
SPI,AIRPORT,Y-L,13/31,7400,150,ASPH-F,HIGH,70,90,160,,G,ALL/ALL/0530-0000,ALL,ALL,0530-0000
SPI,AIRPORT,Y-L,04/22,8001,150,CONC-F,HIGH,100,200,350,,G,ALL/ALL/0530-0000,ALL,ALL,0530-0000
RFD,AIRPORT,Y-L,07/25,10002,150,ASPH-CONC-G,HIGH,100,190,360,850,G,ALL/ALL/ALL,ALL,ALL,ALL
RFD,AIRPORT,Y-L,01/19,8200,150,ASPH-CONC-G,HIGH,100,210,390,850,G,ALL/ALL/ALL,ALL,ALL,ALL
DPA,AIRPORT,Y-L,02R/20L,6451,100,CONC-G,MED,30,45,,,G,ALL/ALL/ALL,ALL,ALL,ALL
DPA,AIRPORT,Y-L,15/33,3399,100,ASPH-G,MED,30,45,100,,G,ALL/ALL/ALL,ALL,ALL,ALL
DPA,AIRPORT,Y-L,10/28,4750,75,ASPH-G,HIGH,30,45,,,G,ALL/ALL/ALL,ALL,ALL,ALL
DPA,AIRPORT,Y-L,02L/20R,7571,150,CONC-G,HIGH,30,45,,,G,ALL/ALL/ALL,ALL,ALL,ALL
PIA,AIRPORT,Y-L,13/31,10104,150,CONC-G,HIGH,100,175,310,,G,ALL/ALL/ALL,ALL,ALL,ALL
PIA,AIRPORT,Y-L,04/22,8004,150,ASPH-F,HIGH,100,175,300,,F,ALL/ALL/ALL,ALL,ALL,ALL
MLI,AIRPORT,Y-L,05/23,3515,150,CONC-G,MED,60,75,120,,F,ALL/ALL/ALL,ALL,ALL,ALL
MLI,AIRPORT,Y-L,09/27,10002,150,CONC-G,HIGH,100,173,353,,G,ALL/ALL/ALL,ALL,ALL,ALL
MLI,AIRPORT,Y-L,13/31,7301,150,ASPH-CONC-G,HIGH,60,140,200,,G,ALL/ALL/ALL,ALL,ALL,ALL
CPS,AIRPORT,Y-L,05/23,2799,75,ASPH-F,MED,12,,,,F,ALL/ALL/ALL,ALL,ALL,ALL
CPS,AIRPORT,Y-L,12L/30R,5301,75,CONC-F,MED,30,30,,,F,ALL/ALL/ALL,ALL,ALL,ALL
CPS,AIRPORT,Y-L,12R/30L,7002,150,ASPH-E,HIGH,65,95,175,,G,ALL/ALL/ALL,ALL,ALL,ALL
UGN,AIRPORT,Y-L,05/23,6001,150,ASPH-G,HIGH,95,120,200,,G,ALL/ALL/ALL,ALL,ALL,ALL
UGN,AIRPORT,Y-L,14/32,3750,75,ASPH-G,MED,16,23,,,G,ALL/ALL/ALL,ALL,ALL,ALL
BAK,AIRPORT,Y-L,05/23,6401,150,CONC-E,HIGH,75,130,200,,G,ALL/ALL/0600-2000,ALL,ALL,0600-2000
BAK,AIRPORT,Y-L,14/32,5000,100,CONC-E,MED,120,171,290,735,G,ALL/ALL/0600-2000,ALL,ALL,0600-2000
EVV,AIRPORT,Y-L,04/22,8021,150,ASPH-G,HIGH,100,175,300,,G,ALL/ALL/ALL,ALL,ALL,ALL
EVV,AIRPORT,Y-L,09/27,3497,75,ASPH-G,MED,30,40,60,,G,ALL/ALL/ALL,ALL,ALL,ALL
EVV,AIRPORT,Y-L,18/36,6286,150,ASPH-G,HIGH,100,175,300,,G,ALL/ALL/ALL,ALL,ALL,ALL
GYY,AIRPORT,Y-L,02/20,3604,100,ASPH-F,MED,18,28,,,F,ALL/ALL/ALL,ALL,ALL,ALL
GYY,AIRPORT,Y-L,12/30,8859,150,CONC-G,HIGH,75,157,175,250,G,ALL/ALL/ALL,ALL,ALL,ALL
IND,AIRPORT,Y-L,05L/23R,11200,150,CONC-G,HIGH,145,300,550,,G,ALL/ALL/ALL,ALL,ALL,ALL
IND,AIRPORT,Y-L,05R/23L,10000,150,CONC-G,HIGH,145,300,550,,G,ALL/ALL/ALL,ALL,ALL,ALL
IND,AIRPORT,Y-L,14/32,7278,150,ASPH-G,HIGH,145,300,550,,G,ALL/ALL/ALL,ALL,ALL,ALL
HFY,AIRPORT,Y-L,01/19,5102,75,ASPH-E,MED,,,,,G,ALL/MON-SAT/0700-1900,ALL,MON-SAT,0700-1900
HFY,AIRPORT,Y-L,01/19,5102,75,ASPH-E,MED,,,,,G,ALL/SUN/0800-1700,ALL,SUN,0800-1700
LAF,AIRPORT,Y-L,10/28,6600,150,ASPH-G,HIGH,90,110,165,,F,ALL/ALL/0600-2200,ALL,ALL,0600-2200
LAF,AIRPORT,Y-L,05/23,4225,100,ASPH-G,MED,48,58,90,,F,ALL/ALL/0600-2200,ALL,ALL,0600-2200
RID,AIRPORT,Y-L,15/33,4999,100,ASPH-F,MED,30,40,60,,G,ALL/ALL/0800-1745,ALL,ALL,0800-1745
RID,AIRPORT,Y-L,06/24,5502,150,ASPH-E,MED,30,40,60,,G,ALL/ALL/0800-1745,ALL,ALL,0800-1745
AAO,AIRPORT,Y-L,18/36,6101,100,CONC-G,MED,40,62,,,G,ALL/ALL/ALL,ALL,ALL,ALL
GCK,AIRPORT,Y-L,17/35,7299,100,CONC-G,HIGH,76,91,125,,G,ALL/ALL/0700-2100,ALL,ALL,0700-2100
GCK,AIRPORT,Y-L,12/30,5700,100,CONC-G,MED,48,60,,,G,ALL/ALL/0700-2100,ALL,ALL,0700-2100
HUT,AIRPORT,Y-L,17/35,4012,75,CONC-E,MED,43,58,76,,G,ALL/MON-FRI/0800-1800,ALL,MON-FRI,0800-1800
HUT,AIRPORT,Y-L,17/35,4012,75,CONC-E,MED,43,58,76,,G,ALL/SAT-SUN/0800-1700,ALL,SAT-SUN,0800-1700
HUT,AIRPORT,Y-L,13/31,7003,100,ASPH-E,HIGH,44,58,103,,F,ALL/MON-FRI/0800-1800,ALL,MON-FRI,0800-1800
HUT,AIRPORT,Y-L,13/31,7003,100,ASPH-E,HIGH,44,58,103,,F,ALL/SAT-SUN/0800-1700,ALL,SAT-SUN,0800-1700
HUT,AIRPORT,Y-L,04/22,4405,100,ASPH-F,MED,42,52,76,,G,ALL/MON-FRI/0800-1800,ALL,MON-FRI,0800-1800
HUT,AIRPORT,Y-L,04/22,4405,100,ASPH-F,MED,42,52,76,,G,ALL/SAT-SUN/0800-1700,ALL,SAT-SUN,0800-1700
LBL,AIRPORT,Y-L,17/35,7105,100,CONC-E,HIGH,80,100,,,G,ALL/MON-FRI/0600-2000,ALL,MON-FRI,0600-2000
LBL,AIRPORT,Y-L,17/35,7105,100,CONC-E,HIGH,80,100,,,G,ALL/SAT-SUN/0700-2000,ALL,SAT-SUN,0700-2000
LBL,AIRPORT,Y-L,04/22,5000,75,CONC-E,MED,30,60,,,G,ALL/MON-FRI/0600-2000,ALL,MON-FRI,0600-2000
LBL,AIRPORT,Y-L,04/22,5000,75,CONC-E,MED,30,60,,,G,ALL/SAT-SUN/0700-2000,ALL,SAT-SUN,0700-2000
IAB,AIRPORT,Y,01L/19R,12000,150,ASPH-CONC,HIGH,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
IAB,AIRPORT,Y,01R/19L,12007,150,ASPH-F,HIGH,,,,,F,ALL/ALL/ALL,ALL,ALL,ALL
EWK,AIRPORT,Y-L,17/35,7003,100,CONC-G,HIGH,50,75,135,,G,ALL/ALL/0700-2300,ALL,ALL,0700-2300
EWK,AIRPORT,Y-L,08/26,3501,60,ASPH-G,MED,13,,,,G,ALL/ALL/0700-2300,ALL,ALL,0700-2300
TOP,AIRPORT,Y-L,18/36,4331,75,ASPH-G,MED,60,80,96,,F,ALL/ALL/0700-2100,ALL,ALL,0700-2100
TOP,AIRPORT,Y-L,13/31,5099,100,ASPH-G,HIGH,50,72,110,,G,ALL/ALL/0700-2100,ALL,ALL,0700-2100
ICT,AIRPORT,Y-L,01R/19L,7302,150,CONC-G,HIGH,125,240,400,,G,ALL/ALL/ALL,ALL,ALL,ALL
ICT,AIRPORT,Y-L,14/32,6301,150,CONC-G,HIGH,100,190,280,,G,ALL/ALL/ALL,ALL,ALL,ALL
ICT,AIRPORT,Y-L,01L/19R,10302,150,CONC-G,HIGH,100,210,300,,G,ALL/ALL/ALL,ALL,ALL,ALL
PAH,AIRPORT,Y-L,05/23,6500,150,ASPH-G,HIGH,76,99,170,,G,ALL/ALL/0500-1800,ALL,ALL,0500-1800
PAH,AIRPORT,Y-L,14/32,5499,150,ASPH-G,MED,75,100,170,,G,ALL/ALL/0500-1800,ALL,ALL,0500-1800
SJS,AIRPORT,Y-L,03/21,5000,100,ASPH-E,MED,19,,,,G,ALL/ALL/0800-DUSK,ALL,ALL,0800-DUSK
BWG,AIRPORT,Y-L,12/30,3956,150,ASPH-P,MED,25,40,,,G,ALL/ALL/ALL,ALL,ALL,ALL
BWG,AIRPORT,Y-L,03/21,6501,150,ASPH-G,HIGH,120,221,358,,F,ALL/ALL/ALL,ALL,ALL,ALL
FFT,AIRPORT,Y,07/25,5506,100,ASPH-G,MED,76,100,82,,G,ALL/MON-FRI/0700-2000,ALL,MON-FRI,0700-2000
FFT,AIRPORT,Y,07/25,5506,100,ASPH-G,MED,76,100,82,,G,ALL/SAT-SUN/0900-1800,ALL,SAT-SUN,0900-1800
GLW,AIRPORT,Y-L,08/26,5302,100,ASPH-G,MED,43,62,,,G,ALL/MON-SAT/0800-1700,ALL,MON-SAT,0800-1700
LOZ,AIRPORT,Y,06/24,5751,150,ASPH-G,MED,61,82,151,,G,NOV-MAR/SAT-SUN/0800-1900,NOV-MAR,SAT-SUN,0800-1900
LOZ,AIRPORT,Y,06/24,5751,150,ASPH-G,MED,61,82,151,,G,APR-OCT/MON-FRI/0700-2000,APR-OCT,MON-FRI,0700-2000
LOZ,AIRPORT,Y,06/24,5751,150,ASPH-G,MED,61,82,151,,G,APR-OCT/SAT-SUN/0800-2000,APR-OCT,SAT-SUN,0800-2000
LOZ,AIRPORT,Y,06/24,5751,150,ASPH-G,MED,61,82,151,,G,NOV-MAR/MON-FRI/0700-1900,NOV-MAR,MON-FRI,0700-1900
2I0,AIRPORT,Y-L,05/23,6051,100,ASPH-F,HIGH,92,127,,,F,ALL/MON-FRI/0700-1700,ALL,MON-FRI,0700-1700
2I0,AIRPORT,Y-L,05/23,6051,100,ASPH-F,HIGH,92,127,,,F,ALL/HOLIDAY/0800-1700,ALL,HOLIDAY,0800-1700
2I0,AIRPORT,Y-L,05/23,6051,100,ASPH-F,HIGH,92,127,,,F,ALL/SAT-SUN/0800-1700,ALL,SAT-SUN,0800-1700
M25,AIRPORT,Y-L,01/19,5002,100,ASPH-F,MED,16,,,,P,ALL/ALL/0700-1500,ALL,ALL,0700-1500
IOB,AIRPORT,Y-L,03/21,5000,75,ASPH-G,MED,20,,,,G,ALL/ALL/0800-1800,ALL,ALL,0800-1800
EKQ,AIRPORT,Y-L,03/21,4000,75,ASPH-G,MED,12,,,,P,ALL/MON-SAT/0830-1730,ALL,MON-SAT,0830-1730
EKQ,AIRPORT,Y-L,03/21,4000,75,ASPH-G,MED,12,,,,P,ALL/SUN/UNATNDD,ALL,SUN,UNATNDD
HUM,AIRPORT,Y-L,18/36,6508,150,CONC-G,MED,116,224,406,907,G,ALL/ALL/0600-1900,ALL,ALL,0600-1900
HUM,AIRPORT,Y-L,12/30,4999,185,CONC-G,MED,50,70,137,,G,ALL/ALL/0600-1900,ALL,ALL,0600-1900
LFT,AIRPORT,Y-L,11/29,5400,148,ASPH-G,MED,85,110,175,,G,ALL/ALL/ALL,ALL,ALL,ALL
LFT,AIRPORT,Y-L,04R/22L,8000,150,ASPH-G,HIGH,140,170,290,,G,ALL/ALL/ALL,ALL,ALL,ALL
LFT,AIRPORT,Y-L,04L/22R,4099,75,ASPH-F,MED,25,32,,,F,ALL/ALL/ALL,ALL,ALL,ALL
NEW,AIRPORT,Y-L,18L/36R,3697,75,ASPH-G,MED,35,55,80,,G,ALL/ALL/ALL,ALL,ALL,ALL
NEW,AIRPORT,Y-L,18R/36L,6879,150,ASPH-G,MED,60,175,200,350,G,ALL/ALL/ALL,ALL,ALL,ALL
NEW,AIRPORT,Y-L,09/27,3114,75,ASPH-F,MED,50,80,100,,G,ALL/ALL/ALL,ALL,ALL,ALL
MLU,AIRPORT,Y-L,14/32,6301,150,ASPH-G,MED,75,170,290,,G,ALL/ALL/ALL,ALL,ALL,ALL
MLU,AIRPORT,Y-L,04/22,7504,150,ASPH-G,HIGH,75,170,290,,G,ALL/ALL/ALL,ALL,ALL,ALL
SHV,AIRPORT,Y-L,14/32,8348,200,ASPH-E,HIGH,75,190,400,,G,ALL/ALL/ALL,ALL,ALL,ALL
SHV,AIRPORT,Y-L,06/24,7003,150,ASPH-E,MED,75,158,280,,G,ALL/ALL/ALL,ALL,ALL,ALL
TVR,AIRPORT,Y-L,18/36,5002,100,ASPH-G,MED,60,75,,,G,ALL/ALL/0700-1900,ALL,ALL,0700-1900
AQW,AIRPORT,Y-L,11/29,4300,100,ASPH-E,MED,25,,,,G,ALL/ALL/0800-1630,ALL,ALL,0800-1630
OWD,AIRPORT,Y-L,10/28,3995,75,ASPH-G,,58,69,,,G,ALL/MON - FRI/0800-1700,ALL,MON - FRI,0800-1700
OWD,AIRPORT,Y-L,17/35,4007,100,ASPH-G,MED,58,69,,,G,ALL/MON - FRI/0800-1700,ALL,MON - FRI,0800-1700
BWI,AIRPORT,Y-L,10/28,10503,150,ASPH-G,HIGH,80,220,1020,1340,G,ALL/ALL/ALL,ALL,ALL,ALL
BWI,AIRPORT,Y-L,15L/33R,5000,100,ASPH-F,HIGH,30,45,,,G,ALL/ALL/ALL,ALL,ALL,ALL
BWI,AIRPORT,Y-L,15R/33L,9501,150,ASPH-G,HIGH,80,220,675,890,G,ALL/ALL/ALL,ALL,ALL,ALL
FDK,AIRPORT,Y-L,12/30,3599,75,ASPH-G,MED,,,,,F,ALL/ALL/0700-2100++,ALL,ALL,0700-2100++
FDK,AIRPORT,Y-L,05/23,5819,100,ASPH-G,HIGH,60,,,,G,ALL/ALL/0700-2100++,ALL,ALL,0700-2100++
BGR,AIRPORT,Y-L,H1,100,100,CONC-G,,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
BGR,AIRPORT,Y-L,15/33,11440,200,ASPH-G,HIGH,100,210,400,,G,ALL/ALL/ALL,ALL,ALL,ALL
RKD,AIRPORT,Y-L,03/21,4000,100,ASPH-G,MED,65,80,,,G,ALL/MON-FRI/0600-1700,ALL,MON-FRI,0600-1700
RKD,AIRPORT,Y-L,13/31,5412,100,ASPH-E,HIGH,65,80,,,G,ALL/MON-FRI/0600-1700,ALL,MON-FRI,0600-1700
SFM,AIRPORT,Y-L,07/25,6389,100,ASPH-G,HIGH,65,100,,,G,OCT-MAY/ALL/0700-1700,OCT-MAY,ALL,0700-1700
SFM,AIRPORT,Y-L,07/25,6389,100,ASPH-G,HIGH,65,100,,,G,JUN-SEPT/ALL/0700-1900,JUN-SEPT,ALL,0700-1900
SFM,AIRPORT,Y-L,14/32,4999,100,ASPH-G,MED,,72,,,G,OCT-MAY/ALL/0700-1700,OCT-MAY,ALL,0700-1700
SFM,AIRPORT,Y-L,14/32,4999,100,ASPH-G,MED,,72,,,G,JUN-SEPT/ALL/0700-1900,JUN-SEPT,ALL,0700-1900
LAN,AIRPORT,Y-L,10R/28L,8506,150,ASPH-G,HIGH,100,175,300,,G,ALL/ALL/ALL,ALL,ALL,ALL
LAN,AIRPORT,Y-L,06/24,5003,120,ASPH-F,MED,45,65,100,,G,ALL/ALL/ALL,ALL,ALL,ALL
LAN,AIRPORT,Y-L,10L/28R,3601,75,ASPH-F,,12,,,,F,ALL/ALL/ALL,ALL,ALL,ALL
TVC,AIRPORT,Y-L,10/28,7016,150,ASPH-F,HIGH,120,230,440,,G,ALL/ALL/0400-0100,ALL,ALL,0400-0100
TVC,AIRPORT,Y-L,18/36,5378,150,ASPH-F,MED,70,110,190,,G,ALL/ALL/0400-0100,ALL,ALL,0400-0100
GLR,AIRPORT,Y-L,09/27,6579,150,ASPH-G,HIGH,,100,,,F,MAY-OCT/ALL/0730-1800,MAY-OCT,ALL,0730-1800
GLR,AIRPORT,Y-L,09/27,6579,150,ASPH-G,HIGH,,100,,,F,NOV-APR/ALL/0630-1700,NOV-APR,ALL,0630-1700
GLR,AIRPORT,Y-L,18/36,4200,75,ASPH-G,MED,12,,,,F,MAY-OCT/ALL/0730-1800,MAY-OCT,ALL,0730-1800
GLR,AIRPORT,Y-L,18/36,4200,75,ASPH-G,MED,12,,,,F,NOV-APR/ALL/0630-1700,NOV-APR,ALL,0630-1700
OZW,AIRPORT,Y-L,13/31,5002,100,CONC-G,HIGH,100,,,,F,ALL/SAT-SUN/0800-1200,ALL,SAT-SUN,0800-1200
OZW,AIRPORT,Y-L,13/31,5002,100,CONC-G,HIGH,100,,,,F,ALL/MON-FRI/0700-1700,ALL,MON-FRI,0700-1700
OSC,AIRPORT,Y-L,07/25,11800,200,ASPH-G,HIGH,155,330,550,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
OSC,AIRPORT,Y-L,07/25,11800,200,ASPH-G,HIGH,155,330,550,,G,ALL/SAT-SUN/ON CALL,ALL,SAT-SUN,ON CALL
PLN,AIRPORT,Y-L,05/23,5401,150,ASPH-G,MED,76,115,215,,F,ALL/ALL/0600-2300,ALL,ALL,0600-2300
PLN,AIRPORT,Y-L,14/32,6513,150,ASPH-G,HIGH,76,115,215,,F,ALL/ALL/0600-2300,ALL,ALL,0600-2300
SAW,AIRPORT,Y-L,01/19,9072,150,ASPH-G,HIGH,114,181,317,741,F,ALL/ALL/0500-2000,ALL,ALL,0500-2000
LWA,AIRPORT,Y-L,05/23,4800,75,ASPH-G,MED,12,,,,G,ALL/ALL/0900-1700,ALL,ALL,0900-1700
LWA,AIRPORT,Y-L,14/32,3260,190,TURF-F,,,,,,,ALL/ALL/0900-1700,ALL,ALL,0900-1700
AIT,AIRPORT,Y-L,08/26,3123,140,TURF-G,,,,,,,APR-OCT/ALL/0800-1700,APR-OCT,ALL,0800-1700
AIT,AIRPORT,Y-L,08/26,3123,140,TURF-G,,,,,,,NOV-MAR/MON-FRI/0900-1700,NOV-MAR,MON-FRI,0900-1700
AIT,AIRPORT,Y-L,16/34,4000,75,ASPH-F,MED,12,,,,G,APR-OCT/ALL/0800-1700,APR-OCT,ALL,0800-1700
AIT,AIRPORT,Y-L,16/34,4000,75,ASPH-F,MED,12,,,,G,NOV-MAR/MON-FRI/0900-1700,NOV-MAR,MON-FRI,0900-1700
ANE,AIRPORT,Y-L,18/36,4855,100,ASPH-G,MED,23,60,,,G,ALL/ALL/ALL,ALL,ALL,ALL
ANE,AIRPORT,Y-L,09/27,5000,100,ASPH-G,HIGH,23,60,,,G,ALL/ALL/ALL,ALL,ALL,ALL
AUM,AIRPORT,Y-L,17/35,5800,100,CONC-G,HIGH,100,135,,,G,ALL/SAT/0800-1600,ALL,SAT,0800-1600
AUM,AIRPORT,Y-L,17/35,5800,100,CONC-G,HIGH,100,135,,,G,ALL/SUN/0900-1500,ALL,SUN,0900-1500
AUM,AIRPORT,Y-L,17/35,5800,100,CONC-G,HIGH,100,135,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
BJI,AIRPORT,Y-L,13/31,7004,150,ASPH-E,HIGH,75,200,,,G,ALL/MON/0700-2100,ALL,MON,0700-2100
BJI,AIRPORT,Y-L,13/31,7004,150,ASPH-E,HIGH,75,200,,,G,ALL/SAT-SUN/0800-1700,ALL,SAT-SUN,0800-1700
BJI,AIRPORT,Y-L,13/31,7004,150,ASPH-E,HIGH,75,200,,,G,ALL/TUE-FRI/0600-2100,ALL,TUE-FRI,0600-2100
BJI,AIRPORT,Y-L,07/25,5700,150,ASPH-E,MED,75,200,,,G,ALL/MON/0700-2100,ALL,MON,0700-2100
BJI,AIRPORT,Y-L,07/25,5700,150,ASPH-E,MED,75,200,,,G,ALL/SAT-SUN/0800-1700,ALL,SAT-SUN,0800-1700
BJI,AIRPORT,Y-L,07/25,5700,150,ASPH-E,MED,75,200,,,G,ALL/TUE-FRI/0600-2100,ALL,TUE-FRI,0600-2100
BRD,AIRPORT,Y-L,H1,60,60,CONC-G,PERI,,,,,G,JUL-OCT/ALL/0500-2300,JUL-OCT,ALL,0500-2300
BRD,AIRPORT,Y-L,H1,60,60,CONC-G,PERI,,,,,G,NOV-JUN/ALL/0500-2300,NOV-JUN,ALL,0500-2300
BRD,AIRPORT,Y-L,05/23,6512,150,CONC-G,HIGH,75,125,220,,G,JUL-OCT/ALL/0500-2300,JUL-OCT,ALL,0500-2300
BRD,AIRPORT,Y-L,05/23,6512,150,CONC-G,HIGH,75,125,220,,G,NOV-JUN/ALL/0500-2300,NOV-JUN,ALL,0500-2300
