flight_numbers,reg_owner_name,model,type_aircraft,manufacturing_name,exp_date,eng_type,date_change_authorized,type_registration,dealer,mode_S_code_16,fractional_owner,street,city,county,country,state,zip_code,type_certificate_data_sheet,engine_manufacturer,engine_model,awdate,type_certificate_holder,classification,category,exception_code,status,serial_number,pending_number_change,certificate_issue_date,mfr_year,mode_S_code_8
N233AJ,BILLINGS FLYING SERVICE INC,UH-60A,Rotorcraft,SIKORSKY,09/30/2027,Turbo-shaft,None,Corporation,No,A213AE,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,GE,T700-GE-700,10/05/2022,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,82-23685,None,09/08/2017,1982,50411656
N2619,BILLINGS FLYING SERVICE INC,206L-3,Rotorcraft,BELL,03/31/2029,Turbo-shaft,None,Corporation,No,A28647,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,H2SW,ALLISON,250-C30 SER,07/16/1990,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,51375,None,03/23/2016,1990,50503107
N303AJ,BILLINGS FLYING SERVICE INC,CH-47D,Rotorcraft,BOEING,10/31/2028,Turbo-shaft,None,Corporation,No,A32A80,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,HONEYWELL,T55-GA-714A,12/05/2016,None,Restricted,"Other, Forest, Agriculture and Pest Control",Yes,Valid,89-0132,None,10/14/2015,1989,50625200
N401AJ,BILLINGS FLYING SERVICE INC,CH-47D,Rotorcraft,BILLINGS FLYING SERVICE INC,06/30/2029,Turbo-shaft,None,Corporation,No,A4B061,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,R0011DE,HONEYWELL,T55-GA-714A,01/13/2016,BILLINGS FLYING SERVICE INC,Restricted,"Other, Forest, Agriculture and Pest Control",Yes,Valid,93-0930,None,06/03/2016,1993,51130141
N46474,BILLINGS FLYING SERVICE INC,172K,Fixed Wing Single-Engine,CESSNA,08/31/2027,4 Cycle,None,Corporation,No,A5ABE1,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,17257292,None,08/18/2020,None,51325741
N559AJ,BILLINGS FLYING SERVICE INC,PC-12/45,Fixed Wing Single-Engine,PILATUS,03/31/2029,Turbo-prop,None,Corporation,No,A720E3,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,P&W CANADA,PT6A-67B,05/28/2019,None,Standard,Normal,No,Valid,113,None,03/04/2019,1995,51620343
N588AJ,BILLINGS FLYING SERVICE INC,CH-47D,Rotorcraft,BOEING,01/31/2030,Turbo-shaft,None,Corporation,No,A793A9,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,HONEYWELL,T55-GA-714A,09/28/2021,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,92-0290,None,01/23/2017,1992,51711651
N62DB,BILLINGS FLYING SERVICE INC,DHC 2 MK III,Fixed Wing Single-Engine,DEHAVILLAND,10/31/2027,Turbo-prop,None,Corporation,No,A81431,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,P & W,PT6A-27,07/14/2007,None,Standard,Normal,No,Valid,1578TB7,None,10/16/2020,1965,52012061
N82PG,BILLINGS FLYING SERVICE INC,PA-42,Fixed Wing Multi-Engine,PIPER,01/31/2028,Turbo-prop,None,Corporation,No,AB2FCE,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,P&W CANADA,PT6A-60A,02/19/1982,None,Standard,Normal,No,Valid,42-8001070,None,01/26/2021,1981,52627716
N85GB,BILLINGS FLYING SERVICE INC,B200,Fixed Wing Multi-Engine,RAYTHEON AIRCRAFT COMPANY,04/30/2030,Turbo-prop,None,Corporation,No,ABA597,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,P&W CANADA,PT6A-42,03/22/2018,None,Standard,Normal,No,Valid,BB 1567,None,04/01/2020,1996,52722627
N95AD,BILLINGS FLYING SERVICE INC,UH-1H,Rotorcraft,BELL,04/30/2029,Turbo-shaft,None,Corporation,No,AD3252,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,64-13493,None,04/26/2016,None,53231122
N612TA,BLACKBIRD LLC,212,Rotorcraft,BELL,04/30/2027,Turbo-shaft,None,LLC,No,A7F7D6,NO,2080 LAS PALMAS DR STE 103,CARLSBAD,SAN DIEGO,UNITED STATES,CALIFORNIA,92011-1570,H4SW,U/A CANADA,PT6 SER 578HP,04/06/1992,BELL TEXTRON INC,Standard,Normal,No,Valid,30624,None,04/12/2017,1974,51773726
N197GB,BLUE SPRUCE MANAGEMENT LLC,690A,Fixed Wing Multi-Engine,ROCKWELL INTERNATIONAL,11/30/2029,Turbo-prop,None,LLC,No,A182C4,NO,942 WINDEMERE DR NW,SALEM,MARION,UNITED STATES,OREGON,97304-2722,None,AIRESEARCH,TPE331-10T,01/14/2003,None,Standard,Normal,No,Valid,11282,None,11/16/2016,1975,50301304
N807NZ,BOARDMAN AIR SERVICE LLC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,01/31/2028,Turbo-prop,None,LLC,No,AAFD22,NO,2304 E 5 RD,HENDERSON,YORK,UNITED STATES,NEBRASKA,68371-1702,None,P&W CANADA,PT6A-67F,12/18/2017,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0732,None,01/25/2018,2017,52576442
N9FH,BRAINERD HELICOPTERS INC,UH-60A,Rotorcraft,BHI H60 HELICOPTERS LLC,04/30/2028,Turbo-shaft,None,Corporation,No,AC6AFF,NO,8850 AIRPORT BLVD,LEESBURG,LAKE,UNITED STATES,FLORIDA,34788-4002,None,GE,T700-GE-700,06/30/2016,None,Experimental,Exhibition,No,Valid,80-23461,None,04/08/2015,1981,53065377
N485DF,CALIFORNIA DEPT OF FORESTRY & FIRE PROTECTION,S-70I,Rotorcraft,SIKORSKY,06/30/2027,Turbo-shaft,None,Government,No,A5FB7D,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,704033,None,06/16/2020,None,51375575
N483DF,CALIFORNIA DEPT OF FORESTRY & FIRE PROTECTION,S-70I,Rotorcraft,SIKORSKY,03/31/2030,Turbo-shaft,None,Government,No,A5F40F,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,GE,T700-GE-701D,03/23/2022,None,Experimental,Research and Development,No,Valid,704030,None,03/18/2020,2018,51372017
N482DF,CALIFORNIA DEPT OF FORESTRY AND FIRE PROTECTION,S-70I,Rotorcraft,SIKORSKY,10/31/2028,Turbo-shaft,None,Government,No,A5F058,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,GE,T700-GE-701D,06/22/2021,None,Experimental,Research and Development,No,Valid,704082,None,10/01/2021,2020,51370130
N480DF,CALIFORNIA DEPT OF FORESTRY AND FIRE PROTECTION,S-70I,Rotorcraft,SIKORSKY,08/31/2028,Turbo-shaft,None,Government,No,A5E8EA,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,GE,T700-GE-701D,05/18/2021,None,Experimental,Research and Development,No,Valid,704081,None,08/17/2021,2019,51364352
N477DF,CALIFORNIA DEPT OF FORESTRY AND FIRE PROTECTION,S-70I,Rotorcraft,SIKORSKY,01/31/2029,Turbo-shaft,None,Government,No,A5DB6C,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,GE,T700-GE-701D,09/14/2021,None,Experimental,Research and Development,No,Valid,704088,None,01/21/2022,2020,51355554
N115,CENTRAL COPTERS INC,HH-60L,Rotorcraft,SIKORSKY,12/31/2028,Turbo-shaft,None,Corporation,No,A03EC5,NO,PO BOX 7300,BOZEMAN,BEAVERHEAD,UNITED STATES,MONTANA,59771-7300,None,GE,T700-GE-701C,03/16/2022,None,Experimental,Research and Development,No,Valid,04-27020,None,12/04/2021,2004,50037305
N314,CENTRAL COPTERS INC,K-1200,Rotorcraft,KAMAN AEROSPACE CORP,05/31/2028,Turbo-shaft,None,Corporation,No,A355AC,NO,PO BOX 7300,BOZEMAN,GALLATIN,UNITED STATES,MONTANA,59771-7300,TR7BO,ALLIEDSIGN,T5317A-1,04/04/2001,KAMAN AEROSPACE CORP,Standard,Normal,No,Valid,A94-0032,None,05/18/2012,2001,50652654
N950CH,CHI AVIATION,CH47D,Rotorcraft,TANDEM ROTOR LLC,07/31/2027,Turbo-shaft,None,Corporation,No,AD34E1,NO,3679 BOWEN RD,HOWELL,LIVINGSTON,UNITED STATES,MICHIGAN,48855-7755,R0014DE,HONEYWELL,T55-GA-714A,01/19/2018,TANDEM ROTOR LLC,Restricted,"Other, Forest, Agriculture and Pest Control",Yes,Valid,93-0932,None,07/17/2017,1993,53232341
N422DE,CIBOLO CREEK AVIATION LLC,A75N1,Fixed Wing Single-Engine,BOEING,12/31/2029,Reciprocating,None,LLC,No,A5035D,NO,5108 BROADWAY STE 203,SAN ANTONIO,BEXAR,UNITED STATES,TEXAS,78209-5728,None,CONT MOTOR,W670-6N,10/13/2011,None,Standard,Acrobatic,No,Valid,75-3113,None,12/02/2013,1942,51201535
N305FD,CITY OF LOS ANGELES,AW139,Rotorcraft,AGUSTA SPA,08/31/2028,Turbo-shaft,None,Government,No,A33266,NO,C/O AIR OPERATIONS SECTION,VAN NUYS,LOS ANGELES,UNITED STATES,CALIFORNIA,91406-1611,R00002RD,P&W CANADA,PT6C-67C,06/25/2008,LEONARDO S P A,Standard,Transport,No,Valid,41009,None,08/20/2012,2008,50631146
N304FD,CITY OF LOS ANGELES,AW139,Rotorcraft,AGUSTAWESTLAND PHILADELPHIA,07/31/2027,Turbo-shaft,None,Government,No,A32EAF,NO,16617 ARMINTA ST,VAN NUYS,LOS ANGELES,UNITED STATES,CALIFORNIA,91406-1611,R00002RD,P&W CANADA,PT6C-67C,04/18/2017,LEONARDO S P A,Standard,Transport,No,Valid,41528,None,07/14/2017,2017,50627257
N12NP,CITY OF NEWARK,OH-58,Rotorcraft,BELL,03/31/2029,Turbo-shaft,None,Government,No,A05293,NO,472 ORANGE ST,NEWARK,ESSEX,UNITED STATES,NEW JERSEY,07107-2943,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,73-21906,None,11/29/2005,None,50051223
N12NP,CITY OF NEWARK,OH-58,Rotorcraft,BELL,03/31/2029,Turbo-shaft,None,Government,No,A05293,NO,472 ORANGE ST,NEWARK,ESSEX,UNITED STATES,NEW JERSEY,07107-2943,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,73-21906,None,11/29/2005,None,50051223
N282SD,CITY OF SAN DIEGO,412EP,Rotorcraft,BELL,07/31/2027,Turbo-shaft,None,Government,No,A2D6FD,NO,FIRE-RECUE DEPT/AIR OPERATIONS,SAN DIEGO,SAN DIEGO,UNITED STATES,CALIFORNIA,92123-1531,H4SW,P&W CANADA,PT6T-3DF,02/27/2008,BELL TEXTRON INC,Standard,Transport,No,Valid,36466,None,07/30/2014,2008,50553375
N803NZ,CO FIRE AVIATION INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,06/30/2029,Turbo-prop,None,Corporation,No,AAEE46,NO,23101 HIGHWAY 52,FORT MORGAN,MORGAN,UNITED STATES,COLORADO,80701-9401,None,P&W CANADA,PT6A-67F,03/30/2016,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0645,None,06/15/2016,2016,52567106
N809NZ,CO FIRE AVIATION INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,07/31/2029,Turbo-prop,None,Corporation,No,AB0490,NO,23101 HIGHWAY 52,FORT MORGAN,MORGAN,UNITED STATES,COLORADO,80701-9401,None,P&W CANADA,PT6A-67F,02/07/2019,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0789,None,07/16/2019,2019,52602220
N310NZ,CO FIRE AVIATION INC,310N,Fixed Wing Multi-Engine,CESSNA,03/31/2028,Reciprocating,None,Corporation,No,A34815,NO,23101 HIGHWAY 52,FORT MORGAN,MORGAN,UNITED STATES,COLORADO,80701-9401,None,CONT MOTOR,I0-470 SERIES,08/15/1968,None,Standard,Normal,No,Valid,310N-0173,None,03/23/2018,1968,50644025
N804NZ,CO FIRE AVIATION INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,05/31/2027,Turbo-prop,None,Corporation,No,AAF1FD,NO,23101 HIGHWAY 52,FORT MORGAN,MORGAN,UNITED STATES,COLORADO,80701-9401,None,P&W CANADA,PT6A-67F,01/10/2017,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0683,None,05/22/2017,2017,52570775
N806NZ,CO FIRE AVIATION INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,03/31/2028,Turbo-prop,None,Corporation,No,AAF96B,NO,23101 HIGHWAY 52,FORT MORGAN,MORGAN,UNITED STATES,COLORADO,80701-9401,None,P&W CANADA,PT6A-67F,01/22/2018,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0735,None,03/26/2018,2018,52574553
N881GB,CO FIRE AVIATION INC,GB1 GAMEBIRD,Fixed Wing Single-Engine,GAME COMPOSITES LLC,10/31/2029,Reciprocating,None,Corporation,No,AC2224,NO,23101 HIGHWAY 52,FORT MORGAN,MORGAN,UNITED STATES,COLORADO,80701-9401,None,LYCOMING,AEIO-580-B1A,09/23/2021,None,Experimental,Market Survey,No,Valid,0009,None,10/22/2019,2019,53021044
N239CH,COLUMBIA HELICOPTERS INC,234,Rotorcraft,BOEING-VERTOL,05/31/2027,Turbo-shaft,None,Corporation,No,A22A29,NO,14452 ARNDT RD NE,AURORA,MARION,UNITED STATES,OREGON,97002-9525,H9EA,HONEYWELL,AL5512,05/05/2017,COLUMBIA HELICOPTERS INC,Standard,Transport,No,Valid,MJ006,None,05/04/2017,1981,50425051
N471CH,COLUMBIA HELICOPTERS INC,CH-47D,Rotorcraft,COLUMBIA HELICOPTERS INC,03/31/2030,Turbo-shaft,None,Corporation,No,A5C50B,NO,PO BOX 3500,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97208-3500,R00051SE,HONEYWELL,T55-GA-714A,11/10/2014,COLUMBIA HELICOPTERS INC,Restricted,"Other, Forest",No,Valid,90-0198,None,03/26/2014,1991,51342413
N472CH,COLUMBIA HELICOPTERS INC,CH-47D,Rotorcraft,COLUMBIA HELICOPTERS INC,08/31/2027,Turbo-shaft,None,Corporation,No,A5C8C2,NO,PO BOX 3500,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97208-3500,R00051SE,HONEYWELL,T55-GA-714A,03/14/2015,COLUMBIA HELICOPTERS INC,Restricted,"Other, Forest",Yes,Valid,89-0138,None,08/11/2014,1990,51344302
N245CH,COLUMBIA HELICOPTERS INC,234,Rotorcraft,BOEING-VERTOL,07/31/2028,Turbo-shaft,None,Corporation,No,A242CC,NO,14452 ARNDT RD NE,AURORA,MARION,UNITED STATES,OREGON,97002-9525,H9EA,LYCOMING,AL5512,07/18/2018,COLUMBIA HELICOPTERS INC,Standard,Transport,No,Valid,MJ022,None,07/10/2018,1983,50441314
N473CH,COLUMBIA HELICOPTERS INC,CH-47D,Rotorcraft,COLUMBIA HELICOPTERS INC,02/29/2028,Turbo-shaft,None,Corporation,No,A5CC79,NO,PO BOX 3500,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97208-3500,R00051SE,HONEYWELL,T55-GA-714A,07/05/2016,COLUMBIA HELICOPTERS INC,Restricted,"Other, Forest",Yes,Valid,92-0283,None,02/12/2015,1993,51346171
N111NS,COLUMBIA HELICOPTERS INC,200C,Fixed Wing Multi-Engine,BEECH,01/31/2028,Turbo-prop,None,Corporation,No,A03127,NO,PO BOX 3500,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97208-3500,None,U/A CANADA,PT6A-41,05/05/1981,None,Standard,Normal,No,Valid,BL-36,None,08/02/1994,1981,50030447
N822LA,CONSOLIDATED FIRE PROTECTION DIST OF LOS ANGELES,S-70I,Rotorcraft,SIKORSKY,01/31/2028,Turbo-shaft,None,Government,No,AB3944,NO,LACOFD AIR OPERATIONS/BARTON HELI,LOS ANGELES,LOS ANGELES,UNITED STATES,CALIFORNIA,90063-3244,None,GE,T700-GE-701D,12/08/2017,None,Experimental,Market Survey,No,Valid,704024,None,01/04/2018,2017,52634504
N905CH,CONSTRUCTION HELICOPTERS INC,S-61N,Rotorcraft,SIKORSKY,03/31/2028,Turbo-shaft,None,Corporation,No,AC81F9,NO,3679 BOWEN RD,HOWELL,LIVINGSTON,UNITED STATES,MICHIGAN,48855-7755,1H15,Unknown,Unknown,None,SIKORSKY AIRCRAFT,Unknown,None,No,Valid,61711,None,07/07/2005,None,53100771
N160AQ,CORMORANT VENTURE LLC,UH-60A,Rotorcraft,SIKORSKY,08/31/2027,Turbo-shaft,None,LLC,No,A0F1BD,NO,11150 SANTA MONICA BLVD STE 600,LOS ANGELES,LOS ANGELES,UNITED STATES,CALIFORNIA,90025-0479,None,GE,T700-GE-700,01/31/2017,None,Experimental,"Racing, Market Survey, Research and Development",No,Valid,81-23588,None,08/21/2017,1982,50170675
N297EA,CORSAIR TWO LLC,DC-9-87,Fixed Wing Multi-Engine,MCDONNELL DOUGLAS,04/30/2029,Turbo-fan,None,LLC,No,A30FE0,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P & W,JT8D-219,01/23/2018,None,Standard,Transport,Yes,Valid,53213,None,04/23/2013,1991,50607740
N295EA,CORSAIR TWO LLC,DC-9-87,Fixed Wing Multi-Engine,MCDONNELL DOUGLAS,09/30/2028,Turbo-fan,None,LLC,No,A30872,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P & W,JT8D-219,05/05/2017,None,Standard,Transport,Yes,Valid,53211,None,09/20/2012,1991,50604162
N294EA,CORSAIR TWO LLC,DC-9-87,Fixed Wing Multi-Engine,MCDONNELL DOUGLAS,07/31/2029,Turbo-fan,None,LLC,No,A304BB,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P & W,JT8D-219,04/03/2020,None,Standard,Transport,No,Valid,53210,None,07/26/2013,1991,50602273
N293EA,CORSAIR TWO LLC,DC-9-87 (MD-87),Fixed Wing Multi-Engine,MCDONNELL DOUGLAS,07/31/2028,Turbo-fan,None,LLC,No,A30104,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P & W,JT8D-219,06/07/2019,None,Standard,Transport,Yes,Valid,53209,None,07/09/2012,1991,50600404
N292EA,CORSAIR TWO LLC,DC-9-87,Fixed Wing Multi-Engine,MCDONNELL DOUGLAS,04/30/2028,Turbo-fan,None,LLC,No,A2FD4D,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P & W,JT8D-219,11/03/2017,None,Standard,Transport,Yes,Valid,53208,None,04/20/2012,1991,50576515
N291EA,CORSAIR TWO LLC,DC-9-87,Fixed Wing Multi-Engine,MCDONNELL DOUGLAS,05/31/2027,Turbo-fan,None,LLC,No,A2F996,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P & W,JT8D-219,05/19/2014,None,Standard,Transport,No,Valid,53039,None,05/18/2011,1991,50574626
N212TH,COUGAR AVIATION LLC,212,Rotorcraft,BELL,10/31/2027,Turbo-shaft,None,LLC,No,A1C2A1,NO,5484 E PERIMETER RD,FRESNO,FRESNO,UNITED STATES,CALIFORNIA,93727-7718,H4SW,P&W CANADA,PT6T-3 SERIES,06/02/2003,BELL TEXTRON INC,Standard-Restricted,"Forest, Aerial Advertising, Agriculture and Pest Control",No,Valid,31109,None,07/07/2003,1980,50341241
N261CG,DELAWARE TRUST CO TRUSTEE,S-61N,Rotorcraft,SIKORSKY,12/31/2029,Turbo-shaft,None,Corporation,No,A282ED,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,1H15,GE,CT58-140-2,06/25/2019,SIKORSKY AIRCRAFT,Standard,Transport,Yes,Valid,61257,None,12/26/2022,1985,50501355
N1200N,COULSON AVIATION (USA) INC,550,Fixed Wing Multi-Engine,CESSNA,08/31/2027,Turbo-fan,None,Corporation,No,A05617,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205-3610,None,P&W CANADA,JT15D-4,02/13/1992,None,Restricted,Other,No,Valid,550-0681,None,08/13/2020,1992,50053027
N550CG,DELAWARE TRUST CO TRUSTEE,550,Fixed Wing Multi-Engine,CESSNA,01/31/2030,Turbo-fan,None,Corporation,No,A6FFA4,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,P&W CANADA,JT15D-4,02/22/2013,None,Restricted,Other,Yes,Valid,550-0677,None,01/03/2023,1991,51577644
N552CG,DELAWARE TRUST CO TRUSTEE,550,Fixed Wing Multi-Engine,CESSNA,01/31/2030,Turbo-fan,None,Corporation,No,A70712,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,P&W CANADA,JT15D-4,09/21/2012,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,550-0659,None,01/10/2023,1991,51603422
N554CG,COULSON AVIATION (USA) INC,550,Fixed Wing Multi-Engine,CESSNA,08/31/2027,Turbo-fan,None,Corporation,No,A70E80,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97250,None,P&W CANADA,JT15D-4,01/17/1992,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,550-0680,None,08/12/2020,1992,51607200
N604CG,COULSON AVIATION (USA) INC,CL-600 CHALLENGER,Fixed Wing Multi-Engine,CANADAIR LTD,08/31/2029,Turbo-fan,None,Non Citizen Corporation,No,A7D654,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205-3610,None,LYCOMING,ALF502L-2,11/28/2017,None,Standard,Transport,No,Valid,1048,None,08/12/2022,1982,51753124
N76CG,DELAWARE TRUST CO TRUSTEE,S-76B,Rotorcraft,SIKORSKY,01/31/2030,Turbo-shaft,None,Corporation,No,AA3F68,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,H1NE,P&W,PT6 SERIES,12/10/2019,SIKORSKY AIRCRAFT CORP,Standard,Transport,Yes,Valid,760355,None,01/03/2023,1989,52437550
N140CG,COULSON AVIATION USA INC,C-130H,Fixed Wing Multi-Engine,LOCKHEED,08/31/2027,Turbo-prop,None,Corporation,No,A0A2E9,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205-3610,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,382-4337,None,08/10/2020,None,50121351
N132CG,DELAWARE TRUST COMPANY TRUSTEE,C-130H,Fixed Wing Multi-Engine,LOCKHEED,12/31/2029,Turbo-prop,None,Corporation,No,A082D8,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,ALLISON,T56-A-15 SER,12/22/2020,None,Restricted,"Other, Forest",No,Valid,382-4338,None,12/26/2022,1968,50101330
N130CG,COULSON AVIATION USA INC,C-130H,Fixed Wing Multi-Engine,LOCKHEED,03/31/2027,Turbo-prop,None,Corporation,No,A07B6A,NO,810 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,382-4339,None,03/04/2020,None,50075552
N471WR,COULSON AVIATION USA INC,S-61N,Rotorcraft,SIKORSKY,11/30/2028,Turbo-shaft,None,Corporation,No,A5C6D5,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205-3610,1H15,GE,CT58 SERIES,06/01/1999,SIKORSKY AIRCRAFT,Standard,Transport,No,Valid,61471,None,11/10/2021,1969,51343325
N476AW,COULSON AVIATION USA INC,S-61N,Rotorcraft,SIKORSKY,11/30/2028,Turbo-shaft,None,Corporation,No,A5D779,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205-3610,1H15,Unknown,Unknown,None,SIKORSKY AIRCRAFT,Unknown,None,No,Valid,61476,None,11/10/2021,None,51353571
N745AW,COULSON AVIATION USA INC,S-61N,Rotorcraft,SIKORSKY,11/30/2028,Turbo-shaft,None,Corporation,No,AA0532,NO,610 SW ALDER ST STE 910,PORTLAND,MULTNOMAH,UNITED STATES,OREGON,97205-3610,1H15,Unknown,Unknown,None,SIKORSKY AIRCRAFT,Unknown,None,No,Valid,61745,None,11/10/2021,None,52402462
