,Loc Id,Facility Type,Wind Indicator,ARP Latitude DD,ARP Longitude DD,Runway Id,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,ICAO Id,#Runway Id
4103,VQQ,AIRPORT,Y-L,30.21877778,-81.87716667,09L/27R,ASPH-CONC-G,,,,,,G,KVQQ,6
4104,VQQ,AIRPORT,Y-L,30.21877778,-81.87716667,H1,CONC-G,,,,,,G,KVQQ,6
4105,VQQ,AIRPORT,Y-L,30.21877778,-81.87716667,H2,CONC-G,,,,,,G,KVQQ,6
4106,VQQ,AIRPORT,Y-L,30.21877778,-81.87716667,18L/36R,ASPH-CONC-G,HIGH,,,,,G,KVQQ,6
4107,VQQ,AIRPORT,Y-L,30.21877778,-81.87716667,18R/36L,ASPH-CONC-P,,,,,,F,KVQQ,6
4108,01FL,AIRPORT,Y-L,28.78193611,-81.15922778,18/36,TURF,MED,,,,,,,1
4109,FA71,AIRPORT,Y,29.22802056,-82.94373083,N/S,TRTD,,,,,,,,1
4110,X25,AIRPORT,Y-L,27.95380556,-81.60141667,18/36,TURF-F,NSTD,,,,,F,,1
4111,53FD,AIRPORT,Y,30.4775,-84.03472222,10/28,TURF,,,,,,,,1
4112,05FL,AIRPORT,Y,26.52022222,-81.41022222,09/27,TURF,,,,,,,,2
4113,05FL,AIRPORT,Y,26.52022222,-81.41022222,15/33,TURF,,,,,,,,2
4114,13FD,SEAPLANE BASE,,27.99421944,-81.54378889,NW/SE,WATER,,,,,,,,1
4115,09FD,AIRPORT,Y,28.67110361,-82.08730667,18/36,TURF,,,,,,,,1
4116,51FL,AIRPORT,Y,29.39494444,-82.86977778,18/36,TURF,,,,,,,,1
4117,5FD7,AIRPORT,,28.61165861,-82.36787056,09/27,ASPH,,,,,,,,1
4118,5FL8,AIRPORT,Y,30.88824389,-85.16770722,18/36,TURF,,,,,,,,1
4119,NFJ,AIRPORT,,30.50694444,-86.95972222,18/36,ASPH,HIGH,,,,,,KNFJ,1
4120,93FD,AIRPORT,,30.75463361,-87.17747056,18/36,TURF,,,,,,,,1
4121,FA32,AIRPORT,Y,30.10333333,-83.45027778,03/21,TURF,,,,,,,,1
4122,07FL,HELIPORT,Y,28.87688889,-82.49108333,H1,TURF-F,,,,,,F,,1
4123,96FD,AIRPORT,,27.33337639,-80.73616944,N/S,TURF,,,,,,,,1
4124,30FD,HELIPORT,Y,26.123975,-80.14421167,H1,ASPH-CONC,FLD,,,,,,,1
4125,8FA1,AIRPORT,,30.0529415,-82.24177083,09/27,TURF-F,,,,,,,,1
4126,74FD,AIRPORT,,30.46408361,-85.1771425,05/23,TURF,,,,,,,,1
4127,CLW,AIRPORT,Y-L,27.97721389,-82.75905694,16/34,ASPH-F,MED,,,,,F,KCLW,1
4128,1FD2,SEAPLANE BASE,,27.95275,-82.82830556,06W/24W,WATER,,,,,,,,1
4129,54FA,HELIPORT,,26.08415,-80.3674,H1,CONC,NSTD,,,,,,,1
4130,27FD,HELIPORT,Y,30.2721425,-85.52075722,H1,TURF,,,,,,,,1
4131,8FA4,AIRPORT,,29.01044444,-81.13247222,07/25,TURF-F,,,,,,,,1
4132,43FD,SEAPLANE BASE,,28.29111111,-81.38722222,ALL/WAY,WATER,,,,,,,,1
4133,FD89,AIRPORT,Y,30.82713139,-87.35831056,09/27,TURF,,,,,,,,1
4134,25FL,AIRPORT,Y,28.63194444,-82.15777778,04/22,TURF,,,,,,,,1
4135,FD42,AIRPORT,N,30.21161278,-83.05457667,09/27,TURF,,,,,,,,1
4136,FA54,AIRPORT,Y,26.85374167,-82.25260278,05/23,ASPH-E,MED,30,100,,,G,,1
4137,1FD4,AIRPORT,Y,26.44535667,-81.60730306,03/21,TURF,,,,,,,,1
4138,A51,AIRPORT,Y,29.75854361,-85.28908472,18/36,TURF-F,,,,,,,,1
4139,17FA,AIRPORT,Y,26.71340111,-81.53535583,18/36,TURF,,,,,,,,3
4140,17FA,AIRPORT,Y,26.71340111,-81.53535583,03W/21W,WATER,,,,,,,,3
4141,17FA,AIRPORT,Y,26.71340111,-81.53535583,09W/27W,WATER,,,,,,,,3
4142,FA02,AIRPORT,Y,26.30989167,-81.2273,08/26,TURF,,,,,,,,1
4143,86FD,AIRPORT,Y,29.76472222,-82.89638889,09/27,TURF,,,,,,,,1
4144,FL01,AIRPORT,Y,27.62114444,-81.61063333,14/32,TURF,,,,,,,,1
4145,CTY,AIRPORT,Y-L,29.63552778,-83.10475,04/22,ASPH-F,MED,13,,,,P,KCTY,2
4146,CTY,AIRPORT,Y-L,29.63552778,-83.10475,13/31,ASPH-CONC-G,MED,13,,,,F,KCTY,2
4147,04FL,AIRPORT,,29.23942472,-81.222005,09/27,TURF,,,,,,,,1
4148,FL19,AIRPORT,Y,29.24525056,-82.35371083,18/36,TURF,,,,,,,,1
4149,CGC,AIRPORT,Y-L,28.86761111,-82.57411111,18/36,TURF-F,,,,,,,KCGC,2
4150,CGC,AIRPORT,Y-L,28.86761111,-82.57411111,09/27,ASPH-E,MED,68,97,,,G,KCGC,2
4151,6FD1,HELIPORT,Y,28.95944444,-82.69305556,H1,CONC,,,,,,,,1
4152,2FL0,AIRPORT,Y,30.45686111,-85.68603889,03/21,TURF,,,,,,,,1
4153,FD53,AIRPORT,Y,28.45333333,-82.215,18/36,TURF-F,,,,,,,,1
4154,FD27,AIRPORT,Y,30.36273333,-82.22622694,09/27,TURF,,,,,,,,1
4155,TNT,AIRPORT,Y-L,25.86180556,-80.897,09/27,ASPH-G,HIGH,130,200,400,800,F,KTNT,1
4156,FD00,HELIPORT,Y,25.82733889,-80.34249722,H1,CONC,,,,,,,,1
4157,DAB,AIRPORT,Y-L,29.17990889,-81.05804222,16/34,ASPH-F,MED,120,225,385,892,G,KDAB,3
4158,DAB,AIRPORT,Y-L,29.17990889,-81.05804222,07R/25L,ASPH-P,MED,24,38,,,G,KDAB,3
4159,DAB,AIRPORT,Y-L,29.17990889,-81.05804222,07L/25R,ASPH-CONC-G,HIGH,120,224,402,915,G,KDAB,3
4160,FD48,AIRPORT,N,30.24190833,-81.4498075,18/36,ASPH,NSTD,,,,,,,1
4161,FD86,AIRPORT,Y,29.03026194,-81.44701194,05/23,TURF,,,,,,,,1
4162,54J,AIRPORT,Y-L,30.73111111,-86.15377778,18/36,DIRT-F,,,,,,F,,2
4163,54J,AIRPORT,Y-L,30.73111111,-86.15377778,09/27,ASPH-F,MED,20,,,,G,,2
4164,DED,AIRPORT,Y-L,29.06702778,-81.28375,12/30,ASPH-G,MED,,60,,,F,KDED,2
4165,DED,AIRPORT,Y-L,29.06702778,-81.28375,05/23,ASPH-F,MED,,40,,,F,KDED,2
4166,48FD,HELIPORT,Y,26.43805556,-80.12777778,H1,MATS-G,,,,,,,,1
4167,FD84,AIRPORT,,30.12523222,-82.66373417,09/27,TURF-G,,,,,,,,1
4168,FD85,HELIPORT,Y,27.22798889,-81.85098889,H1,CONC,,,,,,,,1
4169,22FD,HELIPORT,Y-L,30.39388889,-86.47138889,H1,CONC,,,,,,,,1
4170,DTS,AIRPORT,Y-L,30.40005472,-86.47147222,14/32,ASPH-G,HIGH,38,67,113,,G,KDTS,1
4171,FA18,AIRPORT,Y,26.44416667,-81.02027778,09/27,TURF,,,,,,,,1
4172,64FL,HELIPORT,Y,25.78198056,-80.37752222,H1,CONC,,,,,,,,1
4173,FA93,AIRPORT,Y,30.45613611,-83.14423333,18/36,TURF-F,,,,,,,,1
4174,FA79,HELIPORT,,29.16553778,-81.02727778,H1,TURF-F,,,,,,F,,1
4175,7FD5,HELIPORT,Y-L,30.76129722,-85.68248889,H1,CONC,PERI,,,,,,,1
4176,62FD,SEAPLANE BASE,,30.12527778,-81.74416667,06W/24W,WATER,,,,,,,,1
4177,0FA2,HELIPORT,Y,30.11975308,-83.59273181,H2,CONC,PERI,,,,,,,1
4178,FA43,AIRPORT,Y,29.80854389,-84.59573472,15/33,TURF,,,,,,,,1
4179,FA26,AIRPORT,Y,30.53722222,-84.45194444,09/27,TURF,MED,,,,,,,1
4180,0FD2,HELIPORT,Y,25.95956667,-80.23916944,H1,CONC,,,,,,,,3
4181,0FD2,HELIPORT,Y,25.95956667,-80.23916944,H2,TURF,,,,,,,,3
4182,0FD2,HELIPORT,Y,25.95956667,-80.23916944,H3,TURF,,,,,,,,3
4183,0FA0,HELIPORT,N,25.81736111,-80.34038889,H1,CONC-F,PERI,,,,,G,,1
4184,55FD,AIRPORT,,30.81852,-86.68801083,09/27,TURF-G,,,,,,,,1
4185,FA22,HELIPORT,Y-L,27.33337917,-82.43009472,H1,CONC,,,,,,,,1
4186,DT1,HELIPORT,Y-L,26.12046444,-80.14205486,H1,CONC-G,MED,,,,,,,1
4187,7FL8,AIRPORT,Y,27.44392806,-80.56505556,11/29,TURF-G,,,,,,,,1
4188,7FD2,AIRPORT,,28.99025639,-82.33037333,06/24,TURF,,,,,,,,2
4189,7FD2,AIRPORT,,28.99025639,-82.33037333,16/34,TURF,,,,,,,,2
4190,FD99,HELIPORT,,28.42861722,-81.47729417,H1,CONC,,,,,,,,1
4191,08FA,AIRPORT,Y,26.57979472,-81.48368861,09/27,TURF,,,,,,,,1
4192,FA69,AIRPORT,Y,26.5878475,-80.63727917,18/36,ASPH,,,,,,,,1
4193,0FD3,AIRPORT,,30.49641667,-86.09383333,08/26,TURF,,,,,,,,2
4194,0FD3,AIRPORT,,30.49641667,-86.09383333,13/31,TURF,,,,,,,,2
4195,EGI,AIRPORT,Y,30.64858694,-86.52195936,180/360,ASPH-CONC,,,,,,,KEGI,2
4196,EGI,AIRPORT,Y,30.64858694,-86.52195936,18/36,ASPH-CONC,HIGH,,,,,G,KEGI,2
4197,5FL0,AIRPORT,Y,28.41305556,-82.22341667,18/36,TURF-G,,,,,,,,1
4198,FA53,HELIPORT,Y,28.04388889,-81.84861111,H1,TURF,,,,,,,,1
4199,FD44,AIRPORT,Y,29.42694444,-81.60416667,18W/36W,WATER,,,,,,,,2
4200,FD44,AIRPORT,Y,29.42694444,-81.60416667,18/36,TURF,LOW,,,,,,,2
4201,13FA,AIRPORT,Y,29.69441389,-81.51368889,18/36,TURF-G,,,,,,,,1
4202,FA86,AIRPORT,,29.21464028,-82.37165556,07/25,TURF,,,,,,,,1
4203,VPS,AIRPORT,Y,30.48321942,-86.52604433,12/30,ASPH-CONC-E,HIGH,,,,,F,KVPS,2
4204,VPS,AIRPORT,Y,30.48321942,-86.52604433,02/20,ASPH-F,HIGH,,,,,F,KVPS,2
4205,FL34,AIRPORT,Y,30.63185833,-86.74717778,18/36,ASPH,,35,78,,,G,,1
4206,4FL1,AIRPORT,Y,27.86277778,-80.95805556,18/36,TURF,,,,,,,,1
4207,7FD9,AIRPORT,,30.62437444,-83.28681417,18/36,TURF,,,,,,,,1
4208,FL67,AIRPORT,Y,27.2778225,-80.58588889,09/27,ASPH,,,,,,,,1
4209,X01,AIRPORT,Y-L,25.84886111,-81.39027778,15/33,ASPH-TURF-F,MED,10,12,,,F,,1
4210,ORL,AIRPORT,Y-L,28.54546167,-81.33293,13/31,ASPH-F,HIGH,35,60,,,F,KORL,2
4211,ORL,AIRPORT,Y-L,28.54546167,-81.33293,07/25,ASPH-F,HIGH,45,100,115,,G,KORL,2
4212,5FL1,AIRPORT,Y,29.9032725,-83.60792444,01/19,TURF,,,,,,,,1
4213,4FL3,AIRPORT,Y,27.74169583,-80.6661675,09/27,TURF,,,,,,,,1
4214,FD98,SEAPLANE BASE,Y,28.71471806,-81.27006583,09W/27W,WATER,,,,,,,,1
4215,FHB,AIRPORT,Y-L,30.61183333,-81.46119444,04/22,ASPH-E,MED,66,94,,,G,KFHB,3
4216,FHB,AIRPORT,Y-L,30.61183333,-81.46119444,09/27,CONC-G,MED,80,102,,,F,KFHB,3
4217,FHB,AIRPORT,Y-L,30.61183333,-81.46119444,13/31,ASPH-F,MED,18,,,,G,KFHB,3
4218,FD59,AIRPORT,Y,28.47027778,-82.24091667,11/29,TURF-G,,,,,,,,1
4219,9FL8,AIRPORT,N,30.61659083,-83.65237972,09/27,TURF,,,,,,,,1
4220,10FL,HELIPORT,Y,24.71055556,-81.09388889,H1,ASPH-F,,,,,,F,,1
4221,FD03,AIRPORT,Y,30.803,-86.43647778,07/25,TURF,,,,,,,,1
4222,5FD4,HELIPORT,Y,29.47113889,-81.24430556,H1,CONC,,,,,,,,1
4223,FIN,AIRPORT,Y-L,29.46515111,-81.20764833,06/24,ASPH-E,MED,60,,,,G,KFIN,4
4224,FIN,AIRPORT,Y-L,29.46515111,-81.20764833,H1,CONC-GRVL-F,,,,,,,KFIN,4
4225,FIN,AIRPORT,Y-L,29.46515111,-81.20764833,18W/36W,WATER,,,,,,,KFIN,4
4226,FIN,AIRPORT,Y-L,29.46515111,-81.20764833,11/29,ASPH-E,MED,60,,,,F,KFIN,4
4227,38FL,HELIPORT,Y,29.861943,-81.316759,H1,CONC,,,,,,,,1
4228,4FD7,AIRPORT,Y,28.2064025,-81.82785611,18/36,TURF,,,,,,,,1
4229,3FL2,HELIPORT,Y,28.91472222,-81.28472222,H1,CONC,,,,,,,,1
4230,30FA,HELIPORT,,27.32053889,-81.37047778,H1,CONC,,,,,,,,1
4231,32FL,HELIPORT,Y-L,28.82440833,-81.71052778,H1,CONC-G,PERI,,,,,,,1
4232,7FA0,HELIPORT,Y,24.58375667,-81.74425694,H1,CONC-F,PERI,,,,,F,,1
4233,FL94,HELIPORT,Y,25.76704417,-80.34977444,H1,CONC-F,,,,,,F,,1
4234,59FL,HELIPORT,Y,26.85950472,-80.05801111,H1,CONC,,,,,,,,1
4235,5FL9,SEAPLANE BASE,,28.78084722,-81.03175,06W/24W,WATER,,,,,,,,1
4236,FL08,AIRPORT,Y,30.41549694,-83.01652306,18/36,TURF,,,,,,,,1
4237,31FD,HELIPORT,Y-L,30.7063025,-84.84242028,H1,TURF,,,,,,,,1
4238,65FL,HELIPORT,Y,27.20861111,-80.29138889,H2,TURF,,,,,,,,2
4239,65FL,HELIPORT,Y,27.20861111,-80.29138889,H1,TURF,,,,,,,,2
4240,3FA7,AIRPORT,,29.0426625,-81.05695,H1,TURF,,,,,,,,2
4241,3FA7,AIRPORT,,29.0426625,-81.05695,18/36,TURF,,,,,,,,2
4242,FL84,AIRPORT,Y,30.60107028,-81.57037306,05/23,TURF,,,,,,,,1
4243,10FA,AIRPORT,Y,28.79748944,-81.935915,11/29,ASPH,,,,,,,,1
4244,FD16,AIRPORT,Y,29.96583333,-82.87277778,18/36,TURF,,,,,,,,1
4245,FD39,AIRPORT,Y,27.15555556,-80.69166667,14/32,TURF,,,,,,,,1
4246,FD29,AIRPORT,Y,29.13081111,-82.11925556,09/27,TURF-G,,,,,,,,1
4247,FL99,AIRPORT,Y,28.87609833,-81.88897,18/36,TURF,,,,,,,,1
4248,37FL,AIRPORT,Y,29.71856917,-82.84456694,18/36,TURF,,,,,,,,1
4249,7FA3,AIRPORT,,26.79805556,-81.52541667,10/28,TURF,,,,,,,,1
4250,5FA1,AIRPORT,Y,28.87804222,-81.94091583,09/27,TURF-G,,,,,,,,1
4251,33FL,AIRPORT,Y,27.86086111,-80.99986111,04/22,TURF-G,,,,,,,,1
4252,0J8,AIRPORT,Y,29.61891667,-82.50877778,18/36,TURF-F,NSTD,,,,,F,,1
4253,FL54,AIRPORT,Y,29.93551667,-82.41066667,09/27,CONC,MED,,,,,,,2
4254,FL54,AIRPORT,Y,29.93551667,-82.41066667,18/36,TURF,NSTD,,,,,,,2
4255,9FL1,AIRPORT,Y,28.68360222,-82.15758667,09/27,TURF,LOW,,,,,,,1
4256,FD25,AIRPORT,Y,27.56246944,-80.49884444,N/S,TURF,,,,,,,,1
4257,62FL,AIRPORT,Y,27.84444444,-81.43972222,09/27,ASPH,,,,,,,,1
4258,2FL3,AIRPORT,Y,30.67258353,-85.08345172,18/36,TURF,,,,,,,,1
4259,31FL,AIRPORT,N,28.0433525,-81.01922972,09/27,TURF,,,,,,,,1
4260,9FD7,AIRPORT,,30.196225,-83.30904444,09/27,ASPH,,,,,,,,1
4261,FXE,AIRPORT,Y-L,26.19727936,-80.17070628,13/31,ASPH-G,MED,30,60,,,G,KFXE,2
4262,FXE,AIRPORT,Y-L,26.19727936,-80.17070628,09/27,ASPH-G,HIGH,56,81,,,G,KFXE,2
4263,FLL,AIRPORT,Y,26.07166667,-80.14969444,10L/28R,ASPH-CONC-E,HIGH,100,200,468,800,G,KFLL,2
4264,FLL,AIRPORT,Y,26.07166667,-80.14969444,10R/28L,CONC-E,HIGH,120,247,461,987,G,KFLL,2
4265,1FL,SEAPLANE BASE,,27.44161389,-80.30467222,16W/34W,WATER-F,,,,,,,,1
4266,1J9,AIRPORT,Y,30.40630556,-86.82919444,18/36,TURF-P,,,,,,,,1
4267,FL02,AIRPORT,Y,29.88940028,-82.79873444,13/31,TURF,,,,,,,,1
4268,FD11,HELIPORT,Y,30.31135028,-81.67481806,H1,ASPH,,,,,,,,1
4269,71FA,HELIPORT,Y,26.907,-80.30034722,H1,ASPH,,,,,,,,1
4270,75FD,HELIPORT,,27.35063333,-80.24479167,H1,CONC,,,,,,,,1
4271,5FA6,HELIPORT,,26.84365833,-80.10013889,H1,CONC,,,,,,,,1
4272,FL79,HELIPORT,,25.91729167,-80.28160556,H1,MATS,,,,,,,,1
4273,14FD,HELIPORT,,25.43022222,-80.33905,H1,ASPH,,,,,,,,1
4274,2FA6,AIRPORT,Y,28.81109889,-82.06536333,02/20,TURF,,,,,,,,1
4275,2FA7,AIRPORT,Y-L,29.63435278,-81.46488056,09/27,TURF,,,,,,,,1
4276,0FD6,SEAPLANE BASE,Y,27.90752222,-80.48644111,02W/20W,WATER,,,,,,,,1
4277,FD32,HELIPORT,Y,30.40061111,-86.86052778,H1,CONC-E,,,,,,,,1
4278,29FD,HELIPORT,Y,30.57047306,-84.54991083,H1,TURF,,,,,,,,1
4279,GNV,AIRPORT,Y-L,29.69005556,-82.27177778,07/25,ASPH-F,MED,107,172,,,G,KGNV,2
4280,GNV,AIRPORT,Y-L,29.69005556,-82.27177778,11/29,ASPH-G,HIGH,120,218,372,870,G,KGNV,2
4281,FD74,AIRPORT,Y,28.06585111,-80.9022825,18/36,TURF,,,,,,,,1
4282,24FL,AIRPORT,Y,30.49,-87.08583333,09/27,TURF,,,,,,,,1
4283,FA55,AIRPORT,Y,30.77972222,-85.76833333,18/36,TURF,,,,,,,,1
4284,0FL8,SEAPLANE BASE,,30.19388889,-81.68194444,09W/27W,WATER,,,,,,,,1
4285,5FL6,AIRPORT,,27.40500833,-80.81146944,09/27,TURF,,,,,,,,1
4286,72FL,AIRPORT,,28.15751556,-81.23479667,09/27,TURF,,,,,,,,1
4287,13FL,HELIPORT,Y,28.2766725,-82.32064306,H1,TURF-F,,,,,,F,,1
4288,FL05,HELIPORT,Y-L,28.53746111,-81.38448333,H1,CONC-E,PERI,,,,,,,1
4289,FD37,AIRPORT,,28.13723806,-81.26340222,09/27,TURF,,,,,,,,1
4290,FL65,HELIPORT,,29.72398889,-84.99220278,H1,CONC,,,,,,,,1
4291,CDK,AIRPORT,Y-L,29.13422222,-83.05047222,05/23,ASPH-E,MED,12,,,,G,KCDK,1
4292,8FL6,AIRPORT,Y,30.67352472,-86.85190417,18/36,TURF,,,,,,,,1
4293,FL35,AIRPORT,,28.175,-82.48777778,03/21,TURF,,,,,,,,1
4294,34FA,SEAPLANE BASE,Y,28.25194444,-80.66888889,16W/34W,WATER,,,,,,,,1
4295,FD81,AIRPORT,,29.70274389,-82.42566361,09/27,TURF-G,,,,,,,,1
4296,FD46,SEAPLANE BASE,N,27.75530639,-81.51396417,13W/31W,WATER,,,,,,,,1
4297,FD54,HELIPORT,Y,28.33472222,-81.50138889,H1,CONC,FLD,,,,,,,1
4298,4FL9,AIRPORT,Y,28.14334972,-81.64702028,09/27,TURF,,,,,,,,1
4299,FD41,HELIPORT,Y-L,28.38095278,-81.50854167,H1,CONC,PERI,,,,,,,1
4300,FL69,HELIPORT,Y,26.07981111,-80.25476944,H1,TURF,,,,,,,,1
4301,4FD5,SEAPLANE BASE,Y,30.134925,-85.73409667,13W/31W,WATER,,,,,,,,1
4302,00FA,AIRPORT,Y,28.64554722,-82.218975,08/26,ASPH,,,,,,,,1
4303,06FD,AIRPORT,Y,28.64166667,-81.885,18/36,TURF,,,,,,,,1
4304,FD33,AIRPORT,Y,28.21175556,-81.99791667,18/36,TURF,,,,,,,,1
4305,69FL,HELIPORT,Y,30.76902778,-85.08086111,H1,TURF,,,,,,,,1
4306,38FD,HELIPORT,Y,27.73697389,-81.53202,H1,TURF,,,,,,,,1
4307,FL00,AIRPORT,Y,27.41893,-81.8325825,17/35,TURF,,,,,,,,1
4308,8FL9,AIRPORT,,30.820225,-87.12967222,09/27,TURF,,,,,,,,1
4309,FD47,HELIPORT,Y,30.35936583,-87.15885722,H1,CONC,,,,,,,,1
4310,70FD,HELIPORT,Y,30.23888889,-85.55777778,H1,CONC-G,,,,,,,,1
4311,67FD,HELIPORT,Y,26.54364444,-81.84881389,H2,CONC,,,,,,,,2
4312,67FD,HELIPORT,Y,26.54364444,-81.84881389,H1,CONC,FLD,,,,,,,2
4313,23FL,AIRPORT,,27.68444444,-82.24416667,09/27,TURF,,,,,,,,1
4314,FL29,AIRPORT,Y,27.36115306,-80.57088861,09/27,TURF,,,,,,,,1
4315,99FA,HELIPORT,Y-L,28.95838611,-81.25558889,H1,CONC,,,,,,,,1
4316,29FL,HELIPORT,Y,29.20137028,-81.053945,H1,CONC-F,,,,,,F,,1
4317,F15,SEAPLANE BASE,Y,29.24182778,-81.03233,16W/34W,WATER,,,,,,,,1
4318,7FL4,AIRPORT,Y,29.90302056,-81.68592278,18/36,TURF,,,,,,,,1
4319,FA15,HELIPORT,,30.52327222,-82.95652361,H1,CONC,,,,,,,,1
4320,7FL3,SEAPLANE BASE,,30.53317778,-81.48223333,12W/30W,WATER,,,,,,,,1
4321,44FD,HELIPORT,Y,26.05074722,-80.21088889,H1,ROOF-TOP,,12,,,,,,1
4322,NZX,HELIPORT,,30.67876125,-86.88201347,09/27,TURF,,,,,,,KNZX,2
4323,NZX,HELIPORT,,30.67876125,-86.88201347,18/36,TURF,,,,,,,KNZX,2
4324,0FL0,AIRPORT,,26.70803889,-81.17570833,14/32,TURF,,,,,,,,1
4325,3FL8,AIRPORT,,30.94627778,-85.27381944,05/23,TURF,,,,,,,,1
4326,FD94,AIRPORT,,30.71888889,-85.60666667,09/27,TURF,,,,,,,,1
4327,1FD5,HELIPORT,Y-L,25.97048611,-80.145,H1,MATS,PERI,,,,,,,1
4328,FL32,HELIPORT,Y-L,28.362425,-82.68802222,H1,CONC,PERI,,,,,,,1
4329,5FL2,HELIPORT,Y-L,27.48208056,-82.62179722,H2,ASPH-CONC,,,,,,,,2
4330,5FL2,HELIPORT,Y-L,27.48208056,-82.62179722,H1,CONC,,,,,,,,2
4331,5FL3,HELIPORT,Y,27.9329,-82.28877222,H1,CONC,PERI,,,,,,,1
4332,68FL,HELIPORT,,30.47593611,-84.23100556,H1,CONC-F,,,,,,,,1
4333,FD96,HELIPORT,Y,28.83402778,-82.33536111,H1,ROOF-TOP,,,,,,,,1
4334,2FD8,HELIPORT,,26.98874444,-82.09945556,H1,CONC,,,,,,,,1
4335,FD45,HELIPORT,Y,30.45514167,-86.63267222,H1,MATS-F,,,,,,,,1
4336,1FD3,HELIPORT,Y-L,26.59817222,-80.09220556,H1,MATS,PERI,,,,,,,1
4337,70FL,HELIPORT,Y-L,25.73111111,-80.38611111,H1,MATS-E,PERI,,,,,,,1
4338,1FL2,HELIPORT,Y,30.18282222,-82.68834444,H1,CONC,PERI,,,,,,,1
4339,2FA8,HELIPORT,,28.81368056,-81.28373056,H1,CONC,,,,,,,,1
4340,14FL,HELIPORT,,27.91415556,-82.80300833,H1,CONC,,,,,,,,1
4341,FD19,HELIPORT,Y,27.43288889,-80.34604167,H1,ASPH,,,,,,,,1
4342,FA65,HELIPORT,Y-L,30.28934722,-81.60149167,H1,MATS-F,PERI,,,,,F,,1
4343,FL25,HELIPORT,Y-L,25.74001667,-80.21230556,H1,CONC-F,PERI,,,,,G,,2
4344,FL25,HELIPORT,Y-L,25.74001667,-80.21230556,H2,CONC-E,,,,,,,,2
4345,FA56,HELIPORT,,29.6615,-82.41211111,H1,MATS,PERI,,,,,G,,1
4346,72FA,HELIPORT,,27.82503056,-82.70320278,H1,CONC-E,PERI,,,,,,,1
4347,23FD,HELIPORT,,28.53733333,-82.53485556,H1,CONC,,,,,,,,1
4348,57FD,HELIPORT,Y,29.17247222,-82.13911111,H1,TURF,PERI,,,,,,,1
4349,20FA,HELIPORT,Y,30.16527778,-81.73625,H1,CONC,PERI,,,,,,,1
4350,12FD,HELIPORT,Y-L,28.29853611,-81.41024722,H2,ASPH-CONC,,,,,,,,2
4351,12FD,HELIPORT,Y-L,28.29853611,-81.41024722,H1,CONC,,,,,,,,2
4352,FA19,HELIPORT,Y,26.68466111,-80.25154444,H1,CONC,,,,,,,,1
4353,24FD,HELIPORT,Y,28.14472222,-81.47555556,H1,CONC,,,,,,,,1
4354,30FL,HELIPORT,Y,29.64353889,-81.69290556,H1,CONC,PERI,,,,,,,1
4355,26FL,HELIPORT,,27.25910278,-80.82910278,H1,CONC,PERI,,,,,,,1
4356,FL22,HELIPORT,,27.28844722,-80.29285278,H1,CONC,PERI,,,,,,,1
4357,9FL9,HELIPORT,Y-L,30.29133444,-83.00402028,H1,CONC-G,PERI,,,,,F,,1
4358,9FA3,HELIPORT,,28.20242222,-82.66015,H1,CONC,,,,,,,,1
4359,FL30,HELIPORT,Y,28.23515833,-82.72236111,H1,CONC-G,FLD,,,,,,,1
4360,6FL5,HELIPORT,,30.534225,-86.49677778,H1,CONC,PERI,,,,,,,1
4361,76FA,HELIPORT,,26.07722222,-80.25083333,H1,MATS,,,,,,,,1
4362,FL24,HELIPORT,Y,30.51653889,-87.21967778,H1,CONC-F,PERI,,,,,F,,1
4363,FD82,HELIPORT,,26.12331389,-80.260475,H1,CONC-TRTD,,,,,,,,1
4364,56FA,HELIPORT,Y,26.21202222,-80.25569167,H1,CONC,,,,,,,,1
4365,76FL,HELIPORT,Y,28.55055556,-81.52805556,H1,CONC,,,,,,,,1
4366,3FL9,HELIPORT,,26.5081,-81.91321389,H1,CONC,NSTD,,,,,,,1
4367,2FL9,HELIPORT,Y,28.17973611,-81.63896389,H1,CONC,PERI,,,,,,,1
4368,FL76,HELIPORT,Y,28.38444444,-81.48527778,H1,CONC,,,,,,,,1
4369,99FD,HELIPORT,Y,30.21131194,-85.69159556,H1,TURF-G,,,,,,,,1
4370,1FL9,HELIPORT,Y,26.74638889,-81.42861111,H1,CONC,,,,,,,,1
4371,45FA,HELIPORT,,26.75166667,-80.94113889,H1,CONC,FLD,,,,,,,1
4372,26FD,AIRPORT,Y,27.05116667,-81.84813889,18/36,TURF,,,,,,,,1
4373,HEG,AIRPORT,Y-L,30.27778583,-81.80594556,07/25,ASPH-F,MED,30,,,,F,KHEG,2
4374,HEG,AIRPORT,Y-L,30.27778583,-81.80594556,11/29,ASPH-E,MED,30,,,,G,KHEG,2
4375,FA40,AIRPORT,Y,28.28308333,-82.6407,05/23,ASPH-G,LOW,,,,,,,1
4376,22FA,AIRPORT,Y,27.3031025,-82.27259111,09/27,ASPH,LOW,,,,,,,1
4377,9FD3,HELIPORT,Y-L,27.46545556,-81.43188056,H1,CONC,PERI,,,,,,,1
4378,01J,AIRPORT,Y-L,30.68596667,-81.90634306,18/36,TURF-F,HIGH,,,,,G,,1
4379,FD01,HELIPORT,Y,27.96998056,-82.34558333,H1,CONC-G,,,,,,,,1
