,Loc Id,Facility Type,Wind Indicator,ARP Latitude DD,ARP Longitude DD,Runway Id,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,ICAO Id,#Runway Id
11160,95MU,HELIPORT,,38.19683611,-91.16960833,H1,CONC,,,,,,,,1
11161,MO10,HELIPORT,,36.87222222,-91.90583333,H1,ROOF-TOP,,,,,,,,1
11162,MU83,AIRPORT,,38.50544028,-91.24839722,13/31,TURF,,,,,,,,1
11163,K19,AIRPORT,Y-L,40.26219444,-94.33902778,01/19,CONC-G,NSTD,,,,,G,,1
11164,MO03,HELIPORT,Y,37.51881389,-90.83879722,H1,CONC-G,,,,,,,,1
11165,MO19,HELIPORT,Y-L,38.61308611,-92.41213056,H1,CONC-G,PERI,,,,,,,1
11166,MU07,AIRPORT,Y,38.39474028,-94.31022583,09/27,TURF,,,,,,,,1
11167,H88,AIRPORT,Y-L,37.60563889,-90.28747222,01/19,ASPH-G,MED,12,,,,F,,1
11168,5MO,AIRPORT,Y,40.39194583,-92.56477083,16/34,TURF-E,NSTD,,,,,,,1
11169,MU05,HELIPORT,Y,38.62524444,-90.21326667,H1,CONC,,,,,,,,1
11170,58MU,AIRPORT,,36.50059583,-94.29080833,01/19,TURF-F,,,,,,,,1
11171,MO77,AIRPORT,Y,36.97505444,-92.54266611,12/30,TURF,,,,,,,,1
11172,MU46,AIRPORT,,38.76244444,-94.57503472,15/33,ASPH,,,,,,,,1
11173,AOV,AIRPORT,Y-L,36.97188722,-92.68194583,13/31,ASPH-E,MED,,,,,G,KAOV,1
11174,21MO,AIRPORT,,37.587675,-91.78333611,02/20,TURF-F,,,,,,,,1
11175,MO39,AIRPORT,,39.11158611,-91.04150556,14/32,TURF,,,,,,,,1
11176,MO13,AIRPORT,Y-L,36.64043333,-94.48934722,09/27,TURF-G,NSTD,,,,,,,1
11177,MO69,HELIPORT,Y-L,39.00748333,-94.57820833,H1,CONC,PERI,,,,,,,1
11178,38MO,AIRPORT,Y,39.2556025,-90.855685,18/36,TURF,,,,,,,,1
11179,MO33,AIRPORT,Y,37.129725,-94.25321944,01/19,TURF,,,,,,,,1
11180,MO91,HELIPORT,Y,38.63626111,-90.26591389,H1,CONC,PERI,,,,,,,1
11181,8MO0,HELIPORT,Y,38.79394722,-90.58097778,H1,CONC,FLD,,,,,,,1
11182,MO11,AIRPORT,Y,39.40044444,-91.58289167,10/28,TURF,,,,,,,,1
11183,81MO,HELIPORT,Y-L,38.24833333,-94.34222222,H1,ASPH-CONC,PERI,,,,,,,1
11184,MO16,ULTRALIGHT,Y,37.16394444,-94.16827222,ALL/WAY,TURF,,,,,,,,1
11185,17MU,AIRPORT,,39.68279167,-94.37209722,06/24,TURF,,,,,,,,1
11186,8MO7,AIRPORT,N,39.4916625,-95.00663139,N/S,TURF,,,,,,,,1
11187,MU61,HELIPORT,Y,38.81664722,-94.50358056,H1,CONC,PERI,,,,,,,1
11188,MO04,AIRPORT,Y,36.56181389,-93.63926389,01/19,TURF-G,,,,,,,,1
11189,0MO4,HELIPORT,Y,39.08365556,-94.57691944,H1,CONC,FLD,,,,,,,1
11190,75K,AIRPORT,Y,40.27683333,-94.00741667,03/21,ASPH-P,NSTD,,,,,P,,1
11191,MO18,AIRPORT,Y,37.12275417,-93.09213194,09/27,TURF,,,,,,,,1
11192,2MO1,AIRPORT,Y,37.32004639,-93.41991583,18/36,TURF,,,,,,,,1
11193,89MO,AIRPORT,Y,38.57940417,-94.58385,17/35,TURF-DIRT-P,,,,,,,,1
11194,H57,AIRPORT,Y,37.75880556,-90.61680556,17/35,ASPH-G,NSTD,,,,,F,,1
11195,6MO0,AIRPORT,,38.95560528,-90.81485167,04/22,TURF,,,,,,,,1
11196,69MU,AIRPORT,,39.76423611,-94.62736111,18/36,TURF,,,,,,,,1
11197,MO71,AIRPORT,,39.463342,-94.41635,17/35,TURF,,,,,,,,3
11198,MO71,AIRPORT,,39.463342,-94.41635,16/34,TURF,,,,,,,,3
11199,MO71,AIRPORT,,39.463342,-94.41635,10/28,TURF,,,,,,,,3
11200,MO28,HELIPORT,Y,39.02690833,-94.26446111,H1,CONC,,,,,,,,1
11201,MU63,AIRPORT,Y,37.43504389,-93.06684944,18/36,TURF,,,,,,,,1
11202,MU38,AIRPORT,Y,40.17833056,-93.13078472,12/30,TURF-E,,,,,,,,1
11203,M17,AIRPORT,Y-L,37.59610694,-93.34769861,18/36,ASPH-E,MED,12,,,,G,,1
11204,MO5,AIRPORT,N,37.00938889,-91.00688889,02/20,ASPH-E,,,,,,P,,1
11205,1BT,AIRPORT,Y-L,37.91898056,-90.57520278,14/32,ASPH-G,MED,,,,,F,,1
11206,91MO,HELIPORT,Y-L,38.94893611,-92.31529722,H1,CONC-G,,,,,,,,1
11207,64MO,AIRPORT,Y,39.66527222,-95.01330167,03/21,TURF,,,,,,,,1
11208,86MO,HELIPORT,N,38.69969639,-93.22235119,H1,CONC,,,,,,,,1
11209,MO61,ULTRALIGHT,,39.52438889,-92.74181528,09/27,TURF,,,,,,,,1
11210,H19,AIRPORT,Y-L,39.37069639,-91.22027944,13/31,CONC-E,MED,12,,,,G,,1
11211,0MU6,HELIPORT,Y,39.07373333,-93.73589444,H1,CONC,FLD,,,,,,,1
11212,BBG,AIRPORT,Y,36.5320825,-93.20054444,14/32,CONC-G,HIGH,75,200,350,700,G,KBBG,1
11213,MO38,HELIPORT,Y,36.63839528,-93.27879361,H1,WOOD,,,,,,,,3
11214,MO38,HELIPORT,Y,36.63839528,-93.27879361,H2,WOOD,,,,,,,,3
11215,MO38,HELIPORT,Y,36.63839528,-93.27879361,H3,CONC,,,,,,,,3
11216,FWB,AIRPORT,Y-L,36.6985,-93.40225,03/21,CONC-E,MED,30,,,,G,KFWB,1
11217,MU24,AIRPORT,Y,36.57173056,-93.03684306,10/28,TURF-GRVL,,,,,,,,1
11218,2MO4,AIRPORT,Y,38.11444444,-94.17666667,18/36,TURF,,,,,,,,1
11219,MU04,AIRPORT,N,36.58978,-89.92008889,18/36,TURF,,,,,,,,1
11220,54MU,AIRPORT,,40.30043333,-95.11216944,17/35,TURF,,,,,,,,1
11221,MO75,AIRPORT,Y,38.3050225,-94.05327611,18/36,TURF,,,,,,,,1
11222,7MO3,AIRPORT,Y,36.60007278,-94.35021306,E/W,TURF,,,,,,,,1
11223,H17,AIRPORT,Y-L,37.65408333,-93.087,04/22,ASPH-G,LOW,,,,,G,,2
11224,H17,AIRPORT,Y-L,37.65408333,-93.087,H1,ASPH-G,PERI,,,,,G,,2
11225,BUM,AIRPORT,Y-L,38.28976722,-94.34012778,18/36,ASPH-G,MED,12,,,,G,KBUM,1
11226,MO15,AIRPORT,,37.37105,-93.14300556,18/36,TURF,,,,,,,,1
11227,TVB,AIRPORT,Y,37.13244444,-92.08397222,03/21,ASPH-G,MED,4,,,,G,KTVB,1
11228,OZS,AIRPORT,Y-L,37.9727225,-92.69045861,15/33,ASPH-E,MED,26,41,,,G,KOZS,1
11229,EZZ,AIRPORT,Y-L,39.72755556,-94.27638889,17/35,CONC-G,MED,30,,,,G,KEZZ,1
11230,82MO,HELIPORT,Y,39.73045556,-94.21894167,H1,ASPH-G,PERI,,,,,,,1
11231,34M,AIRPORT,Y,36.48605556,-90.01569444,18/36,ASPH-G,NSTD,,,,,G,,1
11232,35MO,HELIPORT,Y,37.81670528,-94.30022556,H1,TURF,,,,,,,,2
11233,35MO,HELIPORT,Y,37.81670528,-94.30022556,H2,CONC,,,,,,,,2
11234,CGI,AIRPORT,Y-L,37.22530556,-89.57075,10/28,CONC-G,HIGH,93,125,215,,G,KCGI,2
11235,CGI,AIRPORT,Y-L,37.22530556,-89.57075,02/20,ASPH-CONC-F,MED,45,60,100,,G,KCGI,2
11236,MU64,HELIPORT,Y,38.56585556,-92.18246667,H1,CONC,,,,,,,,1
11237,61MO,AIRPORT,Y,39.54864889,-92.09878444,18/36,TURF,,,,,,,,1
11238,6MU5,AIRPORT,,39.36431667,-93.77826806,01/19,TURF,,,,,,,,1
11239,93MO,AIRPORT,Y,37.20328056,-91.1233125,12/30,TURF,,,,,,,,1
11240,K26,AIRPORT,Y-L,39.31216667,-93.50655556,18/36,ASPH-G,MED,,,,,G,,1
11241,M05,AIRPORT,Y-L,36.16911111,-89.67647222,18/36,ASPH-G,MED,,,,,P,,1
11242,94K,AIRPORT,Y-L,36.69741667,-93.90052778,09/27,ASPH-P,MED,8,,,,G,,1
11243,MO27,AIRPORT,,39.73528056,-94.19272222,11/29,TURF,,,,,,,,1
11244,MO74,AIRPORT,Y,38.91913333,-92.16342778,12/30,TURF,,,,,,,,1
11245,MU02,AIRPORT,N,38.80977,-91.10347972,13/31,TURF,,,,,,,,1
11246,MKC,AIRPORT,Y-L,39.12294444,-94.59283333,01/19,CONC-E,HIGH,86,171,342,,G,KMKC,2
11247,MKC,AIRPORT,Y-L,39.12294444,-94.59283333,03/21,ASPH-E,HIGH,48,73,136,,G,KMKC,2
11248,75MO,HELIPORT,Y,39.08381667,-94.57691944,H2,ASPH,,,,,,,,2
11249,75MO,HELIPORT,Y,39.08381667,-94.57691944,H1,CONC,,,,,,,,2
11250,CHT,AIRPORT,Y,39.78201544,-93.49623608,02/20,TURF-G,,,,,,G,KCHT,2
11251,CHT,AIRPORT,Y,39.78201544,-93.49623608,14/32,CONC-E,MED,33,44,,,G,KCHT,2
11252,0MU2,HELIPORT,,38.77669722,-90.2394,H2,ASPH,,,,,,,,2
11253,0MU2,HELIPORT,,38.77669722,-90.2394,H1,CONC,,,,,,,,2
11254,MO89,AIRPORT,,38.30421944,-90.52715417,13/31,TURF-F,,,,,,,,1
11255,1MU8,AIRPORT,,39.55416667,-94.99861111,08/26,TURF,,,,,,,,1
11256,76MO,HELIPORT,Y,37.62611944,-93.42073333,H1,CONC-G,NSTD,,,,,,,1
11257,GLY,AIRPORT,Y-L,38.35470028,-93.67918694,04/22,ASPH-F,MED,12,16,,,G,KGLY,2
11258,GLY,AIRPORT,Y-L,38.35470028,-93.67918694,18/36,CONC-E,MED,60,,72,,,KGLY,2
11259,COU,AIRPORT,Y-L,38.81773556,-92.21779222,02/20,CONC-G,HIGH,71,86,144,,G,KCOU,2
11260,COU,AIRPORT,Y-L,38.81773556,-92.21779222,13/31,CONC-E,MED,67,81,135,,G,KCOU,2
11261,MO88,HELIPORT,Y-L,38.9574,-92.28931389,H1,CONC,MED,,,,,,,1
11262,25MO,AIRPORT,,37.18583333,-94.55111111,11/29,TURF,,,,,,,,1
11263,00MO,AIRPORT,Y,37.20283472,-94.41244778,08/26,TURF,,,,,,,,1
11264,MO95,AIRPORT,,37.39394861,-93.95996806,03/21,TURF,,,,,,,,1
11265,EIW,AIRPORT,Y-L,36.53530556,-89.59972222,18/36,ASPH-G,MED,,,,,G,KEIW,1
11266,89MU,HELIPORT,,36.91448333,-93.89291111,H1,CONC,,,,,,,,1
11267,K52,AIRPORT,Y-L,39.63441083,-91.72699444,09/27,ASPH-G,MED,16,,,,G,,1
11268,6MU9,AIRPORT,,37.53476667,-91.96515833,09/27,TURF,,,,,,,,1
11269,1H0,AIRPORT,Y-L,38.72733333,-90.50841667,07/25,TURF-F,,,,,,,,2
11270,1H0,AIRPORT,Y-L,38.72733333,-90.50841667,16/34,CONC-G,MED,30,,,,F,,2
11271,4MO7,AIRPORT,Y,40.14138889,-95.24083333,15/33,GRVL,,,,,,,,1
11272,UBX,AIRPORT,Y-L,38.06877306,-91.42885861,01/19,ASPH-F,MED,12,,,,F,KUBX,1
11273,MO01,AIRPORT,,37.25076528,-93.10690556,18/36,ASPH,,,,,,,,1
11274,8MO3,AIRPORT,Y,39.326127,-93.94053608,17/35,TURF,,,,,,,,2
11275,8MO3,AIRPORT,Y,39.326127,-93.94053608,09/27,TURF,,,,,,,,2
11276,34MO,HELIPORT,Y,39.83254556,-91.44015167,H1,CONC,,,,,,,,1
11277,MU79,HELIPORT,,36.41603056,-89.70085556,H1,CONC,,,,,,,,1
11278,DXE,AIRPORT,Y-L,36.77541667,-89.94125,18/36,ASPH-G,MED,30,,,,F,KDXE,1
11279,MO06,AIRPORT,,36.62237778,-93.53994167,02/20,ASPH-G,,,,,,,,1
11280,MU01,HELIPORT,,36.49923222,-93.45851917,H1,TURF,,,,,,,,1
11281,13MO,AIRPORT,Y,37.67643139,-91.70654083,04/22,TURF,,,,,,,,1
11282,X33,AIRPORT,Y,36.69386111,-90.78447222,07/25,ASPH-E,NSTD,,,,,G,,1
11283,03MO,AIRPORT,,39.28883056,-93.99242222,09/27,TURF-GRVL-F,,,,,,,,1
11284,1MO6,AIRPORT,Y,36.836165,-90.72234222,17/35,TURF,,,,,,,,1
11285,MO81,AIRPORT,Y,37.67088333,-90.61484583,09/27,GRVL-TURF,,,,,,,,2
11286,MO81,AIRPORT,Y,37.67088333,-90.61484583,14/32,GRVL-TRTD,,,,,,,,2
11287,3DW,AIRPORT,Y-L,37.22270556,-93.24834861,11/29,ASPH-G,NSTD,8,,,,F,,1
11288,MU67,HELIPORT,Y,39.01195,-94.51050917,H1,TURF,,,,,,,,1
11289,40MO,AIRPORT,,38.85918611,-92.60136944,01/19,TURF-F,,,,,,,,1
11290,MO54,AIRPORT,Y,36.78199833,-90.08898556,09/27,TURF,,,,,,,,1
11291,79MU,AIRPORT,Y,39.33025139,-94.55740556,04/22,TURF,,,,,,,,1
11292,MO68,AIRPORT,Y,37.40532222,-93.09962778,08/26,TURF,,,,,,,,1
11293,9MO9,AIRPORT,Y,39.55002361,-93.25020583,08/26,GRAVEL,,,,,,,,1
11294,MU11,AIRPORT,N,38.22086139,-93.01547361,13/31,TURF,,,,,,,,1
11295,MU98,AIRPORT,Y,36.51805556,-93.68422222,02/20,TURF,,,,,,,,1
11296,MU36,HELIPORT,Y,38.18503194,-92.69601972,H1,CONC-F,PERI,,,,,,,1
11297,3GV,AIRPORT,Y-L,39.01464119,-94.21485844,05/23,ASPH-E,,11,,,,G,,2
11298,3GV,AIRPORT,Y-L,39.01464119,-94.21485844,09/27,ASPH-E,MED,11,,,,G,,2
11299,H79,AIRPORT,Y-L,38.36158381,-92.57131761,18/36,CONC-G,MED,30,,,,F,,1
11300,87K,AIRPORT,Y-L,37.85713889,-93.99763889,18/36,TURF-E,,,,,,,,2
11301,87K,AIRPORT,Y-L,37.85713889,-93.99763889,04/22,ASPH-G,MED,,,,,G,,2
11302,FTT,AIRPORT,Y-L,38.83811111,-92.00258333,18/36,CONC-G,MED,12,,,,F,KFTT,3
11303,FTT,AIRPORT,Y-L,38.83811111,-92.00258333,12/30,TURF-F,,,,,,,KFTT,3
11304,FTT,AIRPORT,Y-L,38.83811111,-92.00258333,06/24,CONC-E,MED,30,,,,G,KFTT,3
11305,0MO9,HELIPORT,Y,38.729495,-90.27844611,H1,CONC,PERI,,,,,,,1
11306,MU68,AIRPORT,Y,38.6686125,-91.53599028,18/36,TURF,MED,,,,,,,1
11307,3EX,AIRPORT,Y-L,39.33727778,-94.19741667,03/21,ASPH-G,LOW,4,,,,G,,1
11308,72MU,HELIPORT,,39.28055694,-94.67134667,H1,CONC,,,,,,,,1
11309,MU90,HELIPORT,,38.95695111,-94.37661694,H1,CONC,PERI,,,,,,,1
11310,71MO,AIRPORT,Y,39.29196583,-93.3840975,17/35,TURF,,,,,,,,1
11311,79MO,AIRPORT,Y,36.98666667,-90.54333333,17/35,TURF,,,,,,,,2
11312,79MO,AIRPORT,Y,36.98666667,-90.54333333,06/24,TURF,,,,,,,,2
11313,FAM,AIRPORT,Y-L,37.76101778,-90.42859806,02/20,CONC-G,MED,30,,,,G,KFAM,1
11314,61MU,AIRPORT,Y,39.58819056,-94.78382278,16/34,ASPH-P,,,,,,P,,1
11315,2MO7,AIRPORT,,38.86666667,-91.08611111,17/35,TURF,,,,,,,,1
11316,12MO,AIRPORT,Y,38.58057194,-93.59465611,NE/SW,TURF,,,,,,,,1
11317,0MO0,AIRPORT,Y,38.4102975,-93.85021528,12/30,TURF,,,,,,,,1
11318,FES,AIRPORT,Y-L,38.19494306,-90.38542639,01/19,ASPH-F,MED,8,,,,G,KFES,1
11319,7MO6,HELIPORT,,37.72130556,-92.6768,H1,CONC,,,,,,,,1
11320,16MO,AIRPORT,Y-L,38.40560611,-91.15736944,04/22,TURF,LOW,,,,,,,1
11321,MU76,HELIPORT,,36.39591667,-89.61375278,H1,CONC,,,,,,,,1
11322,9MO2,HELIPORT,Y,39.09199167,-93.21174722,H1,CONC,PERI,,,,,,,1
11323,MO49,AIRPORT,,36.96931389,-94.57724308,16/34,ASPH,,,,,,,,1
11324,2MO0,AIRPORT,Y,38.78638889,-93.86722222,02/20,TURF,,,,,,,,2
11325,2MO0,AIRPORT,Y,38.78638889,-93.86722222,13/31,TURF,,,,,,,,2
11326,MU57,AIRPORT,,37.51857361,-92.81692639,17/35,TURF,,,,,,,,1
11327,7MO4,AIRPORT,Y,39.4319425,-94.80301667,13/31,TURF,,,,,,,,1
11328,LBO,AIRPORT,Y-L,37.64833333,-92.65244444,18/36,ASPH-E,MED,33,54,,,G,KLBO,1
11329,MO2,AIRPORT,Y,37.17515,-93.12893333,06/24,TURF-G,,,,,,,,1
11330,6MO3,AIRPORT,Y,37.34916667,-92.12833333,02/20,TURF,,,,,,,,1
11331,0MO1,AIRPORT,N,38.54445861,-94.09466472,08/26,TURF,,,,,,,,1
11332,MO72,AIRPORT,Y,37.038975,-90.85856667,08/26,TURF,,,,,,,,1
11333,6MU4,AIRPORT,Y,39.03781667,-91.72544444,09/27,TURF,LOW,,,,,,,1
11334,10MO,AIRPORT,,38.918175,-91.6831,18/36,TURF,,,,,,,,1
11335,92MO,HELIPORT,,38.44394167,-90.60706944,H1,CONC,,,,,,,,1
11336,8MU0,HELIPORT,,37.118875,-93.26605556,H1,TURF,,,,,,,,1
11337,10MU,HELIPORT,,36.86586944,-94.36986667,H1,ASPH,PERI,,,,,,,1
11338,4MO9,AIRPORT,Y,38.89250833,-94.10855611,11/29,TURF,,,,,,,,1
11339,MU94,HELIPORT,Y-L,37.89324722,-93.36213889,H1,CONC,PERI,,,,,,,1
11340,39MO,AIRPORT,Y,37.11866139,-93.20490583,01/19,TURF,,,,,,,,2
11341,39MO,AIRPORT,Y,37.11866139,-93.20490583,15/33,TURF,,,,,,,,2
11342,MO17,AIRPORT,Y,40.48045694,-95.6485625,18/36,TURF,,,,,,,,1
11343,MU54,HELIPORT,Y,39.77425833,-93.06843056,H1,CONC,,,,,,,,1
11344,M85,AIRPORT,Y,36.44375583,-89.90383833,15/33,ASPH-G,,,,,,F,,1
11345,18MO,AIRPORT,Y,36.96355694,-93.17215278,18/36,TURF-P,,,,,,,,1
11346,5MU5,AIRPORT,,38.50897917,-94.48434861,18/36,TURF,,,,,,,,1
11347,76MU,HELIPORT,,39.44708811,-92.41317981,H1,CONC,,,,,,,,1
11348,90MO,HELIPORT,Y-L,38.38917778,-93.767275,H1,CONC-G,PERI,,,,,,,1
11349,K57,AIRPORT,Y-L,40.44548881,-95.36730658,18/36,CONC-G,MED,16,,,,G,,1
11350,K15,AIRPORT,Y-L,38.11044444,-92.68055556,14/32,ASPH-G,MED,15,,,,G,,1
11351,96MU,AIRPORT,,37.94341111,-91.60213333,18/36,TURF-F,,,,,,,,1
11352,M71,AIRPORT,Y,38.901775,-90.96030556,09/27,ASPH-G,,,,,,G,,1
11353,31MO,AIRPORT,Y,40.10554778,-94.74329944,E/W,TURF,,,,,,,,2
11354,31MO,AIRPORT,Y,40.10554778,-94.74329944,N/S,TURF,,,,,,,,2
11355,HAE,AIRPORT,Y-L,39.72516667,-91.44386111,17/35,CONC-G,MED,12,,,,G,KHAE,1
11356,33MO,HELIPORT,,39.7111,-91.45193611,H1,CONC-G,,,,,,,,1
11357,0MU3,HELIPORT,Y-L,39.71108333,-91.45194444,H1,CONC,PERI,,,,,,,1
11358,MO30,AIRPORT,N,38.26995417,-92.81174722,06/24,ASPH-P,,,,,,P,,1
11359,0MO6,AIRPORT,,40.07661111,-92.31928056,03/21,TURF-F,,,,,,,,1
11360,36MO,AIRPORT,,37.85281944,-91.64681944,09/27,TURF,,,,,,,,1
11361,75U,SEAPLANE BASE,,38.2166925,-93.41687139,ALL/WAY,WATER,,,,,,,,1
11362,2M1,AIRPORT,Y,39.01963889,-94.0865,03/21,GRAVEL-F,,,,,,,,1
11363,MO67,AIRPORT,Y,36.71116667,-90.31399528,12/30,TURF,,,,,,,,2
11364,MO67,AIRPORT,Y,36.71116667,-90.31399528,18/36,TURF,,,,,,,,2
11365,53MO,HELIPORT,,37.15150278,-90.07131667,H1,CONC,,,,,,,,1
11366,MO57,AIRPORT,Y,36.70700139,-89.46674222,N/S,TURF,,,,,,,,1
11367,59MO,HELIPORT,Y,38.69325278,-91.45031389,H1,ASPH-CONC,FLD,,,,,,,1
11368,49MO,HELIPORT,N,38.62171889,-90.38900611,H1,TURF,,,,,,,,1
11369,63M,AIRPORT,Y-L,38.70516806,-91.49055417,07/25,ASPH-E,MED,,,,,G,,1
11370,54MO,AIRPORT,,39.14261667,-90.9588,11/29,TURF,,,,,,,,1
11371,69MO,AIRPORT,Y,39.30837028,-92.45406861,10/28,TURF,,,,,,,,1
11372,MU09,AIRPORT,Y,40.46665778,-95.02108556,02/20,TURF,,,,,,,,1
11373,HIG,AIRPORT,Y-L,39.07244444,-93.67736111,16/34,ASPH-G,MED,12,16,,,G,KHIG,1
11374,01MO,HELIPORT,Y,38.64171917,-90.48428694,H1,CONC,,,,,,,,1
11375,MU62,AIRPORT,N,38.56334583,-94.59106583,18/36,TURF,LOW,,,,,,,1
11376,09MO,AIRPORT,Y,37.37837778,-93.36324806,E/W,TURF,,,,,,,,1
11377,0MU5,HELIPORT,,38.72045,-93.99410278,H1,CONC,PERI,,,,,,,1
11378,84MO,HELIPORT,N,38.69394083,-90.44872972,H1,ASPH-CONC,,,,,,,,1
11379,MO08,AIRPORT,,38.66279417,-93.33270778,18/36,TURF,,,,,,,,1
11380,9MU4,HELIPORT,,39.04117222,-94.19936944,H1,CONC,,,,,,,,1
11381,37M,AIRPORT,Y,36.04199742,-90.14913439,06/24,TURF-E,,,,,,,,2
11382,37M,AIRPORT,Y,36.04199742,-90.14913439,18/36,ASPH-E,,,,,,G,,2
11383,M48,AIRPORT,Y-L,37.33022222,-91.97316667,16/34,CONC-G,MED,12,,,,F,,1
11384,MO82,AIRPORT,,40.408925,-92.05684389,09/27,TURF-F,,,,,,,,1
11385,88MO,AIRPORT,,36.70172667,-91.8026475,15/33,TURF,,,,,,,,1
11386,2MO3,HELIPORT,Y,39.09414167,-94.435125,H1,ASPH,,,,,,,,1
11387,MU41,AIRPORT,Y,36.7952,-93.89951667,06/24,TURF,,,,,,,,2
11388,MU41,AIRPORT,Y,36.7952,-93.89951667,08/26,TURF,,,,,,,,2
11389,MO29,AIRPORT,Y,38.77185556,-94.3337,18/36,TURF-DIRT,,,,,,,,1
11390,5MO1,AIRPORT,Y,39.38420333,-92.37629056,04/22,TURF,,,,,,,,1
11391,9MO6,AIRPORT,Y,38.19308444,-92.99241694,NE/SW,TURF,,,,,,,,1
11392,JEF,AIRPORT,Y-L,38.59117361,-92.15614472,09/27,CONC-G,MED,33,44,,,G,KJEF,2
11393,JEF,AIRPORT,Y-L,38.59117361,-92.15614472,12/30,CONC-E,HIGH,85,104,168,,G,KJEF,2
11394,2H2,AIRPORT,Y-L,36.96230556,-93.69533333,18/36,ASPH-G,MED,,,,,G,,1
11395,VER,AIRPORT,Y-L,38.94672222,-92.68266667,18/36,CONC-E,MED,12,,,,G,KVER,1
11396,0MO5,AIRPORT,,40.1333725,-92.10017861,N/S,TURF,,,,,,,,1
11397,JLN,AIRPORT,Y-L,37.1531675,-94.49880833,13/31,ASPH-G,HIGH,80,105,170,,F,KJLN,2
11398,JLN,AIRPORT,Y-L,37.1531675,-94.49880833,18/36,ASPH-G,HIGH,30,60,,,F,KJLN,2
11399,MU22,AIRPORT,,37.68867778,-90.19426667,18/36,TURF,,,,,,,,1
11400,MO22,AIRPORT,Y,37.19273125,-94.55031275,14/32,TURF-G,,,,,,,,1
11401,0H7,AIRPORT,Y,40.42172222,-91.70666667,10/28,TURF-E,,,,,,,,1
11402,MCI,AIRPORT,Y-L,39.29761111,-94.71388889,09/27,ASPH-G,HIGH,120,250,465,260,G,KMCI,3
11403,MCI,AIRPORT,Y-L,39.29761111,-94.71388889,01R/19L,CONC-E,HIGH,75,204,400,450,G,KMCI,3
11404,MCI,AIRPORT,Y-L,39.29761111,-94.71388889,01L/19R,ASPH-F,HIGH,120,250,524,450,G,KMCI,3
11405,MO93,AIRPORT,,39.04481944,-91.14809444,18/36,TURF,,,,,,,,1
11406,TKX,AIRPORT,Y-L,36.22586194,-90.03664111,18/36,ASPH-G,MED,10,,,,G,KTKX,2
11407,TKX,AIRPORT,Y-L,36.22586194,-90.03664111,02/20,CONC-G,MED,30,42,,,G,KTKX,2
11408,MO64,AIRPORT,Y,36.60978556,-93.44463111,13/31,ASPH-G,,,,,,,,1
11409,MO9,AIRPORT,Y,37.2298125,-93.93020833,18/36,ASPH-TURF-G,NSTD,,,,,,,1
11410,IRK,AIRPORT,Y-L,40.09347222,-92.54491667,09/27,TURF-G,,,,,,,KIRK,2
11411,IRK,AIRPORT,Y-L,40.09347222,-92.54491667,18/36,CONC-F,HIGH,30,48,85,,F,KIRK,2
11412,3MO6,AIRPORT,Y,39.33555667,-94.48356306,N/S,TURF,,,,,,,,1
11413,74MU,AIRPORT,,39.03989167,-91.13044583,01/19,TURF,,,,,,,,1
11414,OMU9,AIRPORT,Y,38.88418694,-92.98547306,13/31,TURF,,,,,,,,1
11415,MO02,HELIPORT,Y,38.19056667,-92.64409722,H2,CONC-G,,,,,,,,2
11416,MO02,HELIPORT,Y,38.19056667,-92.64409722,H1,CONC-G,,,,,,,,2
11417,MU91,HELIPORT,Y-L,38.12056667,-92.68168056,H1,CONC-F,PERI,,,,,F,,2
11418,MU91,HELIPORT,Y-L,38.12056667,-92.68168056,H2,CONC-F,PERI,,,,,F,,2
11419,07MO,AIRPORT,Y,38.65001472,-93.61687944,17/35,TURF-GRVL-F,,,,,,,,1
11420,MU65,AIRPORT,,37.76949556,-90.46567889,02/20,TURF,,,,,,,,1
11421,1MO3,AIRPORT,Y,39.9333375,-94.07383611,NW/SE,ASPH,,,,,,,,1
11422,LLU,AIRPORT,Y-L,37.48597222,-94.312,17/35,CONC-E,MED,,,,,G,KLLU,2
11423,LLU,AIRPORT,Y-L,37.48597222,-94.312,03/21,ASPH-CONC-G,MED,,,,,G,KLLU,2
11424,0MU7,AIRPORT,Y,38.87500861,-94.13966722,18/36,TURF,,,,,,,,1
11425,MO41,HELIPORT,Y,38.98213056,-90.96308611,H1,CONC,PERI,,,,,,,1
11426,1MO4,AIRPORT,Y,39.89167583,-93.86410861,N/S,TURF-GRVL,LOW,,,,,,,1
11427,9MO3,AIRPORT,Y,39.64166194,-94.81357389,01/19,TURF,,,,,,,,1
11428,LRY,AIRPORT,Y-L,38.61019444,-94.34352778,17/35,ASPH-F,MED,12,,,,G,KLRY,1
11429,AIZ,AIRPORT,Y-L,38.09602778,-92.54947222,04/22,ASPH-G,MED,55,70,215,,F,KAIZ,1
11430,2MO6,AIRPORT,Y,37.23151667,-94.31128056,18/36,TURF-G,,,,,,,,1
11431,MU08,HELIPORT,Y,38.92251389,-94.40575833,H1,ASPH,,,,,,,,1
11432,MO59,HELIPORT,Y,38.90364167,-94.33155833,H1,CONC-GRVL,PERI,,,,,,,1
11433,LXT,AIRPORT,Y-L,38.95909667,-94.37189472,11/29,CONC-G,MED,30,30,,,G,KLXT,2
